data_id,trial,plan_iters,plan_time,best_cost,capture_exists_score,capture_score,success_exists_score,success_score,runtime
0,0,300,10000,inf,1.0,0.9898638833095844,0.0,0.0,0.9855422973632812
1,0,300,10000,inf,0.8226524066655173,0.0,0.0,0.0,0.888735294342041
2,0,300,10000,inf,0.9911019365255385,0.8501227479420712,2.541649934972856e-05,0.0,0.8916864395141602
3,0,300,10000,inf,0.9940546607118563,0.9814227497147106,0.003700230946114269,0.0005700897152430993,0.8899106979370117
4,0,300,10000,inf,0.9957442237984377,0.9346123755087569,0.06269130451939997,0.0033167489163473656,0.9462356567382812
5,0,300,10000,inf,1.0,0.14338851324275192,0.06432881594509221,0.00851896470709925,1.0714643001556396
6,0,300,10000,inf,1.0,0.35394494905633495,0.3656740086115069,0.2049749215304079,1.2789080142974854
7,0,300,10000,inf,1.0,0.963363459288974,0.9824438904960263,0.9689381087729716,2.0077428817749023
8,0,300,10000,inf,1.0,1.0,1.0,0.8708142323418929,1.5047721862792969
9,0,300,10000,inf,1.0,0.9530338750571811,1.0,0.9956055602966045,2.2027828693389893
10,0,300,10000,inf,1.0,0.9968074914176882,0.0,0.0,0.9127171039581299
11,0,300,10000,inf,0.9807589753132736,0.0,0.0,0.0,1.0160396099090576
12,0,300,10000,inf,0.9763970023855858,0.8632620358533092,0.0007628383539735051,0.00014987380886678984,0.884148120880127
13,0,300,10000,inf,0.9933142053112938,0.978619218705005,0.0062010601817227284,8.937306814433182e-05,0.8973109722137451
14,0,300,10000,inf,1.0,0.8461536814487544,0.007453698685691901,6.749938939007094e-05,0.6921000480651855
15,0,300,10000,inf,1.0,0.9476537958474558,0.12247243250977835,0.027846222450824035,0.9814651012420654
16,0,300,10000,inf,1.0,0.8269449485983671,0.6674514429584271,0.23844057446698413,1.4503943920135498
17,0,300,10000,inf,1.0,0.9319395045295854,1.0,0.821693725392778,1.4313926696777344
18,0,300,10000,inf,1.0,1.0,1.0,1.0,1.2319622039794922
19,0,300,10000,inf,1.0,1.0,1.0,0.20639325091867283,1.2424511909484863
20,0,300,10000,inf,1.0,0.9781248737807772,0.0,0.0,0.9817464351654053
21,0,300,10000,inf,1.0,0.0,0.0,0.0,0.9207737445831299
22,0,300,10000,inf,0.9849035567024638,0.8811437335501384,0.000901817265373972,0.0,0.8745090961456299
23,0,300,10000,inf,1.0,0.9795014349168574,0.003563603819387362,0.0,0.9001293182373047
24,0,300,10000,inf,1.0,0.7573108410560888,0.0,0.0,0.9899158477783203
25,0,300,10000,inf,1.0,0.6581540901879747,0.0669159797205795,0.0031923272789088604,1.0230047702789307
26,0,300,10000,inf,1.0,0.9086600302460444,0.4158695590381054,0.36278050688808405,1.3671178817749023
27,0,300,10000,inf,1.0,1.0,1.0,0.0,0.7805626392364502
28,0,300,10000,inf,1.0,1.0,1.0,1.0,1.4258184432983398
29,0,300,10000,inf,1.0,0.9319720531839818,1.0,1.0,1.8619723320007324
30,0,300,10000,inf,1.0,0.516497449701583,0.0,0.0,0.8959341049194336
31,0,300,10000,inf,0.9989531272007445,0.0,0.0,0.0,1.0543279647827148
32,0,300,10000,inf,1.0,1.0,0.0,0.0,0.7337548732757568
33,0,300,10000,inf,0.9832959317448802,0.8386733112701578,0.0030137361054120015,0.0,0.750279426574707
34,0,300,10000,inf,0.991148693099065,0.38715492632587073,0.026775409198221856,0.0,1.018921136856079
35,0,300,10000,inf,1.0,0.9618400368384955,0.05566582298173428,0.015892414761481947,0.9761765003204346
36,0,300,10000,inf,1.0,0.9756203050758471,0.47204194733176075,0.11708917611378754,1.1533598899841309
