data_id,trial,plan_iters,plan_time,best_cost,success_metric,maneuverability_metric
0,0,500,10000,inf,0.028181605500448494,0.5872685680582186
0,0,500,10000,inf,0.04054927728632613,0.008800338242757055
0,0,500,10000,inf,0.03512504925733048,0.1929050323266912
0,0,500,10000,inf,0.06215555091397224,0.4097055986029864
0,0,500,10000,inf,0.28548120924191683,0.5185357333095257
0,0,500,10000,inf,0.350707483252019,0.08773889076005081
0,0,500,10000,inf,0.40696173641873795,0.1002419891801537
0,0,500,10000,inf,0.05971943640246224,0.040398249646920736
0,0,500,10000,inf,0.7230297026274327,0.0
0,0,500,10000,11.171495272784131,0.37222587169277493,0.3883597604133334
1,0,500,10000,inf,0.00554491970808138,0.8958057356912021
1,0,500,10000,inf,0.2601026684208618,0.3717971541012416
1,0,500,10000,inf,0.30648407822973667,0.0
1,0,500,10000,inf,0.5687852808199471,0.6308612373471452
1,0,500,10000,inf,0.5212467934447974,0.5309386882470055
1,0,500,10000,inf,0.4026476677794834,0.0
1,0,500,10000,11.68958124890179,0.7997974326875619,0.8156115370243586
1,0,500,10000,inf,0.6891225274859307,0.0010922135506876707
1,0,500,10000,9.21114046607792,0.4062698164856461,0.0
1,0,500,10000,inf,0.5887507688203742,0.0
2,0,500,10000,inf,0.19079088194666327,0.7045862155305207
2,0,500,10000,inf,0.09459546152426208,0.4774993833078488
2,0,500,10000,inf,0.31213094563603827,0.08484638929549748
2,0,500,10000,inf,0.291300347714527,0.24700974435231604
2,0,500,10000,inf,0.48502277932354876,0.0048876041286501914
2,0,500,10000,inf,0.8781748498220664,0.0
2,0,500,10000,inf,0.7726852353151124,0.006006367159643977
2,0,500,10000,inf,0.5533183575362569,0.0
2,0,500,10000,inf,0.47791244298307956,0.0229669134152507
2,0,500,10000,11.782978382635036,0.6075497869592259,0.0
3,0,500,10000,inf,0.14895349292780513,0.5834338293141381
3,0,500,10000,inf,0.2461322096946602,0.0
3,0,500,10000,inf,0.2899040820316727,0.5166983579653235
3,0,500,10000,inf,0.7586438891622581,0.5690712465579274
3,0,500,10000,inf,0.6089063499395445,0.5150816095004318
3,0,500,10000,inf,0.9931156757713362,0.9476009665531446
3,0,500,10000,inf,0.2744142033731856,0.0
3,0,500,10000,11.178087180608745,0.5115702107375731,0.08607316404536058
3,0,500,10000,7.459257210304987,0.4777422701109949,0.0
3,0,500,10000,inf,0.5880940209980396,0.0
4,0,500,10000,inf,0.06868988910020117,0.6546575745293574
4,0,500,10000,9.593340259997134,0.07708502632152182,0.37957720085868907
4,0,500,10000,inf,0.13307814770641546,0.3864366857262882
4,0,500,10000,inf,0.07640430574807135,0.23559090810389272
4,0,500,10000,inf,0.1892863335663575,0.5292590066623524
4,0,500,10000,inf,0.7237930190155573,0.8313978825135536
4,0,500,10000,inf,0.0035267448312365753,0.0
4,0,500,10000,9.762828443087846,0.0,0.12624298927107247
4,0,500,10000,inf,0.0,0.659173111119441
4,0,500,10000,inf,0.0,0.05560093601254945
5,0,500,10000,inf,0.06652749199236435,0.7756476127197408
5,0,500,10000,inf,0.22441318889910178,0.19418083694078003
5,0,500,10000,inf,0.7601848430146891,0.7816216582834884
5,0,500,10000,inf,0.9267067097406217,0.9450307895103304
5,0,500,10000,inf,0.9974449165864769,1.0
5,0,500,10000,inf,0.8251624498859768,0.8145683608441292
5,0,500,10000,inf,0.9620852611968088,0.9560794665621808
5,0,500,10000,14.033714227300957,0.6081062389312397,0.6825111611578503
5,0,500,10000,14.638173802747326,0.6042233784479869,0.023600567576723575
5,0,500,10000,11.483127287997904,0.4155890516074733,0.5186424482675236
6,0,500,10000,inf,0.1983745286623254,0.736143068098593
6,0,500,10000,inf,0.4075890007334927,0.3627244141776049
6,0,500,10000,inf,0.4600107059889005,0.4767493105463144
6,0,500,10000,inf,0.32396446219747704,0.0018989327142991952
6,0,500,10000,inf,0.8606396918124269,0.8002536869668662
6,0,500,10000,inf,0.8785449956576391,0.8757458206285208
6,0,500,10000,inf,0.4727592839891533,0.0
6,0,500,10000,10.809814769351288,0.502695887734229,0.4948191160299006
6,0,500,10000,inf,0.3933135439941475,0.8625462392120282
6,0,500,10000,inf,0.5054997692590368,0.0
7,0,500,10000,inf,0.004856279886177013,0.9521162275233176
7,0,500,10000,inf,0.023013939368686058,0.6193618610548668
7,0,500,10000,inf,0.052632752335194245,0.07748819758381698
7,0,500,10000,inf,0.019453297484734393,0.0
7,0,500,10000,inf,0.22677410084461783,0.6955749826750351
7,0,500,10000,inf,0.009353650858514433,0.0
7,0,500,10000,inf,0.0020850578628505293,0.6530579074616221
7,0,500,10000,inf,0.0,0.6636252167653709
7,0,500,10000,inf,0.00018110170044095394,0.2907417629143525
7,0,500,10000,inf,0.0,0.906354669327273
8,0,500,10000,inf,0.0,0.7403356537369434
8,0,500,10000,inf,0.0007824016982630324,0.5181929051022732
8,0,500,10000,inf,0.012148110604886646,0.4685219277477721
8,0,500,10000,inf,0.014262310551695596,0.22057754047001776
8,0,500,10000,inf,0.06271578943599487,0.5930200761377995
8,0,500,10000,inf,0.024725101292831838,0.06913623540681424
8,0,500,10000,inf,1.126687845546901e-05,0.16241138524834786
8,0,500,10000,inf,0.5491549025137379,0.8392987349957796
8,0,500,10000,inf,0.0,0.0
8,0,500,10000,inf,0.0,0.8434404394688045
9,0,500,10000,inf,0.07872107954193973,0.8608574895487018
9,0,500,10000,inf,0.0017483474764943354,0.08017501497902613
9,0,500,10000,inf,0.1355678148068537,0.5113866724028929
9,0,500,10000,inf,0.2922730849055429,0.4526450678254911
9,0,500,10000,inf,0.8909803270198412,0.9915864008833837
9,0,500,10000,inf,0.6946672410408612,0.0
9,0,500,10000,16.832079997072366,0.8372532982210815,0.7552676228491368
9,0,500,10000,inf,0.47916243915428336,0.0
9,0,500,10000,16.095007898370643,0.4033642493002076,0.0
9,0,500,10000,inf,0.7358602151303187,0.3014949955538787
10,0,500,10000,inf,0.022174026542775695,0.6664259999296916
10,0,500,10000,inf,0.13376910876990084,0.12364129473795371
10,0,500,10000,inf,0.17814212828460593,0.1027915880710345
10,0,500,10000,inf,0.5541373884119792,0.6093878188328707
10,0,500,10000,inf,0.6788791423400249,0.5423150274844738
10,0,500,10000,inf,0.991487031738275,1.0
10,0,500,10000,inf,1.0,1.0
10,0,500,10000,inf,0.7058699669496334,0.7626410487601252
10,0,500,10000,inf,0.7041392290865406,0.8025684242209167
10,0,500,10000,inf,0.5897742654158489,0.892492168880098
11,0,500,10000,inf,0.0015188786626830987,0.5818750834288038
11,0,500,10000,inf,0.026122421649006498,0.0006387324692834762
11,0,500,10000,inf,0.01269029161857208,0.03567247955332986
