num_traj,data_id,xo,yo,thetao,vxo,vyo,omegao,xo,yo,thetao,vxo,vyo,omegao,xo,yo,thetao,vxo,vyo,omegao,xo,yo,thetao,vxo,vyo,omegao,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,0,0.8812132172555847,0.657882456864837,0.0,0.030297925458022637,-0.008043378146079874,0.0,1.2166023939694697,0.8910451687328109,0.0,0.0014204684880964186,-0.031644243278825215,0.0,0.9626283178164555,0.7961994202083993,0.0,-0.04722699310777963,0.026128318889146393,0.0,1.1207510537582448,0.7655288483296604,0.0,-0.011932323419748148,0.005211914873050748,0.0,0.8984357031583659,0.9024194855976614,0.0,-0.04148273902693567,0.03734791640815378,0.0,1.0159261371916242,0.45078322851702746,0.6664234606835292,0.06798261600237418,0.033057071813930534,0.0
0,1,0.8814262753378825,0.6578137163062073,-0.00021824939142480528,-6.310309982736677e-06,2.291832729917674e-05,-1.2496176502119617e-05,1.2165880359185495,0.8907929717205135,-0.00033555736716052084,-4.640374691850335e-06,1.630720010163816e-05,-6.028346456775979e-06,0.9619094506219179,0.7966561926355364,0.0012789376785265955,-1.4622144130283173e-05,-8.271859665978636e-06,-4.556751293163914e-06,1.120678910478284,0.7655525222428478,1.661837098081355e-05,-6.274428851560079e-06,1.900795320389758e-05,-7.759480120373032e-06,0.8978018051192921,0.9030747849897733,0.0018441453725038688,-5.304876090027887e-06,1.8090817255801137e-05,-6.771561294159096e-06,1.0196875597847754,0.4892801023509976,0.666343641757366,0.005527438357944061,0.3417006779952861,-0.00042655226683381873
0,2,0.8787194044740391,0.6628921107856316,0.0367589570552315,-0.21861071019692685,0.40775131538931253,2.9953686684535854,1.2063735399944622,0.9111230268012079,0.1468924856254753,-0.16579448964311766,0.3501136967159205,2.547644532776683,0.9619318396491644,0.7966480936007705,0.0012965876690767303,0.00015096148707420613,1.5812973613210775e-05,8.476275168610128e-06,1.0890496651690242,0.8222059829711741,0.3853467495741478,-0.2054225388341704,0.3638763170335636,2.5417359447887575,0.8978016244060759,0.9030756624728523,0.0018440870323675966,-1.016717857778194e-08,8.883505166596257e-08,1.5938569728973726e-09,1.0226369122529468,0.5841314397979671,0.6476494363538701,0.02971112380904315,0.576866106157359,-0.15642095237305106
0,3,0.8307858170426738,0.7611808979460952,0.773857339149212,-0.24099751435751385,0.554464016183007,4.69612962556765,1.1679114410949443,0.9984792194299486,0.7626753317323485,-0.1974252095791162,0.5072778427751391,3.320786564558497,0.9437017743813311,0.8406197970450348,0.37551327139241425,-0.18053349462114818,0.5585039777929953,5.649215744220123,1.0380182774681697,0.9069582392790577,1.065012343331159,-0.296988894491095,0.46916316186334117,3.954057658646361,0.8845028915093429,0.9212078019686643,-0.06767266038774931,-0.3408907464985876,0.460266279252357,-1.777633383702373,1.0307403107981545,0.7186560239759021,0.6137285305345721,0.058837916343873614,0.7395648272410349,-0.16407335229392508
0,4,0.7809952910449297,0.8898055817548736,1.9470736450350048,-0.2506741917601457,0.7193936437389401,6.518988130347966,1.1240332791943657,1.1186147178466634,1.5489657916581678,-0.25022289040879697,0.7023394503765926,4.448183809694671,0.8965097900687548,0.9668398560634414,1.6284638069752657,-0.29244145773044133,0.690392974301832,7.423272286580762,0.9796557033010189,1.022207876720598,1.9483999595889798,-0.2757390586671139,0.6980459146741875,4.5405419020892515,0.80850205340213,1.014197063913056,-0.38794484015644615,-0.42433523143086416,0.44284887841155546,-1.452271543574105,1.0434310262439574,0.8847860871024813,0.5878645232953217,0.0647914251433628,0.923659561879465,-0.08874537034769157
0,5,0.7100515334207959,1.0339547920272287,-2.992953606710967,-0.422088485879503,0.7219694485960616,6.774082003519121,1.0659150559327046,1.2726764231175698,2.662892876920663,-0.3389979049610326,0.8351454604470364,6.787292584499602,0.8319309661901819,1.1157425519653748,-3.0566465505738263,-0.3678336648181519,0.7793524797285301,8.514440874513035,0.9157516812525854,1.1719829144845302,2.998177761953694,-0.366810923288351,0.7984519758975761,5.816457984521968,0.7320963452066789,1.1312554232188101,-0.9708608797432381,-0.31127270302711096,0.7037945246307883,-4.048455717933683,1.0572503305397567,1.0865654316382283,0.5902163921635637,0.07196491237002364,1.097675364215039,0.10711163613281657
0,6,0.6220530455758998,1.1762417115311006,-1.7394072149390207,-0.4089694518097724,0.6219112696026943,6.017155564478935,0.9879751714510855,1.4495913623312546,-2.109351598817369,-0.407367138479425,0.8873477675022479,7.9833755967110465,0.7583831350025032,1.2890520038987554,-1.3677509009415962,-0.47551614646569357,1.0280201340161563,7.636382054560021,0.8427594985953444,1.3433023575130445,-2.0897266497652294,-0.3467467053698725,0.8711868511942764,5.610414098925964,0.6604105349984286,1.2687962385955227,-1.9035988208027936,-0.4019078983991987,0.630040258392298,-4.2522404619146,1.068916892440405,1.3059517907741967,0.5561422803700714,-0.041912973799744735,0.5951346277880939,-2.245047069787919
0,7,0.555942983765117,1.273736065005512,-0.7579042602637233,-0.24715185681225327,0.37009176915523007,4.066434006024708,0.9318820184986024,1.5500176631042175,-1.109975929321765,-0.018324339364977037,-5.962557165823008e-07,0.14298544201287874,0.6597175965400425,1.5127354278984306,0.13612690002701935,-0.48442596944345245,1.2283670226481935,7.972578371243966,0.7712909713261831,1.5330550452114347,-0.8535004117250625,-0.3510307210552206,1.0505778236464949,6.7147575296237765,0.5677733883529552,1.459538856677415,-2.090515718270055,-0.44499357316841776,0.9718839699603092,0.09692235772695573,1.0543092062971837,1.422958471742128,0.19352033065493113,-0.008458515549320849,-0.06175006439561487,-0.25769676547972453
0,8,0.5236764734779304,1.3228503874812167,-0.18793550777362283,-0.08003801364158884,0.1275759594278836,1.9244535378872616,0.931327837575647,1.5500076219686667,-1.1098627623666097,-0.0003077535804991422,3.5753549754659535e-05,-0.0010715462667385356,0.6217385829027914,1.547543885953764,0.4373080987521367,-0.005597982655320965,-0.0016702811795435094,0.02389199952609077,0.7516562824772383,1.5498921833175787,-0.569339934548787,-0.00029305449279533297,-0.00030899038214174287,-2.923511295220017e-06,0.49663514658028696,1.5485196255056508,-2.3817490459742343,-0.1991126229723074,-0.0383762498164703,-2.664394540982649,1.054526258366341,1.4214761880873878,0.19294379005633747,3.2950261919692764e-06,-4.2566059110356325e-05,0.00010593624165667313
0,9,0.5196196105536419,1.3294671605236092,-0.0853552112109601,-0.0001275134616561227,0.0003154136661726813,-0.0001794452656677101,0.9312351533679588,1.5500161494542997,-1.1110738689893376,-0.0005343684579133909,2.713960353484328e-06,-0.01070069224196496,0.6217699131660265,1.5474304605494706,0.43733986454765367,1.2881598269408322e-05,-4.411491331178091e-05,1.2779405174213097e-07,0.7516425101310802,1.5498776612753682,-0.5693398321914342,-5.346604624614139e-06,-5.6376377400533065e-06,-7.1111279195465e-10,0.4823364193245903,1.5462418884858473,-2.595534412388075,0.0015315454099568944,-0.0004993189086706876,-3.071334534057768e-05,1.0545268805296018,1.4214680607770103,0.1929640164778985,2.91063361793027e-06,-3.3641610964829996e-05,8.050464806675509e-05
1,0,0.7965176535646545,0.6874541564394697,0.0,0.04950109319823488,-0.025670586307416112,0.0,1.0405772029248022,0.7375530390212833,0.0,0.01590919746331823,0.0001831757651849647,0.0,1.1180686626904897,0.8389461591714795,0.0,-0.02865607463851674,0.0017347949013836045,0.0,0.8919983577264328,0.7755982055659546,0.0,0.002473670835617371,0.04874078398288083,0.0,0.8123612620902172,0.9710077226382091,0.0,-0.02065709935356809,-0.032755845430841146,0.0,0.9319046277993193,0.4674291183916301,0.7074149057343075,-0.04945464587961648,0.03891377644037876,0.0
1,1,0.7972548927533271,0.6869971584739775,-0.001403587589040829,-1.8815485980237517e-05,-1.1008876016614575e-05,-2.525068642365705e-06,1.0159707601273482,0.770337933573407,-0.025146458714265713,-0.11697542000061745,0.18330217209149385,0.5090894558883515,1.1114328919250824,0.8499153726989707,0.09857779243387846,-0.10572239550312104,0.1661310253514567,1.6737430188674787,0.8920004578892344,0.7762616948877353,0.00010461474764411224,-9.44057030335661e-06,1.7086460765509814e-05,1.0419382627423877e-05,0.8121442506490606,0.9706579976003548,-0.0004184558283006791,-4.341915146115191e-06,1.3795348593165793e-05,-5.906659815631005e-06,0.9309494586525349,0.504222557278294,0.6947945229839402,0.006141021495646425,0.31406934709777784,-0.10658215960840527
1,2,0.7972540914543018,0.6869963658167941,-0.0014036198655614349,-3.896795868784111e-06,-4.6976435838101116e-06,5.327571363078254e-06,0.9859160664712773,0.822480899108042,0.23343742698473166,-0.17756509410415808,0.3318488059811928,2.0364068301906175,1.0819163351621073,0.8979842195636472,0.5825546240395456,-0.18782835661917133,0.31079765516178176,3.4258726756934426,0.892004685447445,0.7762644424403035,0.00011111762071863163,-9.93751819365813e-05,-0.0001072646263988548,6.266960153639282e-05,0.8121441781467279,0.9706588117040666,-0.00041658820946589885,1.5437347018268131e-06,4.07901830611301e-06,6.985777567855924e-06,0.9329781140304441,0.5900264130307123,0.6665830506329576,0.012302726965230652,0.5362754188780964,-0.16939328158923278
