shortest_distance,com_distance,max_contact_normal_force
2.8332891588433995e-13,0.31622776601683766,0
1.3146476886353692e-05,0.312974918461615,2.406425121042115
1.4975088778992314e-05,0.31000437190337854,1.5818391482337302
1.4471668746015833e-05,0.307570544260336,1.8098780993982524
1.0343853349073175e-05,0.3058943543280609,1.5428865935325664
9.932978967816811e-06,0.30481515221243916,1.7784115869585835
8.416294108256582e-06,0.3042255425261201,0.8186508120790517
6.080972092940254e-06,0.3043348743954139,1.4689367371842084
2.642387496800921e-06,0.305494225610797,1.1402002111389233
2.273574353069611e-06,0.30857757372486644,1.572849118913885
8.749932371872594e-06,0.3153251300398345,0.7431194659534941
5.7867295846592585e-05,0.32911832211730013,0.0
0.00032712225061140777,0.3554045737644235,0.0
0.00011145500672431115,0.40095814931395535,0.0
0.002612356610646235,0.4743974925458414,0.0
0,0.5801934962686697,0
0,0.7190983853222814,0
0,0.7643307761804108,0
0,0.7761159322039993,0
0,0.7857150455008334,0
0,0.7881273672069187,0
