Epoch,Training Loss,Validation Loss
1,0.8903948505809579,0.9301996926978692
2,0.8357008266518462,0.9258273634099469
3,0.8143639220552124,0.8895275457618163
4,0.7804936081016619,0.8627349278822387
5,0.7752109817735889,0.8524840981075444
6,0.7557860058129142,0.8486356144559752
7,0.7517416173582558,0.8447426021406331
8,0.7482562243475197,0.838885859423077
9,0.7452851757986249,0.8353349524214095
10,0.7418152366238864,0.834473216656557
11,0.7387883275206842,0.8280729346514977
12,0.7352728632524841,0.8244137427548772
13,0.7313320974148617,0.8235313526748382
14,0.7278220944029371,0.8151467275834575
15,0.7240938559521974,0.8114981780347136
16,0.720454429223207,0.8095692213355881
17,0.7156712391794963,0.804519690265975
18,0.71151860710716,0.7996454202022749
19,0.7074099282294976,0.872005017992762
20,0.7039239256898511,0.8628299001258674
21,0.6995203403437539,0.7906178366584876
22,0.6954590476894934,0.7887286882578712
23,0.6942122353366311,0.7810380416586227
24,0.6889941988155787,0.7766112891822746
25,0.6860022027084093,0.7731015606178451
26,0.6838487667065365,0.7697671829271562
27,0.6806723914770265,0.7713495876985726
28,0.6794003301488303,0.7707739100628292
29,0.6770045742817185,0.7665736844244692
30,0.6748046041924719,0.7637485763077269
31,0.6734087635410727,0.7611356139106235
32,0.67172566203912,0.7589283161556598
33,0.6688945274703552,0.7577911550083112
34,0.6674374880394633,0.7555116840167758
35,0.6652175872417775,0.7539010445020863
36,0.6629071554526146,0.751403336057958
37,0.661249360446022,0.749206102117128
38,0.6595054730251817,0.7510471498766511
39,0.6569798872202943,0.750296139724783
40,0.6549162077838121,0.7458494556395664
41,0.6525512187128858,0.8226615805754957
42,0.6507806941731761,0.7411927222130225
43,0.6481780000030994,0.7425510657893628
44,0.6488150753022939,0.7374132062817357
45,0.642913297532908,0.7347519065531873
46,0.6409094085424675,0.7323535231431735
47,0.6379604537541848,0.7388053797185421
48,0.6360384528983597,0.8013792500744775
49,0.63325804991194,0.7287822898822961
50,0.6389085497378995,0.7243192311491549
51,0.628353650657547,0.7217240983370653
52,0.6239906034765311,0.7265574018058089
53,0.6215372077078399,0.7173183644862519
54,0.6191809018880824,0.7196247859176287
55,0.6154074507519371,0.7133186454164613
56,0.6142365925226341,0.7141089338002745
57,0.6212199796473733,0.7130827773554423
58,0.6072857370165808,0.7090265099535283
59,0.604901387148725,0.705589748803795
60,0.6026616749773526,0.702784780144077
61,0.5994184890018843,0.7039991861074856
62,0.5971446836010162,0.7039521590796942
63,0.5959504463955991,0.6998812913433793
64,0.5928109620692971,0.7721182532301268
65,0.5917914909035585,0.6965705332605495
66,0.5894679809519973,0.6933634324172109
67,0.5865228530695092,0.6973148776775169
68,0.584837108782922,0.6917226167837369
69,0.5824583872785994,0.6929535099602852
70,0.5812946816838775,0.7082768017330121
71,0.581921225756291,0.6912543619646854
72,0.5777355308301863,0.6911417916417122
73,0.5762404645141697,0.6870229151291946
74,0.5745729706370769,0.688011135176285
75,0.5738606758589417,0.6894363981009144
76,0.5726223770007877,0.6836778939000725
77,0.571179420026164,0.6872129351399916
78,0.5701282641855238,0.6910155064896825
79,0.5696866016140102,0.6828237015024289
80,0.5676943636764749,0.6823959926277706
81,0.5675521008525565,0.6857359333290267
82,0.566194426963212,0.6821414317129199
83,0.5647003266796315,0.6848979670285564
84,0.5639654202531502,0.6837655281667242
85,0.5641073570948654,0.6834769543913222
86,0.5625434181329654,0.682412647594189
87,0.5617887932575583,0.7257768836294868
88,0.5623574136548863,0.6771704839139255
89,0.5615783810297056,0.6798238475067714
90,0.5611194572918156,0.680141225802837
91,0.5588469380812014,0.6790651137143681
92,0.559200881879024,0.6752391424529331
93,0.5607317278566988,0.6791871207737431
94,0.5579279117440622,0.6929220776889742
95,0.5572187629880606,0.6730844502903751
96,0.5557616253388283,0.6759449159054413
97,0.565550530589924,0.6743708599320392
98,0.5543875321215067,0.6750394551409888
99,0.5532791016845351,0.6760130825922969
100,0.552935392943264,0.6781041791720182
101,0.5519753967850937,0.6713305000868655
102,0.5512416373716349,0.6770386214070406
103,0.5498542987447174,0.6708449033309811
104,0.5498901856098073,0.672831190538775
105,0.549593554394696,0.6696418080594122
106,0.5489886730446099,0.6692700151584505
107,0.5485312620303329,0.671560037266655
108,0.5481236488630734,0.6680787128885997
109,0.5479320182411936,0.6687397407271813
110,0.5471226701976182,0.6693275928420505
111,0.5575742808899268,0.6670225298358607
112,0.5463136364585223,0.6672425305413217
113,0.5517087674559784,0.6718073696589347
114,0.5435445136993815,0.6728468057651495
115,0.5453191912670287,0.6764672421226182
116,0.5519742924584935,0.6748849861707884
117,0.5427676230147866,0.6717653952001297
118,0.5428163218529113,0.6684215499721852
119,0.5419814447278803,0.6701719366858915
120,0.5422694246607973,0.6682148998622427
121,0.5407551884689789,0.66728087583768
122,0.5422318589347632,0.6656039565532785
123,0.5411218836556135,0.66284827934098
124,0.5389707731517331,0.6634785082460064
125,0.5390537613954569,0.6667161366527843
126,0.5390399385079587,0.6620469345643962
127,0.5380537446559325,0.6699423728145889
128,0.538571677793184,0.6625236124760404
129,0.5370432603139179,0.6692241196779861
130,0.5378996730236809,0.661075842672402
131,0.5366523084592634,0.660384590094237
132,0.5363084756638952,0.6608007738424331
133,0.5360997851667781,0.6769860940649337
134,0.5355975944355825,0.6619951689289403
135,0.5352783292638128,0.6617317095629334
136,0.5343662272810628,0.6670779168567399
137,0.5353443818166852,0.6641629641280347
138,0.5338058263024826,0.6624579888566867
139,0.5337412921866219,0.6591355954632931
140,0.5322957071596323,0.6591001128028963
141,0.5318727193091431,0.6731067039840615
142,0.5342502926761005,0.6612443904747668
143,0.5320533623368783,0.6576535996702528
144,0.5308583314612585,0.6600044678090159
145,0.5313490543591698,0.6599257574560716
146,0.5300622063597249,0.7271878230817539
147,0.5307720199883602,0.6583476727924396
148,0.529720934464987,0.6551415598807261
149,0.5290982504109876,0.6629653518501016
150,0.5295120169423095,0.665021804823857
151,0.5275122022420322,0.656327693425503
152,0.5277607508071269,0.6549900855446599
153,0.5276612190655168,0.6553749523903292
154,0.5268968537816575,0.6558744731099949
155,0.5271366167803888,0.653183661881335
156,0.5259415984510835,0.6510393487808016
157,0.5259938458405397,0.6540070935776553
158,0.5252993727884607,0.6553682862905804
159,0.5251615513984712,0.7209916132857505
160,0.5241444176593747,0.649502928032703
161,0.523594338618161,0.652748781227574
162,0.5228171389781595,0.6610837851449386
163,0.5225912783526541,0.6590686890191024
164,0.524012888424639,0.6582738553010619
165,0.5224449035368975,0.6510649500702766
166,0.5220738929247609,0.6479367419846893
167,0.5204566794741957,0.6520060268758806
168,0.5213820267266019,0.6505876335977894
169,0.5217889541074865,0.6506661377539954
170,0.5206781701315097,0.6503255396850944
171,0.5196233009002678,0.6503153084249226
172,0.5275756788773008,0.6473188835205799
173,0.5189568952131303,0.6459756612816115
174,0.5193779470370069,0.6474804762635649
175,0.5183831652423724,0.6512574860058034
176,0.5188974922986151,0.653423919697705
177,0.5190069413372349,0.6429965781796839
178,0.5178492197072028,0.6489500381129304
179,0.5237952779225735,0.6491600324198142
180,0.5166714229606517,0.7210778684652958
181,0.5162879233610445,0.6473272874106452
182,0.5162332222936916,0.6433203056953924
183,0.5160882894306834,0.645592626837111
184,0.5154954201778291,0.6456586548040822
185,0.516286548391139,0.645452872705982
186,0.5145627481891856,0.6454066701387007
187,0.5148414479800225,0.6430828090488296
188,0.5142216863438795,0.6511323468894074
189,0.5136724957240832,0.6468829761076834
190,0.5132314408719154,0.6410809363977811
191,0.5124337160042993,0.7159947619302985
192,0.5122486363633154,0.7151633414641484
193,0.5106306152051517,0.6566762407262301
194,0.5123691120392455,0.6434033365593743
195,0.5116087510708932,0.6394378878560263
196,0.5126309859436102,0.6489712163882772
197,0.5108382965153363,0.6526942075681441
198,0.5116206732158757,0.6401785408751559
199,0.5097730543821509,0.6404311272133257
200,0.5095086066351499,0.6469664595944365
201,0.5091035137811937,0.645050883408367
202,0.5108105006478147,0.639461012230706
203,0.5082182784521364,0.6435018337725364
204,0.5096294088675182,0.6490565680313048
205,0.5081590753569813,0.6456842589163289
206,0.5101580554764197,0.6439115827826342
207,0.5091006430879312,0.6387112723260197
208,0.5082725019295521,0.6374773074747976
209,0.5080297250117276,0.6425253511742526
210,0.5069718638801745,0.6391516077457015
211,0.507767980940003,0.6386474368652117
212,0.5058614887596334,0.6415409490312498
213,0.5063689902781899,0.6436677290529934
214,0.506286855970408,0.6398807263251433
215,0.5047665273896154,0.6371796092344928
216,0.5073316518719178,0.637167728227592
217,0.5072007357417919,0.6338950769265288
218,0.5035761482868865,0.7136072531035266
219,0.5036594454594767,0.6405164355354518
220,0.5037768086698389,0.6403878168154931
221,0.5043349635396442,0.6386496491115732
222,0.5025879013945633,0.6394031124631154
223,0.5038820538534711,0.6373887036917443
224,0.5026121096868899,0.7112079682884757
225,0.5021584165219816,0.6532899981614241
226,0.5025104836999906,0.638477600266024
227,0.5034961957880175,0.6420963675014137
228,0.5012928644880421,0.6331513448013473
229,0.5013468518558831,0.6422997855955792
230,0.5011180953648655,0.6888491156482205
231,0.5109919608604414,0.6341541917975416
232,0.5009526197504194,0.6376773279889957
233,0.5005583529857619,0.641693295277271
234,0.49920170083931537,0.6354949528485844
235,0.4991153074293325,0.6361890795458224
236,0.5008944624870861,0.7148060024015068
237,0.49928730319934495,0.6454087315876152
238,0.5012914605554522,0.6324050082373864
239,0.4977467185962424,0.6706576454501176
240,0.4993515191841002,0.6341721310289865
241,0.49778793894545864,0.6411868604572163
242,0.4982536741691627,0.6369867484594128
243,0.49908762202245893,0.6345316529965278
244,0.4974623053416687,0.6373579135913517
245,0.5014324969095733,0.6312200957429164
246,0.4972778538608721,0.6363612193537435
247,0.49421950059079134,0.6383690161956954
248,0.497064361146077,0.6449912534162556
249,0.4952853219969671,0.6410475823951444
250,0.4960454513120991,0.6370698980526212
251,0.4956858286904316,0.6328616867744431
252,0.49447738403850117,0.6356683564708405
253,0.4954309797474217,0.6335515952141014
254,0.4954815682293992,0.6318703488994044
255,0.4961392402291838,0.6340789307945782
256,0.4948703314616813,0.6301178090735194
257,0.49563829193055786,0.6456088594631436
258,0.4946583407096217,0.632808528917352
259,0.49322327745142225,0.6361034292842924
260,0.496066159559076,0.6349800299737871
261,0.4939514424777324,0.6334391169672468
262,0.49282007164037134,0.6997862367593136
263,0.4923417350576486,0.6302545861216243
264,0.49229783296507873,0.6402938004160664
265,0.4922100320371553,0.6385502815630633
266,0.4940686111671396,0.6378652885863462
267,0.49107631405458396,0.6442392607094701
268,0.490900732967713,0.6407914825705523
269,0.4917235236827265,0.6294818998304839
270,0.4910602849555911,0.6885986475216359
271,0.4919359449856948,0.6289171648317391
272,0.49065011157292315,0.6288251798868794
273,0.4922615706828939,0.6316180187325502
274,0.49117234314989705,0.6281864972612292
275,0.49035950287346547,0.633896208416248
276,0.4906951750054415,0.6372816455502486
277,0.48853296848313177,0.6790985980061526
278,0.49031027915062375,0.6405248008668423
279,0.48813410491291725,0.6546942279818132
280,0.49139399357970054,0.6353913108943049
281,0.4882112534407893,0.6431423543193906
282,0.48971123279704487,0.6314845136990866
283,0.4898070757267659,0.6324953919026962
284,0.4878875272387127,0.640189114343567
285,0.4884398155966339,0.6338778007199469
286,0.48907951034431785,0.6376099123897934
287,0.48814131611948497,0.6400962331783526
288,0.48802755122589325,0.6427650044566577
289,0.4884514146378274,0.6346148613878747
290,0.4875472757309058,0.6330777325273789
291,0.48618432548418256,0.6282550256468893
292,0.4887706778335525,0.631777974498487
293,0.486136567470053,0.6333879471862132
