data_id,trial,plan_iters,plan_time,best_cost,capture_exists_score,capture_score,success_exists_score,success_score,runtime
0,0,300,10000,inf,1.0,0.0,0.0,0.0,0.8368704319000244
1,0,300,10000,inf,0.7645273428353996,0.0,0.0,0.0,0.9729733467102051
2,0,300,10000,inf,0.9967864189816036,0.9682103893801417,0.0008809659033669481,8.283634213565384e-05,0.9035971164703369
3,0,300,10000,inf,0.9894017179068658,0.9701052302898253,0.01134898497201775,0.0,0.9138164520263672
4,0,300,10000,inf,1.0,0.9863498880579508,0.037354035379138395,0.0,0.9659104347229004
5,0,300,10000,inf,1.0,0.992247801271606,0.14139590042816585,0.0015068324128578382,1.100391149520874
6,0,300,10000,inf,1.0,0.8729600813791442,0.6972204636726904,0.00456493950267629,1.2162501811981201
7,0,300,10000,inf,1.0,0.482894157095038,1.0,0.013908060408460172,1.3959214687347412
8,0,300,10000,inf,1.0,0.5536506208928265,1.0,0.013923818124208578,1.4620678424835205
9,0,300,10000,inf,1.0,0.0,1.0,0.0,1.423506498336792
10,0,300,10000,inf,1.0,0.0,0.0,0.0,0.9178874492645264
11,0,300,10000,inf,0.8759808091126016,0.0,0.0,0.0,0.9856557846069336
12,0,300,10000,inf,0.9956643255733455,0.9491084790263487,0.0,0.0,0.9032700061798096
13,0,300,10000,inf,0.9974704093100172,0.9956702521359436,0.0029240009947077983,0.000626947238981386,1.227386713027954
14,0,300,10000,inf,0.9949419686120791,0.9860391116458,0.022707162607240816,0.008223743863220107,1.3409667015075684
15,0,300,10000,inf,1.0,0.8679579777215576,0.27067826605303413,0.05563216640787463,1.5747897624969482
16,0,300,10000,inf,1.0,0.47407253379666253,0.7472167788677222,0.4516538438503205,1.8122260570526123
17,0,300,10000,inf,1.0,0.41396714333570483,1.0,0.5366488780770691,1.8464148044586182
18,0,300,10000,inf,1.0,0.9857961636214434,1.0,0.9593494427390683,2.2325279712677
19,0,300,10000,inf,1.0,0.950462412770119,1.0,0.9759278345322306,2.28607439994812
20,0,300,10000,inf,1.0,0.0,0.0,0.0,0.7980873584747314
21,0,300,10000,inf,0.9934150324395914,0.0,0.0,0.0,0.8409619331359863
