n_episode,n_iteration,n_sample,n_horizon,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag,shortest_distance,S_stick,S_engage
0,0,0,0,5.245804309844971,6.483573913574219,1.8799238204956055,2.3867221443651943e-06,-2.4839236445473034e-08,3.756151727429824e-06,5.893906593322754,6.415139198303223,-0.012601750902831554,0.17645640671253204,-0.34183669090270996,-0.1766945868730545,0.2964729070663452,0.0,0.0
0,0,0,1,5.245805263519287,6.483573913574219,1.8799253702163696,2.3867382878961507e-06,-2.4832397471641343e-08,3.7561665067187278e-06,5.989013195037842,6.29164457321167,-0.09633433073759079,0.28717344999313354,-0.28499460220336914,-0.23968476057052612,0.34943509101867676,0.0,0.0
0,0,0,2,5.2458062171936035,6.483573913574219,1.8799269199371338,2.3867546588007826e-06,-2.482550343074763e-08,3.756181058633956e-06,6.293258190155029,6.043565273284912,-0.1651739627122879,1.2146843671798706,-0.9544441103935242,-0.12565475702285767,0.5782139301300049,0.0,0.0
0,0,0,3,5.24580717086792,6.483573913574219,1.879928469657898,2.3867710297054145e-06,-2.4818593402642364e-08,3.75619583792286e-06,6.598150253295898,5.709113121032715,-0.20297667384147644,0.33758318424224854,-0.6993882656097412,-0.0641062930226326,0.9145474433898926,0.0,0.0
0,0,0,4,5.245808124542236,6.483573913574219,1.879930019378662,2.386787627983722e-06,-2.4811697585391812e-08,3.7562103898380883e-06,6.636960506439209,5.598954677581787,-0.23702770471572876,-0.05084502696990967,0.06728382408618927,-0.0794435665011406,0.9849342107772827,0.0,0.0
0,0,0,5,5.245809078216553,6.483573913574219,1.8799315690994263,2.386803998888354e-06,-2.4804794662713903e-08,3.756225169126992e-06,6.635360240936279,5.601634979248047,-0.24513576924800873,5.4197225836105645e-05,-7.012691639829427e-06,-1.938492211195353e-08,0.9825593829154968,0.0,0.0
0,0,0,6,5.245810031890869,6.483573913574219,1.8799331188201904,2.3868203697929857e-06,-2.479790239817703e-08,3.7562397210422205e-06,6.641416549682617,5.576930999755859,-0.2329922318458557,0.03026045300066471,-0.12206707149744034,-0.009060492739081383,0.9968989491462708,0.0,0.0
0,0,0,7,5.2458109855651855,6.483573913574219,1.8799346685409546,2.386836968071293e-06,-2.4790992370071763e-08,3.7562545003311243e-06,6.6477179527282715,5.567951202392578,-0.2356010228395462,-1.476264060329413e-05,9.852163202594966e-06,-8.987174078356475e-05,1.0060619115829468,0.0,0.0
0,0,0,8,5.245811939239502,6.483573913574219,1.8799362182617188,2.386853338975925e-06,-2.4784091223750693e-08,3.7562690522463527e-06,6.666481018066406,5.602753639221191,-0.2321709394454956,0.09482812136411667,0.17474929988384247,0.05298750102519989,1.0113868713378906,0.0,0.0
0,0,0,9,5.245812892913818,6.483573913574219,1.879937767982483,2.386869709880557e-06,-2.477719718285698e-08,3.756283604161581e-06,6.624816417694092,5.637642860412598,-0.2142951339483261,-0.22199049592018127,0.05072953179478645,-0.024262141436338425,0.9605310559272766,0.0,0.0
0,0,0,10,5.245813846588135,6.483573913574219,1.879939317703247,2.386886080785189e-06,-2.4770290707465392e-08,3.756298383450485e-06,6.7203545570373535,5.64840841293335,-0.19740866124629974,0.5992674827575684,0.03344506025314331,0.06561803817749023,1.0484943389892578,0.0,0.0
0,0,0,11,5.245814800262451,6.483573913574219,1.8799408674240112,2.386902679063496e-06,-2.4763378903003286e-08,3.756312935365713e-06,6.862691879272461,5.716763019561768,-0.20835848152637482,0.14696113765239716,0.2585562765598297,-0.16915126144886017,1.1701692342758179,0.0,0.0
0,0,0,12,5.245815753936768,6.483573913574219,1.8799424171447754,2.386919049968128e-06,-2.4756488414823252e-08,3.756327714654617e-06,7.07156229019165,5.885109901428223,-0.2827458381652832,0.8731745481491089,0.5915967226028442,-0.21980571746826172,1.3555879592895508,0.0,0.0
0,0,0,13,5.245816707611084,6.483573913574219,1.8799439668655396,2.38693542087276e-06,-2.4749583715788503e-08,3.7563422665698454e-06,7.475119590759277,6.151219844818115,-0.36001965403556824,1.1388654708862305,0.7358419299125671,-0.2367241382598877,1.7649521827697754,0.0,0.0
0,0,0,14,5.2458176612854,6.483573913574219,1.8799455165863037,2.386951791777392e-06,-2.474269322760847e-08,3.756357045858749e-06,7.843201637268066,6.638460636138916,-0.4411870241165161,0.7287253737449646,1.6682888269424438,-0.13486376404762268,2.2217564582824707,0.0,0.0
0,0,0,15,5.245818614959717,6.483573913574219,1.8799470663070679,2.3869683900556993e-06,-2.4735776094075845e-08,3.7563715977739776e-06,8.179898262023926,7.178271770477295,-0.4809034764766693,0.9480497241020203,1.039792537689209,-0.10861840099096298,2.706310510635376,0.0,0.0
0,0,0,16,5.245819568634033,6.483573913574219,1.879948616027832,2.386984760960331e-06,-2.4728873171397936e-08,3.7563863770628814e-06,8.580977439880371,7.566787242889404,-0.5166581273078918,1.0535308122634888,0.9056750535964966,-0.11538702994585037,3.206580638885498,0.0,0.0
0,0,0,17,5.24582052230835,6.483573913574219,1.8799501657485962,2.387001131864963e-06,-2.4721970248720027e-08,3.7564009289781097e-06,9.015763282775879,8.036002159118652,-0.5569441914558411,1.1295440196990967,1.423857569694519,-0.059354234486818314,3.7635154724121094,0.0,0.0
0,0,0,18,5.245821475982666,6.483573913574219,1.8799517154693604,2.3870177301432705e-06,-2.471508686596735e-08,3.756415480893338e-06,9.470236778259277,8.619813919067383,-0.5752795934677124,1.1472201347351074,1.492065668106079,-0.06946289539337158,4.376498699188232,0.0,0.0
