n_episode,n_iteration,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,0,5.245803356170654,6.483573913574219,1.8799222707748413,0.0,0.0,0.0,5.857405662536621,6.483573913574219,0.0,-0.00566432811319828,0.0,0.0
0,1,5.245804309844971,6.483573913574219,1.8799238204956055,2.3867221443651943e-06,-2.4839236445473034e-08,3.756151727429824e-06,5.8587470054626465,6.453095436096191,0.018038196489214897,0.005806500092148781,-0.14902979135513306,0.09787117689847946
0,2,5.245805263519287,6.483573913574219,1.8799253702163696,2.3867382878961507e-06,-2.4832397471641343e-08,3.7561665067187278e-06,5.935096740722656,6.3400068283081055,0.005522800609469414,0.35040003061294556,-0.4254240095615387,-0.20293669402599335
0,3,5.2458062171936035,6.483573913574219,1.8799269199371338,2.3867546588007826e-06,-2.482550343074763e-08,3.756181058633956e-06,5.983037948608398,6.08929443359375,-0.04439099133014679,-0.06385345757007599,-0.8099744915962219,-0.013690304942429066
0,4,5.24580717086792,6.483573913574219,1.879928469657898,2.3867710297054145e-06,-2.4818593402642364e-08,3.75619583792286e-06,5.80819034576416,5.9561448097229,-0.06324955821037292,-0.7443172335624695,0.06300853937864304,-0.12515051662921906
0,5,5.1005754470825195,6.485657215118408,1.494820237159729,-0.8167460560798645,0.015650847926735878,-1.8968530893325806,5.373278617858887,6.133633136749268,-0.04505617916584015,-1.402456521987915,0.7879593372344971,0.24960973858833313
0,6,4.389588832855225,6.703224182128906,0.7669114470481873,-2.5402371883392334,1.1953387260437012,-0.4162989556789398,4.949588298797607,6.828900337219238,0.25044095516204834,-0.8006141185760498,2.586456060409546,1.1566067934036255
0,7,3.431917428970337,7.1627726554870605,0.6424353718757629,-2.235560894012451,1.090383529663086,-0.2968836724758148,4.603714466094971,7.730166912078857,0.6673846244812012,-0.9182416200637817,1.933828353881836,0.9609110951423645
0,8,2.601820945739746,7.571355819702148,0.5260955691337585,-1.9160513877868652,0.9578693509101868,-0.28385522961616516,3.770580291748047,8.261617660522461,1.0410807132720947,-3.1930243968963623,0.770468533039093,0.9374246597290039
0,9,1.9017866849899292,7.931219577789307,0.416474848985672,-1.5862910747528076,0.8452731966972351,-0.2630369961261749,2.436154842376709,8.460335731506348,1.4345262050628662,-3.4727377891540527,0.23516109585762024,1.0692962408065796
0,10,1.2699693441390991,8.105155944824219,0.014092807658016682,-1.415059208869934,0.4008136987686157,-0.9434990286827087,0.9332215785980225,8.867218971252441,1.948951005935669,-4.084249019622803,1.6620018482208252,1.3631054162979126
0,11,0.774025559425354,8.257730484008789,-0.3172290027141571,-1.069536566734314,0.3587009012699127,-0.7049663066864014,-0.42874473333358765,8.655755996704102,1.320847749710083,-2.867307662963867,-1.21361243724823,-1.6354340314865112
0,12,0.4142141342163086,8.387898445129395,-0.5402712821960449,-0.7350488901138306,0.28744417428970337,-0.408160001039505,-1.3941344022750854,8.31861400604248,0.621112048625946,-1.9653886556625366,-0.48599308729171753,-1.8660653829574585
0,13,0.1862756907939911,8.48094654083252,-0.6415088772773743,-0.3970370590686798,0.05189570412039757,0.15804485976696014,-2.4394402503967285,7.89796781539917,-0.04274089261889458,-3.2524073123931885,-1.589781403541565,-1.4654672145843506
0,14,0.09752492606639862,8.492071151733398,-0.6107674837112427,-0.0493805892765522,0.004926465451717377,0.013070124201476574,-3.2480950355529785,7.326614856719971,-0.6380310654640198,-0.8408968448638916,-1.238983154296875,-1.4436925649642944
0,15,0.09623335301876068,8.492191314697266,-0.6104446053504944,-1.6607839370408328e-06,-3.926762474293355e-06,2.7982587198494002e-06,-3.906262159347534,6.89049768447876,-1.1958175897598267,-2.4145922660827637,-0.9673244953155518,-1.3777834177017212
0,16,0.09623263776302338,8.492189407348633,-0.6104434728622437,-1.618524152036116e-06,-3.866339284286369e-06,2.7982234769297065e-06,-4.740206718444824,6.429274082183838,-1.7542698383331299,-1.7738025188446045,-1.3124216794967651,-1.3660882711410522
0,17,0.09623192250728607,8.4921875,-0.6104423403739929,-1.6185166487048264e-06,-3.866333827318158e-06,2.7982187020825222e-06,-5.28068208694458,5.988016605377197,-2.2387373447418213,-0.9395632743835449,-0.8910871744155884,-0.9854945540428162
0,18,0.09623120725154877,8.492185592651367,-0.6104412078857422,-1.618509031686699e-06,-3.8663279156025965e-06,2.798213927235338e-06,-5.2756476402282715,6.162054538726807,-2.5554285049438477,0.840407133102417,1.6237938404083252,-0.6453221440315247
0,19,0.09623049199581146,8.492183685302734,-0.6104400753974915,-1.6185014146685717e-06,-3.866322458634386e-06,2.7982091523881536e-06,-4.826778888702393,7.219344139099121,-2.736381769180298,1.4102935791015625,3.6338860988616943,-0.2922675609588623
0,20,0.09622977674007416,8.492181777954102,-0.6104389429092407,-1.618493911337282e-06,-3.866317001666175e-06,2.7982043775409693e-06,-4.389939785003662,8.594454765319824,-2.840319871902466,0.7910928130149841,3.240116596221924,-0.26639363169670105
0,21,0.09622906148433685,8.492179870605469,-0.61043781042099,-1.6184862943191547e-06,-3.8663115446979646e-06,2.798199602693785e-06,-4.630615711212158,9.28807258605957,-2.9828336238861084,-1.8830631971359253,0.30330243706703186,-0.41789987683296204
