data_id,trial,plan iters,plan time,best cost
0,0,12120,12,0.4364641789481521
1,0,14700,12,0.32930470622195884
2,0,12770,12,0.5580472092130622
3,0,11360,12,0.6736511219500061
4,0,13010,12,0.47609824864620315
5,0,11300,12,0.4992166183434774
6,0,10060,12,0.6864604204418843
7,0,13130,12,0.5140294429137691
8,0,11920,12,0.4506578774461481
9,0,13190,12,0.4349964862676692
10,0,12740,12,0.4566428475676304
11,0,11600,12,0.5666062953987376
12,0,10330,12,0.5010036380711125
13,0,12650,12,0.47382213268205364
14,0,11690,12,0.49420292056904125
15,0,10480,12,0.6175022890023011
16,0,14690,12,2.4415169359774342
17,0,15210,12,1.7921986312748603
18,0,14400,12,2.36685903462148
19,0,15260,12,2.408160486711108
20,0,15090,12,2.201993814984441
21,0,14340,12,2.1646288308548387
22,0,15460,12,1.7160884313535942
23,0,16170,12,1.394217096463119
24,0,16760,12,1.2540666980804374
25,0,13800,12,0.9848140006903793
26,0,16300,12,0.921446799299354
27,0,15500,12,0.24263838753514133
28,0,16390,12,0.1876349904087672
29,0,14310,12,0.21482592435939082
30,0,14710,12,0.17162809708323754
31,0,15330,12,1.9761320602904588
32,0,14800,12,1.0603261293826078
33,0,15590,12,1.5989514471438984
34,0,15570,12,1.1730337825684611
35,0,15740,12,1.0121114764538244
36,0,14970,12,1.0744949753590243
37,0,16310,12,0.7434955965756979
38,0,14900,12,0.3705573597999017
39,0,15790,12,0.31600493135233587
40,0,13310,12,0.31818576306183777
41,0,12720,12,0.13186142090116817
42,0,10930,12,0.11795346164933423
43,0,10650,12,0.02553973077151049
44,0,10610,12,0.0161848659688208
45,0,15380,12,2.2343507250446555
46,0,15730,12,3.2983566543499228
47,0,14920,12,3.3357277336529005
48,0,16520,12,1.533204432760894
49,0,14860,12,1.7161015725641915
50,0,15560,12,2.3865700320373286
51,0,16460,12,2.579208647408413
52,0,14780,12,2.508327828964704
53,0,15100,12,0.8280334399245945
54,0,16760,12,0.422561033928627
55,0,11600,12,0.6415094194774404
56,0,12450,12,0.1575543005021014
57,0,15210,12,0.10725331717998166
58,0,15600,12,0.02905593552701697
59,0,12590,12,0.014844020344109601
60,0,14270,12,3.586227163104003
61,0,14550,12,4.450396307854343
62,0,14760,12,3.7101472557543964
63,0,17260,12,3.0596283831177664
64,0,17390,12,3.7394394991675592
65,0,15820,12,2.8721948251182776
66,0,16000,12,3.8305981681939647
67,0,16550,12,4.6247581827243325
68,0,15900,12,3.062092395600591
69,0,13800,12,0.5299797855416579
70,0,11650,12,0.5584177487153956
71,0,12050,12,0.47567677805364683
72,0,12510,12,0.33218539403157243
73,0,19410,12,0.14389814922588293
74,0,15240,12,3.138828552445051
75,0,15260,12,4.814670170203802
76,0,15340,12,4.138569182314856
77,0,14680,12,5.1351863636687405
78,0,17100,12,4.913225232824501
79,0,16120,12,2.823230017799516
80,0,13920,12,0.6389680145094762
81,0,12610,12,0.5327868214091696
82,0,13320,12,0.36211903064480955
83,0,12530,12,0.470219304441879
84,0,11920,12,0.5005119094296344
85,0,11290,12,0.6068405140936988
86,0,10730,12,0.7064893300638515
87,0,14550,12,3.9237072897491876
88,0,15730,12,4.048729080303094
89,0,14110,12,4.38471348346708
90,0,14620,12,1.990131094290303
91,0,15940,12,0.5184807601257478
92,0,12780,12,0.518701620532124
93,0,12330,12,0.7254485781103782
94,0,12720,12,0.4376577526797449
95,0,11290,12,0.6903333105236803
96,0,11170,12,0.5121106586153301
97,0,11890,12,0.422458619675127
98,0,10590,12,0.5298104671258295
99,0,16420,12,3.477112586305364
100,0,16250,12,4.074836696927881
101,0,15050,12,5.91296127648653
102,0,16460,12,3.9333729068296575
103,0,14820,12,4.040699530858807
104,0,13260,12,3.1374748733496958
105,0,12780,12,0.8081249830460681
106,0,10470,12,0.800295035665647
107,0,16250,12,0.4020589296034512
108,0,17310,12,0.26961310368879055
109,0,16560,12,3.531736553959406
110,0,15560,12,6.426070073564581
111,0,16500,12,5.865449303180067
112,0,15960,12,2.3039751009342404
113,0,12930,12,0.580450179207032
114,0,11740,12,0.6364106634802597
115,0,11230,12,0.6534628247895166
116,0,11910,12,0.6403666382954623
117,0,10520,12,0.7523611054904358
118,0,16990,12,5.7758329239924855
119,0,16600,12,4.443298548222362
120,0,16970,12,3.277217980185424
121,0,12560,12,0.708021369726823
122,0,11850,12,0.8329556408365523
123,0,12340,12,0.49839328622537715
124,0,12240,12,0.42925375731658055
125,0,12260,12,0.6413477235022509
126,0,17650,12,4.283304372502091
127,0,15440,12,1.8873156315707433
128,0,12980,12,1.049715490540962
129,0,11990,12,0.6202580263591735
130,0,10690,12,0.7783229354493569
131,0,10040,12,0.8948488202867895
132,0,12580,12,0.6428966755724796
133,0,16440,12,1.955064858744072
134,0,12380,12,0.6547137796763975
135,0,12540,12,0.5487840356099587
136,0,12160,12,0.46716995052307386
137,0,12210,12,0.473580495679768
