num_traj,data_id,shortest_distance_3,S_stick_3,S_engage_3,shortest_distance_7,S_stick_7,S_engage_7,shortest_distance_11,S_stick_11,S_engage_11
0,0,-0.0018764755456864976,3.024133624426634,7.981204284406537,-0.001864111837434755,7.807839028443073,20.62675441511132,7.1417714418379324e-06,1.0198993331634048,2.694534157592637
0,1,0.00010861836853767997,5.2924110464489305,11.062495740904755,1.8823213639683912e-05,5.07262416625976,11.534289912160167,0.0001113475043842977,4.506417373661592,9.90126989082185
0,2,-0.0002632496010147984,3.842946087712389,9.945932251675833,-0.0002936096551596427,3.9930139586782785,10.041224573474675,-0.0001260633006917608,5.2595025624735765,13.895400110297434
0,3,-2.1392891051973378e-05,3.687788475741487,9.742992951118904,-8.897410290710159e-07,4.385891650142861,11.587354240300154,-0.00027664601633961756,9.499586394302911,25.097535796065088
0,4,-9.668966144395393e-06,4.323918600696051,11.423623866963538,8.851366146895613e-06,5.775863029760998,10.412924390361836,-8.059765816243228e-05,12.352018768211362,22.34555107173608
0,5,-3.514845553899415e-05,4.4994533127977965,10.286416585606593,7.714930288218666e-07,6.590028042223153,11.570692204988168,-7.77297018108474e-05,6.426427374053333,16.97836983280066
0,6,-4.745270886333448e-05,5.524998314803145,14.596829506401532,-4.121087397828717e-05,5.59188093351231,14.773530280104048,0.010716686121339157,0.0,0.0
0,7,9.743802533141756e-05,4.830812544074381,12.762817844542996,9.820292395310709e-05,5.031617247921175,13.29333602013805,-0.0007203718141696373,2.9776274515024514,7.866775294158764
0,8,0.07364937628003508,0.0,0.0,0.07392920635483126,0.0,0.0,0.2592702241163537,0.0,0.0
0,9,0.3211871654319431,0.0,0.0,0.3195885464461939,0.0,0.0,0.33228040927709257,0.0,0.0
1,0,4.466495635186644e-05,3.3743085407065094,7.719835131873353,2.397737186092411e-05,4.164072176611298,9.526677923154457,-0.0016949207488052716,2.7753496240848943,6.349520582594997
1,1,1.644355528068091e-05,5.084646774191414,8.947273658563393,1.6197157931750056e-05,4.847180246871921,8.880989752427535,2.3887433247124154e-06,4.830246325495536,10.3494868151607
1,2,0.005945778471522011,0.0,0.0,0.005279219116256271,0.0,0.0,-0.0013456663670907373,6.819310771460545,15.601405216388704
