1,0,18900,60,0.37475291179907516
2,0,20000,60,0.2229106906872375
3,0,21090,60,0.29351074094758733
4,0,21570,60,0.1281282155440049
5,0,23180,60,0.08095238628349063
6,0,21110,60,0.0001
7,0,15470,60,0.06597252652098157
8,0,24220,60,0.00012
9,0,19860,60,0.0001
10,0,13180,60,8e-05
11,0,13520,60,7.000000000000001e-05
12,0,15250,60,7.000000000000001e-05
13,0,14550,60,8e-05
14,0,14830,60,8e-05
15,0,18590,60,0.00011
16,0,15950,60,0.08566246153487085
17,0,16660,60,0.20649441252918213
18,0,18450,60,0.13223589582856476
19,0,16730,60,0.4920985332535163
1,0,20710,60,0.18037829459551333
2,0,20140,60,0.524550438665079
3,0,24030,60,0.11919667785986335
4,0,21180,60,0.5145980784080953
5,0,28240,60,0.10537590851384103
6,0,26850,60,0.011303812024907392
7,0,29240,60,0.00021
8,0,16960,60,0.00012
9,0,21600,60,0.00013000000000000002
10,0,12220,60,0.0001
11,0,16800,60,9e-05
12,0,12930,60,8e-05
13,0,13350,60,7.000000000000001e-05
14,0,14680,60,8e-05
15,0,17300,60,0.0001
16,0,18200,60,0.0001
17,0,15740,60,0.17461287384953927
18,0,14720,60,0.4764073877228481
19,0,14940,60,0.8486612900423036
