data_id,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,5.026179938779915,1.4292568177659486,-0.02617993877991494,6.283185307179586,0.16449340668482262,-6.283185307179586
1,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,5.608833582684352,1.6437972563984844,-0.6544984694978736,5.034928831693218,3.8417384047767995,-6.283185307179586
2,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,5.9589477703816325,2.161389014546883,-1.2828170002158323,1.8636377507414439,6.082985353344013,-6.283185307179586
3,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,5.9428044898454155,2.787471177416691,-1.2304571226560028,-2.0193625309715526,6.032154095215772,-6.283185307179586
4,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,5.5665836332810725,3.286043183063104,-0.6021385919380454,-5.130897884156825,3.7086604433061483,-6.283185307179586
5,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,4.974002488350043,3.4698090156898145,0.026179938779913158,-6.282467561094507,3.0531133177191805e-16,-6.283185307179586
6,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,4.391420619054114,3.2717179177257605,0.6544984694978716,-5.034211085608139,-3.677244998091977,-6.283185307179586
7,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,4.041378205965342,2.770575500245845,1.28281700021583,-1.8629200046563654,-5.918491946659191,-6.283185307179586
8,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,4.057593261110066,2.160942678044521,1.2304571226560048,2.020080277056631,-5.867660688530954,-6.283185307179586
9,1.0,3.3333333333333335,-0.0,0.0,0.0,0.0,4.433885892282917,1.6788200130665905,0.6021385919380471,5.131615630241904,-3.544167036621331,-6.283185307179586
