data_id,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,5.0,3.033163020833334,-0.0,0.0,-0.040875,0.0,5.022439947525641,3.333501183748318,-0.007479982508547126,5.385587406153931,0.040284099596283096,-1.7951958020513104
1,5.994304837522217,3.1393791097082118,-0.316038580357914,5.746899104527244,1.7698472168981485,-1.616714232105861,5.943403904777906,3.489451556386121,-0.3145462874013697,5.087040494477808,1.6858911900827223,-1.7542115051777143
2,6.9271093846824146,3.6027639806084233,-0.6196625854151243,4.878488711804843,3.437299586899951,-1.7549816444205215,6.771842209162692,3.9207167556992517,-0.6214713167887835,4.320804888546053,3.167433030206211,-1.7527723831981432
3,7.6706942049777656,4.329069616678037,-0.9262455348276644,3.5802333341496357,4.76350239440118,-1.7511024300420297,7.426844027665156,4.5854452065305535,-0.9277856721419611,3.131382775882117,4.339219534189006,-1.7475340885484796
4,8.153249449732526,5.246701683315683,-1.2339338345698396,1.9316157120053539,5.617825025954333,-1.758216933241569,7.844288761698716,5.418543331517127,-1.2329156317538712,1.6354410777716983,5.085711900660377,-1.7394532838566203
5,8.329961771716775,6.266499026051063,-1.5375090255068196,0.10845297764757023,5.931672897333585,-1.7292093995259574,7.98330232972268,6.3382835072483505,-1.5364025981241576,-0.020659204299597795,5.332922856078624,-1.728872428180951
6,8.182914715903394,7.288753459196171,-1.8397322768538251,-1.7310793192448086,5.660003896163185,-1.7227336952407912,7.830280638389431,7.254312673106989,-1.8379071079050449,-1.674705994386066,5.055885034930987,-1.7170953446158193
7,7.726302080041658,8.212148381878645,-2.143007456102472,-3.4005093436416303,4.8403242448772525,-1.7123343498602537,7.400203948120972,8.076500825948655,-2.137417682146112,-3.164821696237578,4.280822025292046,-1.7064923179157574
8,7.00615980535917,8.950025258179028,-2.4393477572299367,-4.732009229449207,3.549770534442343,-1.6887611988793574,6.735164894452596,8.723731828255582,-2.4352630131708937,-4.345165464828844,3.082777654292008,-1.6980469678005785
9,6.092448523547888,9.428193928902608,-2.7339750669199185,-5.603664601642546,1.909208276415944,-1.6757194562550977,5.90026522326175,9.131896982993783,-2.731870448657721,-5.100154917597017,1.5782119293610002,-1.692437097151665
10,5.074644055136539,9.600087506924961,-3.026508729636365,-5.920500860019322,0.08414776571064868,-1.6569289931874707,4.977230984628767,9.260130976322039,-3.027816115766067,-5.355934681080274,-0.0864626138285583,-1.690548122182003
11,4.039161984998017,9.446409046759616,2.962058251220833,-5.884507691516186,-1.8122844482333154,-1.6826739012408363,4.056481702174957,9.09483661734504,2.959504054256171,-5.0863022307692995,-1.7488086543297685,-1.6909625410544697
12,3.0284281647908213,8.944091382677112,2.6551086793481877,-5.5810472347042674,-3.964031581050807,-1.5967809728539961,3.228441832790776,8.651180471302164,2.6635142404511054,-4.317241875157988,-3.2450965206391795,-1.692138079010163
13,2.2954384396882803,8.174824782958341,2.3705330410607246,-3.508584798646767,-4.864914182268413,-1.7037140673325826,2.5733958274477207,7.971076902093456,2.3654789052215373,-3.131690797786065,-4.436177125653394,-1.708632893435041
14,1.827559004243439,7.236559501091873,2.0710801900953983,-1.8298581358249253,-5.754997748474144,-1.7189269150619746,2.1558865030029857,7.119487707487372,2.0654523359478976,-1.6358996448790344,-5.199658187451503,-1.7203013501870028
15,1.6699905388427132,6.194046825647988,1.7692886862763781,0.0012694213698791965,-6.0567453322190365,-1.730639627037243,2.016786004331482,6.178262560224036,1.7632247615064247,0.020160813078076788,-5.464097144307922,-1.7336101259289232
16,1.8359116045894488,5.150483557687426,1.465032400092963,1.8376258266395225,-5.781206103035271,-1.7420783258610149,2.169722114250439,5.237737077843824,1.4586024316033313,1.6742234826226585,-5.204246174300356,-1.7471572694486828
17,2.299812834055601,4.197991548963368,1.1431330128732595,3.4962012521730492,-4.975300323325237,-1.7616665595413656,2.5997711501862524,4.388087237236715,1.1517403434362958,3.164393457468489,-4.446281795303536,-1.7597308515081456
18,3.0367302036021706,3.437987947891678,0.8341554472941443,4.825619090796027,-3.671160909210139,-1.7710108857459292,3.26473511701568,3.710355382857991,0.8427394271634695,4.344747636295676,-3.2654728528219024,-1.7710128748095348
19,3.965741075328894,2.93966656242678,0.5234102771376673,5.684487077978797,-2.0187397031094516,-1.7790765497751828,4.099567078892324,3.2686751934978417,0.532042403472604,5.099801025988898,-1.778133922631266,-1.7789931651695459
