timestamp_ms,filename
1707750308650.0076,color_image_0.png
1707750308683.2068,color_image_1.png
1707750308716.418,color_image_2.png
1707750308749.6213,color_image_3.png
1707750308782.8171,color_image_4.png
1707750308816.1765,color_image_5.png
1707750308849.555,color_image_6.png
1707750308882.952,color_image_7.png
1707750308916.287,color_image_8.png
1707750308949.631,color_image_9.png
1707750308982.9841,color_image_10.png
1707750309016.3022,color_image_11.png
1707750309049.6248,color_image_12.png
1707750309082.9514,color_image_13.png
1707750309116.257,color_image_14.png
1707750309149.565,color_image_15.png
1707750309182.8748,color_image_16.png
1707750309216.175,color_image_17.png
1707750309249.4766,color_image_18.png
1707750309282.7795,color_image_19.png
1707750309316.076,color_image_20.png
1707750309349.3733,color_image_21.png
1707750309382.6719,color_image_22.png
1707750309415.9688,color_image_23.png
1707750309449.2666,color_image_24.png
1707750309482.566,color_image_25.png
1707750309515.8647,color_image_26.png
1707750309549.165,color_image_27.png
1707750309582.4668,color_image_28.png
1707750309615.8472,color_image_29.png
1707750309649.2346,color_image_30.png
1707750309682.6287,color_image_31.png
1707750309716.0295,color_image_32.png
1707750309749.4375,color_image_33.png
1707750309782.852,color_image_34.png
1707750309816.2734,color_image_35.png
1707750309849.7017,color_image_36.png
1707750309883.1367,color_image_37.png
1707750309916.5786,color_image_38.png
1707750309950.0273,color_image_39.png
1707750309983.4827,color_image_40.png
1707750310016.945,color_image_41.png
1707750310050.414,color_image_42.png
1707750310083.8901,color_image_43.png
1707750310117.3728,color_image_44.png
1707750310150.8623,color_image_45.png
1707750310184.359,color_image_46.png
1707750310217.862,color_image_47.png
1707750310251.372,color_image_48.png
1707750310284.889,color_image_49.png
1707750310318.4124,color_image_50.png
1707750310351.9429,color_image_51.png
1707750310385.4802,color_image_52.png
1707750310419.0242,color_image_53.png
1707750310452.5752,color_image_54.png
1707750310486.1328,color_image_55.png
1707750310519.6975,color_image_56.png
1707750310553.2688,color_image_57.png
1707750310586.8416,color_image_58.png
1707750310620.1636,color_image_59.png
1707750310653.4844,color_image_60.png
1707750310686.8037,color_image_61.png
1707750310720.1218,color_image_62.png
1707750310753.4385,color_image_63.png
1707750310786.754,color_image_64.png
1707750310820.068,color_image_65.png
1707750310853.3809,color_image_66.png
1707750310886.6924,color_image_67.png
1707750310920.0024,color_image_68.png
1707750310953.3113,color_image_69.png
1707750310986.6187,color_image_70.png
1707750311019.925,color_image_71.png
1707750311053.2297,color_image_72.png
1707750311086.5332,color_image_73.png
1707750311119.8354,color_image_74.png
1707750311153.1365,color_image_75.png
1707750311186.436,color_image_76.png
1707750311219.7341,color_image_77.png
1707750311253.031,color_image_78.png
1707750311286.3267,color_image_79.png
1707750311319.6208,color_image_80.png
1707750311352.9138,color_image_81.png
1707750311386.2056,color_image_82.png
1707750311419.4958,color_image_83.png
1707750311452.785,color_image_84.png
1707750311486.0725,color_image_85.png
1707750311519.359,color_image_86.png
1707750311552.6438,color_image_87.png
1707750311585.929,color_image_88.png
1707750311619.2449,color_image_89.png
1707750311652.56,color_image_90.png
1707750311685.8748,color_image_91.png
1707750311719.1885,color_image_92.png
1707750311752.5017,color_image_93.png
1707750311785.814,color_image_94.png
1707750311819.1257,color_image_95.png
1707750311852.4365,color_image_96.png
1707750311885.7468,color_image_97.png
1707750311919.0562,color_image_98.png
1707750311952.365,color_image_99.png
1707750311985.6729,color_image_100.png
1707750312018.9802,color_image_101.png
1707750312052.2866,color_image_102.png
1707750312085.5925,color_image_103.png
1707750312118.8977,color_image_104.png
1707750312152.202,color_image_105.png
1707750312185.5056,color_image_106.png
1707750312218.8083,color_image_107.png
1707750312252.1106,color_image_108.png
1707750312285.412,color_image_109.png
1707750312318.7126,color_image_110.png
1707750312352.0127,color_image_111.png
1707750312385.3118,color_image_112.png
1707750312418.6104,color_image_113.png
1707750312451.9082,color_image_114.png
1707750312485.205,color_image_115.png
1707750312518.5015,color_image_116.png
1707750312551.797,color_image_117.png
1707750312585.0928,color_image_118.png
1707750312618.4683,color_image_119.png
1707750312651.8455,color_image_120.png
1707750312685.2236,color_image_121.png
1707750312718.6033,color_image_122.png
1707750312751.9844,color_image_123.png
1707750312785.3667,color_image_124.png
1707750312818.7502,color_image_125.png
1707750312852.1353,color_image_126.png
1707750312885.5215,color_image_127.png
1707750312918.909,color_image_128.png
1707750312952.2979,color_image_129.png
1707750312985.6882,color_image_130.png
1707750313019.0796,color_image_131.png
1707750313052.4727,color_image_132.png
1707750313085.8667,color_image_133.png
1707750313119.2622,color_image_134.png
1707750313152.6592,color_image_135.png
1707750313186.0574,color_image_136.png
1707750313219.4568,color_image_137.png
1707750313252.8577,color_image_138.png
1707750313286.2598,color_image_139.png
1707750313319.663,color_image_140.png
1707750313353.0679,color_image_141.png
1707750313386.474,color_image_142.png
1707750313419.8813,color_image_143.png
1707750313453.2903,color_image_144.png
1707750313486.7002,color_image_145.png
1707750313520.1116,color_image_146.png
1707750313553.5244,color_image_147.png
1707750313586.9368,color_image_148.png
1707750313620.2776,color_image_149.png
