num_traj,data_id,shortest_distance_1,S_stick_1,S_engage_1,shortest_distance_3,S_stick_3,S_engage_3,shortest_distance_1,S_stick_1,S_engage_1,shortest_distance_3,S_stick_3,S_engage_3,shortest_distance_1,S_stick_1,S_engage_1,shortest_distance_3,S_stick_3,S_engage_3,shortest_distance_1,S_stick_1,S_engage_1,shortest_distance_3,S_stick_3,S_engage_3,shortest_distance_1,S_stick_1,S_engage_1,shortest_distance_3,S_stick_3,S_engage_3
0,0,-0.00037163486797809546,0.29237670977813457,0.5111980349560608,0.041721155706488315,0.0,0.0,-0.0009270869729837991,0.12939452060184337,0.23770819681547203,-0.001103680901708088,0.1088612974508227,0.21126441354572764,0.07125785785892536,0.0,0.0,-0.0010154044586620599,0.2605754098478159,0.4186141561030406,-0.003143075487777876,0.0694242175339922,0.1347298530023081,0.06251365563166655,0.0,0.0,-0.0003136788926983603,0.07725199211819749,0.14992102053039444,-0.000874656571007211,0.05824193555830707,0.11302867637648954
0,1,-0.00038488037268233355,0.25945207668454623,0.4209318343559408,0.0408289827936249,0.0,0.0,-0.0016224555947973998,0.1401779985214241,0.27203995674422976,-0.0010482810054116961,0.08456920168178873,0.16412134721620883,0.06979338749380436,0.0,0.0,-0.0008398286666475745,0.2657600381758239,0.40791537172765857,-0.0016474240173489675,0.19846055793916978,0.376650533550005,0.04088928346157604,0.0,0.0,-0.0009279299430731021,0.06721864690952398,0.13044955692442556,-0.0004262136597831933,0.16504468548894982,0.3129714956736155
0,2,-0.0006280576893251556,0.21763844123319587,0.4065129373718003,0.03902194749040355,0.0,0.0,-0.0013150127125209057,0.14092179689400383,0.27348342775421214,-0.0008837874008783193,0.0999997230144668,0.19406697634602624,0.06880598196660359,0.0,0.0,-0.0004085967635882549,0.22824613838830382,0.3771171406131937,-9.480411304939665e-05,0.25704151830813865,0.3705896057959473,0.03922682167124669,0.0,0.0,-0.0011550473263071833,0.0505767484984511,0.09815303841479506,-0.0017622955232577695,0.23849370290391445,0.40945826251334794
0,3,-0.0009111894711940044,0.22894231189322162,0.41087590155295267,0.037750595161535276,0.0,0.0,-0.0015147870764614553,0.13106403844851552,0.2421071065942885,-0.0005733002956326762,0.10388624487914219,0.2016094527053973,0.06753610414700738,0.0,0.0,-0.00017345915954858284,0.2297220809847724,0.39609411646939247,-3.0290106331829717e-05,0.2161451528209085,0.40347421490626406,0.038106229199788226,0.0,0.0,-0.001326479050596698,0.025659228208420894,0.049796226266151905,-0.001683794239349639,0.20641841072193814,0.3604715801449974
0,4,-0.0011156539683683845,0.26880427668545126,0.4322074228766869,0.03647089840824582,0.0,0.0,-0.0016953059490264868,0.07339474938299857,0.1387639086243555,-0.0007598054014090105,0.14811857869713432,0.28662574994597056,0.06652961933953641,0.0,0.0,-0.0002803012914754314,0.21603182200259954,0.40249457123336513,-4.7788490905895575e-05,0.2162723234346926,0.402494814834253,0.03678964548686871,0.0,0.0,-0.0014521384964560156,0.03239524962764818,0.06286865556920497,-0.0019485250488051038,0.20849021411017213,0.352041830084606
0,5,-0.001069775478767461,0.2795068553066908,0.43013421200231156,0.035270390816430054,0.0,0.0,-0.001760108801728485,0.07596943192851334,0.13238682942024338,-0.0008679826105007817,0.1490597885745973,0.28836488393056675,0.0647911069809177,0.0,0.0,-0.00037062455110877706,0.2174784099306544,0.40039126259664665,-0.00013018319724085654,0.2162921321609272,0.40405701972441116,0.03537699623746071,0.0,0.0,-0.0014342337367291142,0.020309362070355816,0.03941387405583545,-0.0020836252741363516,0.2082681914111356,0.3695039147417426
0,6,-0.001359144439604634,0.2865332619683121,0.43995798741803405,0.03412186689332986,0.0,0.0,-0.00188080161274751,0.06367975906065994,0.12358172525695803,-0.0010207197005402276,0.15253613033859317,0.29337771026833565,0.06396486551516624,0.0,0.0,-0.0004798025676394414,0.2240043053399749,0.4060848731205817,-0.0003525582412601926,0.2556016901043217,0.4820944913766574,0.03423915667607497,0.0,0.0,-0.0012329673100551107,0.0,0.0,-0.0020948637245949853,0.1987211459722251,0.37465096272975473
0,7,-0.0006213624271487099,0.2221759211790668,0.3955844596381242,0.0336000041773472,0.0,0.0,-0.0019158209286297013,0.11328188792233534,0.2198433435728278,-0.0013442663070412047,0.10945709232141419,0.20910520843688657,0.06288541965533122,0.0,0.0,-0.0008894312409746907,0.22335017627103765,0.4039920057895212,-0.001617571465182265,0.2263419998857074,0.40269383703215617,0.033736891569523315,0.0,0.0,-0.0022359250978970374,0.13171629223529058,0.20294148791528865,-0.001998231889318575,0.13047794231410803,0.2133623299030716
0,8,-0.0006578169491903126,0.22907420607612658,0.4068090586876562,0.0329992727717153,0.0,0.0,-0.0020103160118048464,0.11667673668811943,0.22164055254861487,-0.0014424396055754958,0.10845341993043808,0.21042283921936278,0.062318889363904825,0.0,0.0,-0.0008405166231282445,0.22560609787314273,0.40452792975782614,-0.0017967029541302278,0.23003711666562665,0.4075218123801929,0.033192483140409366,0.0,0.0,-0.0023287146683689617,0.10216629829423537,0.16574812464889077,-0.0022857227175102435,0.16757007086720502,0.25512292375194756
0,9,-0.0006803396487797691,0.220383748993749,0.3896761229712179,0.03256380920104324,0.0,0.0,-0.00201885354121529,0.11030621007887383,0.21406851956079634,-0.0014492521095261165,0.11283531278873034,0.2185283268234325,0.061818699756454834,0.0,0.0,-0.0008527461340110997,0.24548385676762802,0.43872266909435115,-0.0018220359955456935,0.23251667487120567,0.4086760022561772,0.032800765896634734,0.0,0.0,-0.0023335320278325363,0.0914507642288685,0.17294117224729647,-0.0022932587321748406,0.13403827266388774,0.2160343776764102
