num_traj,data_id,xo,zo,yo,thetaxo,thetayo,thetazo,vxo,vyo,vzo,omegaxo,omegayo,omegazo,xo,zo,yo,thetaxo,thetayo,thetazo,vxo,vyo,vzo,omegaxo,omegayo,omegazo,xo,zo,yo,thetaxo,thetayo,thetazo,vxo,vyo,vzo,omegaxo,omegayo,omegazo,xo,zo,yo,thetaxo,thetayo,thetazo,vxo,vyo,vzo,omegaxo,omegayo,omegazo,xo,zo,yo,thetaxo,thetayo,thetazo,vxo,vyo,vzo,omegaxo,omegayo,omegazo,j0,j1,j2,j3,zt,jv0,jv1,jv2,jv3,vzt
0,0,-0.09155930540684225,-0.10348662319442727,0.3834642859798886,0.3715417626450388,-1.3367999044470884,-0.0068655847030421385,0.0028716347543484,-0.00142657393001989,0.07686798313747761,0.026646600812267322,-0.03490714072846208,-0.009609128247586496,0.007958274029135157,-0.05552342984078767,0.37514937695625233,-0.051017042541295035,-0.006551958903790939,0.35422529738232894,-0.0011260758852278197,0.0045664149584393144,0.06370888748522621,-0.12040926623088875,-0.004332933596147549,-0.031955376069623995,0.1187189312303704,-0.03988763071019924,0.39067984854344295,-0.3471172762045454,1.336662402005253,-0.005729748969501673,-0.00193692368075271,0.0023659744716320987,0.06696679338061343,-0.04640571184288926,0.034839668293000746,-0.01054372924365152,-0.11631039960543874,0.06555398306009544,0.3866953147627889,-2.613256859064219,1.3404333202045748,3.1372767178089442,0.15173629060950725,-0.055742049629823834,0.015592652195550519,-1.1461525766585672,-1.186694200533874,-0.9368651470050966,0.039746560814259486,0.0712687909712429,0.3721062196758905,0.13102101612045103,1.3399084837879118,-0.006745935832474043,-0.03605168586579344,0.007386337636298316,0.03040216205529356,-0.8646736735296943,0.17553781503858668,0.602602282289961,-1.3644987794344405e-05,1.1035815192727427,-1.0408743242104607e-06,1.1061700230196763,1.776184466414838,0.0011688174426639083,0.05649127290014401,0.00012895746215534396,0.023621647513786426,0.043348148012278535
0,1,-0.09112508577049307,-0.10351921584162466,0.3992189137974057,0.3727535573464933,-1.3440652012261085,-0.00866596770009757,0.0012375428633728874,0.0006722835430333494,0.14271641264782972,-0.012356410898695325,-0.06677984727381842,0.0008140393178360282,0.008266271072220669,-0.055668915560696995,0.3903899915234058,-0.051098668555022216,-0.0008591246256204828,0.3467662403394981,0.002415754310914793,-0.0036515759699154164,0.13722274397313441,0.005978897745455286,0.0801494633491565,-0.10288328300117296,0.11855978765110045,-0.03979761787311053,0.4054288165847442,-0.3550453687206134,1.3429724801185268,-0.012411984191008061,-0.0030099462449064917,0.00034349091372615616,0.13274505450551283,-0.0004446308185696407,0.054265873894762166,0.008910881645270034,-0.09582801608950377,0.06471447120342556,0.3991373817601843,-2.5707766729362542,1.347693792698499,-3.1289720041996296,0.01605173082698879,-0.0005997847465217473,0.17217807061486046,0.04872269595650975,0.008126439292011841,0.026259327692308064,0.03996694973005756,0.07184116698024028,0.38780053748524035,0.13726767981882046,1.3457157744961443,0.01474270707743062,0.006857437901621384,0.0018223096693222663,0.13794799775081126,-0.044355693505366604,0.05833301657423912,0.06976779108786908,-3.0388832225101954e-05,1.11159755054204,-8.185963049669037e-05,1.1120714285626054,1.7879056719413124,0.0021770904973059573,0.06300526414830974,0.004986444533791324,0.040431868916160546,0.11090748991675724
0,2,-0.09081339594613394,-0.10335209848412143,0.4249193775601538,0.35478491691479086,-1.3519076565686552,0.009454558574258882,0.006633321399368659,0.013985067848716417,0.20462749121139315,-0.2714991251649896,0.05637216660663451,0.05934700075389887,0.008491194193218933,-0.05513569831473604,0.41734955069058627,-0.06668706703854028,0.006346299353103797,0.33665180676893147,8.387520972362667e-05,-0.0007690842658480157,0.21429269126818212,-0.012129002873721845,-0.028975638266101937,-0.04734290017484126,0.11835350791922507,-0.03973929206573428,0.4325385286155272,-0.35840658155804334,1.353924221617086,-0.015542058551025886,-0.0010528354612801927,-0.0012678402842706644,0.21068593945194036,0.045185745308032266,0.044691371577150696,-0.008809652162272063,-0.09503281925936913,0.06457335636659584,0.4263321536889677,-2.584633465628197,1.350962140732981,3.140110136210681,0.0018281456310463807,0.0006374278185055541,0.20890731541079716,-0.012230477483057845,-0.060144363630591,0.00304908441040986,0.04031818469958378,0.07191666440714807,0.4140582119453676,0.13759455755379676,1.3525851196486562,0.019801927999189783,-0.0006217018729252519,-0.0007212122749898135,0.21577895107484266,0.01585774385651383,0.05171439604721292,0.005681828778960528,-4.911320307745374e-05,1.1189460592056981,-1.2791394572376491e-05,1.121308619998001,1.8101055288391257,0.0031897296081321155,0.048573181383386385,0.0009421872462106023,0.052746459365340545,0.1827789176088079
0,3,-0.09058769752493392,-0.10350589747304267,0.4615967642023942,0.37513118240166593,-1.3596828553766802,-0.011722681081531476,0.00012911112208597686,-0.00010644947365089304,0.2814165934817717,-0.0003578105153175307,-0.03805398205147488,-0.008593028852190621,0.008557184776344975,-0.055292695761333326,0.45473586988828785,-0.06876917922333367,0.0026619900349832753,0.3336081144369122,0.0006804219437370895,-0.0012873939980484334,0.2830794284818776,0.0001886448579553621,-0.011623951734473231,-0.0215544120619314,0.11804574093388767,-0.039856994239002665,0.4694197583309525,-0.34460350617104446,1.3616115428333906,-0.003205425632877368,-0.00031931210892091974,-0.0007632509752556196,0.2799678477657195,0.01633548116354175,0.04617448024665529,0.0008170360157302343,-0.09493802270915304,0.06458681521170509,0.46328745754438305,-2.5832001884722,1.359617943071233,3.1415445525581056,-0.00107395112885743,7.524997982578367e-05,0.2810969117896188,-0.0018924225830906282,-0.055943671588860024,-6.340366755438437e-05,0.040090963618772256,0.07200755323835159,0.45147644371154594,0.13012052858403453,1.3615817547943418,0.012732430416634816,-0.000894865590516814,0.0005145443085475761,0.28415675437240295,-0.009465783362992237,0.05225039651977415,-0.001853187616129385,8.412092896993537e-07,1.1268443200608567,-1.910669675043996e-05,1.1293954315757064,1.8430038579830277,0.00021056965427585541,0.05210548087859107,0.0013767566200453578,0.05184968795918485,0.253790067246658
0,4,-0.09039638018890384,-0.10357752961136765,0.5092030651045074,0.3791378121837625,-1.368285247347292,-0.016975036443760513,-0.001440705348565518,-0.00031505007087034853,0.3541217739053537,0.0010872553743993074,-0.06123547110950845,-0.007814466130415606,0.008584688769365975,-0.05544246509535568,0.5028119862990599,-0.06589905540504794,-0.0021303921717388268,0.33432414433011415,-0.0007197290962803704,-0.001902658852291386,0.35508654496126085,0.05002098780875609,-0.04574104874597653,0.0020852557875754934,0.11805875672494769,-0.039797431327453316,0.5171536637319263,-0.35094454468146274,1.370827881726068,-0.009771688827053183,0.0017497604043000881,0.0008408011212791166,0.35437891840586916,-0.011832630158628957,0.05983639682199165,-0.0029726680731217425,-0.09471282333403777,0.06458349349631738,0.5109681582284161,-2.5831435881769313,1.3678617940737454,-3.141563172032734,-0.0011546916821432223,-2.4933025778927502e-05,0.35454566938186677,-0.00023704848836061723,-0.058524144381436924,-0.0006419898311213824,0.040015736585268455,0.07202523005140134,0.4997305118061976,0.13012500981561329,1.3696983971974348,0.01298306661770715,0.0006607488718990356,-0.00010299844022111837,0.3574302020062789,0.0008251318039528031,0.053913231439565244,-0.00024054422759853258,-5.742830338158189e-06,1.1351016987993288,-3.326019218480209e-07,1.1381601521296119,1.886522220200294,0.0004188303351860019,0.05849790941470924,3.577068747378717e-05,0.06257007104346748,0.32434702050712205
0,5,-0.09010281592677497,-0.10361913347747556,0.5676483768535648,0.3757956603265966,-1.375856787117697,-0.015712891764334335,0.003248616325130665,-0.0004426066596563764,0.42636770356184545,-0.0022188827981131343,-0.0006313612640686214,-0.005214330344461691,0.008788040169732487,-0.0556060078582229,0.5617418478008116,-0.062315997845088296,-0.008541320652580378,0.336093644795293,0.0030171225679272613,0.0005032629139329083,0.42835478697409146,0.017427115261308496,-0.017945555926401083,0.015129466530829987,0.11731937178499967,-0.039782749445576825,0.5754858990656565,-0.3502577005507935,1.3807714973710394,-0.009531163733606006,0.00029214998936410454,0.001772763629608123,0.4258305182991035,-0.032011961909866535,0.07013274963244283,-0.0026210043928206334,-0.09433727123985959,0.06460367087480819,0.5693006481553592,-2.580630677128163,1.3761379930442061,-3.1389755539356994,0.00037816325652969396,-0.00014101713170430746,0.4256646126460697,0.00240662470554159,-0.05037433187510953,-0.0007788661378996381,0.039813832371622254,0.07200313302532864,0.5588892386486017,0.1333076721165277,1.3783708028128554,0.016414417107940414,-0.0005529668255222716,0.0004368493164119362,0.4292810276788388,-0.00879113999416013,0.06631542548972207,-0.002443973693242633,-2.726362364681577e-05,1.1435948718815876,-3.27764161530394e-05,1.147257165107189,1.9406501068482453,0.0015795970728684056,0.05725073767846518,0.0019827015806171975,0.06292444446707265,0.3949945586152235
0,6,-0.09008007414705094,-0.10369846355472419,0.6365862156003037,0.34283980589589613,-1.387087107495162,0.015329194664723664,0.011604036090470737,-0.001888517568853384,0.4990598797989123,0.033551932235490106,0.0989235093125193,-0.011645684303708229,0.008850792698556131,-0.05588849024062283,0.6313197057593362,-0.057118609875619133,-0.016044326602944116,0.3361851505241631,0.009121572020614796,0.002705016609308288,0.49862383291189694,0.015066951548406418,0.011427611762231008,0.06707055972435541,0.11741499657105117,-0.0397010064171694,0.6447528234991617,-0.3591859552625894,1.3903062668876294,-0.018156922634488717,0.0021401250182833268,0.0002879198096933529,0.4948254820563288,-0.005076541378820288,0.05804006910586439,0.0034880983377702287,-0.09421244255231404,0.06468446942347901,0.6383240615268345,-2.578188553725791,1.3834935226156764,-3.136564105482641,0.0031572410430316927,0.0003291274718703799,0.49938534353169184,-0.0065412931261444665,-0.05631349328594718,0.001234578546691642,0.03976000789178952,0.07204399794474604,0.6288264290456487,0.12865791652098815,1.38773020490809,0.011496150412286363,0.0013567991041285848,0.0010776883363049802,0.5023533230912423,-0.019544419168803787,0.06782042821612976,-0.002417846212720301,-7.926232733551172e-05,1.1523062679800022,-1.6244554219688668e-06,1.1565464104871117,2.00537900113284,0.004739096867975136,0.06699835171754015,3.745265051662309e-05,0.06048539010554854,0.4655451155338995
0,7,-0.0901157034643138,-0.10401048704041203,0.7181944276465798,0.3775285783485274,-1.3971082499066103,-0.019104772415696414,-0.0019382741521276642,-0.0006359174472473423,0.5693977462165466,0.011834391856186349,-0.06300424386672719,0.004563893820672443,0.009837061832832955,-0.05579788077516373,0.7118491409255302,-0.05690977521654065,-0.0017842078210285833,0.33333274529809537,-0.0035283970595846536,-0.004602095335810378,0.5713191911252392,0.10540519138745691,-0.0676803061206831,-0.00607124226601137,0.11780031527632114,-0.03955204141408091,0.7241746811970783,-0.3746575836338143,1.3995088183226438,-0.03378167627068388,0.0023319439092070815,-0.0005226057087080046,0.5713543395800541,0.012527427359274266,0.06546697862359353,0.0025733992914127608,-0.09452295580993342,0.06473845178046622,0.7181041786729374,-2.5726449205598922,1.3907851493121457,-3.1309079866217333,-0.002255538013366987,0.00012637220362386959,0.5662510599384135,-0.002651570183437498,-0.054031422952266164,0.0003195018877500045,0.0401059563369228,0.0721341572694666,0.709195848636581,0.12493859456505699,1.3983156166174358,0.00818066630855921,0.005327071877426995,-0.002178926061366688,0.5713214440042745,0.05032581848367358,0.08825764326272006,0.02198161508389989,-3.4943239973711028e-06,1.1630374625264068,-5.898628510153285e-06,1.1654620782669456,2.0806426410700247,1.8237128117280506e-05,0.06314265982684608,7.004809232640533e-05,0.06972086106772549,0.5360647270852775
0,8,-0.09046125762814602,-0.10405275939379091,0.8091770384930971,0.383492082806038,-1.4069830160636136,-0.02412854165796628,-0.0024475657375307787,-7.790084964711388e-05,0.6406828668877048,0.0008114491741118945,-0.06510148098308942,0.006078620396968732,0.009911572469683754,-0.05629241881503526,0.8030721017956345,-0.050853850476676794,-0.006668700584111597,0.3318453191342852,0.001426316012256773,-0.002429315494055468,0.6429867314728442,0.02989716006307179,-0.0022042400434488826,-0.010670889366742238,0.11820663846341267,-0.03955039620530758,0.81494041458564,-0.3742147447889753,1.409283855377662,-0.03309612247307308,0.002900314829084998,0.00013051620655710663,0.6391615544272207,-1.5902067758712525e-05,0.06589110824018739,0.0008509209645333492,-0.09490273625495511,0.0647485914689282,0.8088987252173839,-2.5711466980505215,1.4002108817454568,-3.1294225326626357,-0.0026624169342987732,-3.345023398853339e-05,0.6406789748624627,0.0005845677777213656,-0.06745674629566316,-0.00022464865599290657,0.04067244181656735,0.07211899438000208,0.8005825573652515,0.13518363176269543,1.4079942970618722,0.02124607716059369,0.005024220254961427,0.0001658881688957847,0.6435618839747552,0.00550947496788784,0.08118247685832825,0.017452112287694093,-4.332597595511161e-06,1.17293757475062,-5.521298537605485e-06,1.1754589577844743,2.1664695084579195,9.765115082371217e-06,0.0657340905326167,1.8564484720819195e-05,0.06645049639810129,0.606380998696659
0,9,-0.09087166788662941,-0.1040738691505097,0.9107680194263499,0.3870154787606965,-1.4169807069774847,-0.02671356261245907,-0.0030459021869388135,-8.79291909001184e-05,0.711230886580583,0.0004495468364677062,-0.06589633789673026,0.004936823193792213,0.010116961976492802,-0.05658506168128692,0.9049234054631558,-0.047137577029082965,-0.007462019444221752,0.33058008725688204,0.0009408318929667531,-0.001695092903477327,0.7129707329044667,0.028811059988698765,-0.00026739887695966316,-0.005438705324820494,0.11865978538797003,-0.03952289310185259,0.9161508228773473,-0.3769026504182274,1.4190179575072233,-0.0355740944675896,0.003147385111699397,0.00021614634253989008,0.7098523228427147,-0.0009014991485218197,0.06767364467333306,0.0011113385298588173,-0.09533457304982873,0.06475014017092123,0.9104396040999397,-2.570276551810662,1.4102202691821284,-3.12856426584926,-0.003088197797777063,-6.705013590059143e-06,0.71118216721431,0.00021986073066247854,-0.06784991481632914,9.543889247284085e-06,0.041232297408679286,0.07218892139474989,0.9026127579665255,0.13464446502860908,1.4176062173492063,0.023107781115493914,0.004023100055544999,0.001307330241789187,0.7134025195963314,-0.01725081120311343,0.06617197585508174,0.01345121672184861,-4.969583688191308e-06,1.1829809154053461,-5.558428069244709e-06,1.1852952349932062,2.2628492228248556,-6.055799200906594e-06,0.0666418705572621,4.9064102491250096e-05,0.06708577808995185,0.6767272903428193
