data_id,xo,yo,vxo,vyo,xg,yg,thetag,vxg,vyg,omegag
0,8.46992605183998,7.412380124242768,0.14099262130010204,-0.49164704024688655,8.433310991266655,7.522391360338222,0.0007651289551571364,-1.9854309468748972,-0.4889503773376886,0.18363094923771273
1,8.495515421260215,7.3250535296056825,0.12617052023375352,-0.3393445226413733,8.054336615299222,7.432994070417294,0.00053910502757423,-1.97030715172043,-0.4530347458076977,-0.2801514893896259
2,3.7869833754107463,2.2810660112797745,0.062444630656021884,0.083692213335879,3.9290043011239018,2.3912253237266246,-0.0012406580715920844,1.3915063330556028,0.12192720057994254,-0.29775793718210025
3,3.793766171829276,2.275423292679812,0.07562008215273835,-0.14679820836597957,4.068135347147009,2.3884912415628747,-0.016923151873212604,1.3945052117768713,-0.16851342686318335,-0.005592873739041222
4,4.640750593179137,0.7044913742410797,-1.6028985991263829,0.35661718398743636,4.473076857947611,0.00015957792753984457,1.2625004558689823,-2.221579535330732,1.212161000045164,-0.1411158511585569
5,6.833815202815964,8.388655742480829,1.5230528009368127,-2.2910733786789423,4.519550562728374,1.250258582596876,0.6746142110267366,-1.7251973157745046,-2.6377456773779766,0.1432569495022994
6,4.717218733352958,6.048487401623341,0.8234711991674324,2.4985042198056178,2.850794078064415,1.6753925082716326,0.8681192840556768,0.8800809221646788,2.3461837656583526,0.07714280966723108
7,0.7504660516640338,5.718849332226062,-2.042878330109443,-0.33882260032999145,0.08111491628108869,5.588499510538237,0.014745200487296994,2.364175548905509,-1.8909105074921506,-0.33169002240239076
8,4.291070179159064,5.956962190749526,2.052640918570111,-2.899148241361015,0.9405511500848518,6.668894335871849,1.0896463002726526,1.011131252406411,1.6207466110051207,0.02171223286528151
9,2.2817486849220803,3.791481195196914,1.8366220389111927,0.9505012512404081,7.871796816626163,8.46310306220627,-1.2525494950662193,-2.496646667177332,-2.983400463487991,-0.003178426254895228
10,0.5624259044758273,8.58416827646346,-0.479572826535799,-0.417173044424314,7.307054308373711,7.241781576630016,-0.4279277775139845,2.127051898509194,0.6799166694653209,0.23199949046067964
11,6.544003427984153,7.454600611812058,-0.39923871445496406,-0.5258697980512248,1.1372854842699565,0.9628878747676106,-1.2023489246998724,-1.1637806246427984,-1.806204134717901,0.18406662183674122
12,3.0123987190161183,0.7198385794837225,2.068876931060271,-2.3438826541815048,4.707840401931625,2.988836097627475,0.1628789439166456,0.36776423309924144,-2.982000616869618,-0.20186188240929173
13,3.5900098106483123,0.5848754069214046,-2.3933465621529435,0.3185642267276583,0.45101037781490216,9.241558480713353,0.3946573884095983,-2.9724798868352913,0.22312123805790307,0.20026885183884652
