num_traj,data_id,shortest_distance,com_distance,max_contact_normal_force
9,5,6.620187991849211e-06,0.3416610489339244,1.0394840823586138
9,6,0.00015135337072745772,0.4167177749948728,0.0
9,7,0.015096668945305394,0.6245954100703889,0
9,8,0.287752442689805,1.012525361588045,0
9,9,0.7129441857145734,1.4367089098218437,0
10,0,0.04356739642260365,0.41873312853359956,0
10,1,0.00019079871985826853,0.3614250330721662,0.0
10,2,2.6016398343534746e-05,0.3275802234533694,1.7221855617711832
10,3,0.00012097766648129203,0.3061752144287826,0.0
10,4,1.7448355637829705e-05,0.3003623204773053,1.1947800999809972
10,5,7.844759305327948e-06,0.30030115631363713,1.4921994618912169
10,6,3.2266862906361967e-06,0.3083292756460802,0.05418002162845562
10,7,0.0002224162996790765,0.370532766368314,0.0
10,8,0.014706773547858168,0.5828754134160695,0
10,9,0.2654710806328809,0.988723554972776,0
11,0,0.02777931677582539,0.4666954885337269,0
11,1,3.052700549324645e-05,0.4314960950243377,3.4068657328759406
11,2,3.419836324251193e-05,0.3803820231903726,0.8123913012840216
11,3,3.035537015116116e-05,0.336164261534934,0.0
11,4,8.272709726157088e-06,0.31669731720493866,0.651316047274617
11,5,0.0011031095211515428,0.3763421254640686,6.294374309021678
11,6,0.26148969888753454,0.9913390040881078,0
11,7,0.822979361033243,1.5493894988750752,0
11,8,1.299148121652039,2.0210404183418036,0
11,9,1.721304035829595,2.433376955142878,0
12,0,0.07327700173755987,0.37406930362566676,3.560649884660093
12,1,0.000409376657394128,0.30068043855649695,0.32416223365586655
12,2,9.628106825160747e-06,0.3002522449332847,1.139852778124235
12,3,1.0163885211658658e-05,0.30002519621959534,3.2741146266527945
12,4,1.1093646227944876e-05,0.30012181561760165,0.9028626861366509
12,5,1.1642305972107995e-05,0.30032828617837554,1.0491328776875142
12,6,9.99737600958901e-06,0.30044095467277143,1.023667636514681
12,7,1.2108896004524253e-05,0.30088167353002315,1.644562846578602
12,8,2.3234790109702136e-05,0.30085538303925136,6.067250381989893
12,9,2.324112806945675e-05,0.30085492410496056,5.010228317129894
13,0,0.06607468029776628,0.3777941700022814,39.92948713673802
13,1,0.015771996202460666,0.327078904389667,0
13,2,1.3373566662269829e-05,0.3068773170532816,2.3708811577603024
13,3,9.647999193167021e-05,0.30324314369965794,0.0
13,4,0.00019082406961939293,0.30238966305685827,0.0
13,5,6.758994755236678e-06,0.304938708190952,0.8194032055259595
13,6,0.0009072025650954835,0.5592693186604583,2.9858516041839325
13,7,0.011028940143113834,0.7258424808528764,0
13,8,0.09669615193937796,0.817545184166273,0
13,9,0.18593402604595533,0.8867683913461764,0
14,0,0.057125447417453734,0.4454010907990227,0
14,1,2.357960183892806e-05,0.3877135640939442,3.34909643857727
14,2,7.197179815391554e-05,0.35374154664862484,0.0
14,3,2.4037405162088657e-05,0.32704008311501576,1.7472366799445604
14,4,9.56253876393243e-05,0.3170532447827242,0.0
14,5,0.00031662914392702917,0.3322006643771391,0.0
14,6,0.01152430066099927,0.4399397726589988,0
14,7,0.11019983702943696,0.7473025872804239,0
14,8,0.4408830739397415,1.1065887810242858,0
14,9,0.5292551713038711,0.9949357742766411,0
15,0,0.03755853550874686,0.47496275521479137,0
15,1,0.00017350880475198004,0.4371674047773749,0.0
15,2,2.5594222582518225e-05,0.3983198757183806,0.36635994181734965
15,3,2.3192559670657093e-05,0.3644129375350701,2.2174209496905424
15,4,2.226925604315371e-06,0.3548516279002052,0.23654683829449466
15,5,0.0005899961763536476,0.40490819881601336,0.0
15,6,0.03717061620457865,0.6042757716727741,0
15,7,0.23019312939679742,0.8928522972212221,0
15,8,0.37639603798527654,0.8182010995701533,0
15,9,0.42695761443981545,0.8316732850929064,0
16,0,0.049303890135236145,0.4211197177485822,0
16,1,5.405644568984263e-05,0.3764873609211133,0.0
16,2,9.608252254996526e-05,0.3473737349635577,0.0
16,3,2.8369379657299795e-05,0.3201487976065139,3.3602949698060876
16,4,1.1396066614977925e-05,0.30758596946559846,1.2801769717808096
16,5,5.278279837658462e-05,0.30816511442047584,0.0
16,6,0.0004126538128467127,0.34196892258959877,0.0
16,7,0.021077939172629505,0.6552235561703494,0
16,8,0.26759981854601783,0.8672105368227625,0
16,9,0.4524802828077934,0.967587425008983,0
17,0,0.06711444463060225,0.38655664255703426,23.950664452891267
17,1,0.02012052986836966,0.3352564712442773,0
17,2,1.5282301673093793e-05,0.30630705009352815,2.6307933561935184
17,3,0.0001550594705641254,0.3009430635747549,0.0
17,4,1.1946571809491672e-05,0.3000317345762809,0.783456059118636
17,5,8.474721746917056e-06,0.3000318731331721,0.9592327346920098
17,6,7.831851897770456e-06,0.3009336565368573,0.793339253093353
17,7,0.00029906175183552064,0.4131084252989707,0.0
17,8,2.424820550997675e-05,0.43079161980205055,3.541891766384288
17,9,2.4531368077044676e-05,0.4308263760514504,8.546007690627125
18,0,0.03585088803837217,0.4639294932553909,0
18,1,6.89990118908627e-05,0.4311221305754841,0.0
18,2,1.0977276237125278e-05,0.3951393755169509,0.4325818894234412
18,3,0.0001494280550866351,0.3645247476743882,0.0
18,4,0.00015068059452572597,0.3567666224961163,0.0
18,5,0.0031539193934656123,0.41372017009026174,0.0
18,6,0.04454398589577494,0.620618941014825,0
18,7,0.31456906819990876,1.0199341949213214,0
18,8,0.8866191968278068,1.5988358311659587,0
18,9,1.2835126962833499,1.9766627675625008,0
19,0,0.10600534323328989,0.4284361338651551,0
19,1,0.044653999903888596,0.3711518972400517,0
19,2,1.0094887413179185e-05,0.32861070604643156,0.0
19,3,7.139104635673248e-06,0.32498271586689165,0.0
19,4,4.119759962241602e-05,0.32877701853448604,0.0
19,5,3.522204301178519e-05,0.3615986244121169,0.0
19,6,0.00803870196047659,0.49395435324144726,0
19,7,0.11199307687593012,0.8097387444893316,0
19,8,0.28209181616537066,0.8036891345371625,0
19,9,0.40050571372952065,0.839909882867351,0
20,0,0.11717050988353683,0.4293355239336392,0
20,1,0.05244834079732332,0.37468523649331786,0
20,2,2.2096099780247832e-05,0.33092336519445525,0.0
20,3,0.00012683875427312215,0.33519192696125616,0.0
20,4,1.0525341841149004e-05,0.35845876929480974,0.24598782438714745
20,5,0.0009708587043250852,0.45006347359801485,0.0
20,6,0.035147398577135225,0.6978728761165304,0
20,7,0.28980846206087973,0.9927142773547014,0
20,8,0.3894865552868502,0.9414288443757527,0
20,9,0.5056720516084957,0.9226284956553011,0
21,0,0.04968109972492189,0.37808417998446725,15.620655257787394
21,1,1.1272046694260957e-05,0.3256078596821613,13.53123357988595
21,2,1.9841684659078687e-05,0.3097400033568289,3.5081996263872566
21,3,9.558173929117498e-05,0.3012282067593385,0.0
21,4,1.2423629336714184e-05,0.3001307273211492,1.2512633393076782
21,5,9.090316653652907e-06,0.3003851511614416,0.7992803327430036
21,6,1.914105962022398e-05,0.3001628453942023,0.5769772572747638
21,7,0.004674491261024577,0.43174459466338766,0.0
21,8,4.0386301762295174e-05,0.5338510719940753,12.357610753342204
21,9,2.8290460441253103e-05,0.554839258842977,8.1829763209561
22,0,0.05857911240085333,0.3682403192772499,0
22,1,0.00032646253163452776,0.31331562693881876,0.0
22,2,1.2204121881968768e-05,0.30724330572482816,3.3533284480790555
22,3,0.00017077148315714765,0.302765154566939,0.0
22,4,1.0556168315995742e-05,0.30081580580455203,1.1563150145424443
22,5,2.6670345163079288e-05,0.3009974652261626,1.5197543206951556
22,6,1.2556081941695763e-05,0.30518856221099644,0.0
22,7,0.0020778034918861863,0.3792101117354124,1.338638588394139
22,8,0.5744876575456916,1.288087130264933,0
22,9,1.515875316639362,2.2163945515590324,0
23,0,0.10176666986322394,0.44918470018980194,0
23,1,0.013425317260535134,0.38176938696556,0
23,2,0.00011912048491051475,0.3637725011010717,0.0
23,3,4.460825283375464e-06,0.3652325929040124,1.4823425073153156
23,4,0.00015703059895898986,0.3979592402200792,0.0
23,5,0.008405100873012359,0.5288460474792926,0
23,6,0.11756736502378184,0.8280825218515143,0
23,7,0.5587989470688189,1.288901932676497,0
23,8,0.5668009259522225,1.2416150562617119,0
23,9,0.612706934722423,1.2227588594710934,0
24,0,0.048419477037335734,0.4833643844896018,0
24,1,0.00016069506998936842,0.4259568052564863,0.0
24,2,1.8435462271401766e-05,0.3819249146485625,3.925679840316884
24,3,9.384321366841931e-06,0.3495952733669767,3.4060454794929385
24,4,0.00046198232673504115,0.3438631992207435,0.0
24,5,0.0014457538931361119,0.40216315806991787,0.0
24,6,0.049705268047576474,0.6202010108657525,0
24,7,0.33187753168919304,1.0314167221896675,0
24,8,0.9112121701553593,1.6165989862614976,0
24,9,1.6148174470002212,2.3168679615688412,0
25,0,0.07524289411773948,0.4053602340241,12.160184616380914
25,1,0.010858699719497246,0.3371666250643164,0
25,2,7.523220079534141e-05,0.30835856500137954,0.0
25,3,2.2305918881913322e-05,0.30021397906295283,3.2274165585086787
25,4,4.534613239851041e-05,0.3034540897315778,0.0
25,5,1.0575146001990974e-05,0.30512192462510856,0.85867453172814
25,6,9.840288443329887e-06,0.30209766787619236,1.5081193461817741
25,7,9.8467575066176e-06,0.3003070199403919,0.9550147465187787
25,8,4.846034881222774e-05,0.34018792826137617,0.0
25,9,2.0454947892675695e-05,0.3445989081037617,6.288495654687688
26,0,0.09787290473026905,0.45751511285729335,0
26,1,0.00974263642990517,0.3808998601496575,0
26,2,1.9677224247306147e-05,0.3495107213501414,3.324335446303381
26,3,0.00025505191380388814,0.3341383509946938,0.0
26,4,4.15138004442901e-07,0.3378526476511265,0.8636554613810478
26,5,0.0016771217533343113,0.40052145044947496,0.0
26,6,0.045157207053104935,0.6257574771208108,0
26,7,0.2930394710692059,0.979477814316763,0
26,8,0.4116708820395458,0.8899369969995474,0
26,9,0.5015997169710197,0.8638349647662852,0
27,0,0.10404669974278767,0.40645420510528696,0
27,1,0.01564435098862103,0.3211706542276074,0
27,2,3.1312745730614014e-07,0.305419494137545,0.0
27,3,9.197022040310197e-06,0.30495981719424636,0.48628054494657846
27,4,0.0004803737588778186,0.3081141618174947,0.0
27,5,3.4831577561209487e-06,0.3204645307814628,1.3384912350315537
27,6,2.031683193820274e-05,0.3703271065782667,0.1188369631852923
27,7,0.005718360781098039,0.5283594815721129,0
27,8,0.1524968711960093,0.8689890833015586,0
27,9,0.6657672361441429,1.3932371653555606,0
28,0,0.07173480199213941,0.4117633999925183,0
28,1,0.011476577994163262,0.3556046598047423,0
28,2,1.8653357144839214e-05,0.329112999978193,0.619960792933306
28,3,1.713832111427737e-05,0.315358189232654,1.3023517049496616
28,4,7.79760222985579e-06,0.3097103016835738,1.2326148053974861
28,5,4.024300963298972e-06,0.31583542061252534,0.6940143971205883
28,6,0.0002440835067529693,0.36106940136445176,0.0
28,7,0.021392605118852662,0.5343457893501308,0
28,8,0.1577641525777534,0.8000049375578464,0
28,9,0.3507550532469774,0.8015426117160935,0
29,0,0.0753417609047451,0.3891195980603722,0.0
29,1,0.03399270089366599,0.3446982607552656,0
29,2,1.0101034874750374e-05,0.30505979557179613,4.956576259851175
29,3,3.963507758772508e-06,0.3005017753879858,0.0
29,4,2.140081361220368e-05,0.30034395779982553,0.0
29,5,1.0555233052798774e-05,0.300835212804667,0.7065416839322837
29,6,3.299014651648083e-06,0.3002154336186602,0.817107959990405
29,7,1.796884518002052e-06,0.3008541365698652,1.0671541571892087
29,8,9.030071440749118e-06,0.3092821484680477,0.9578559941486902
29,9,1.239903003318223e-05,0.33399705655227585,0.0
30,0,0.01297290117823152,0.43728241204917784,0
30,1,2.6524746040732015e-05,0.4056046922120294,1.5096564320589343
30,2,3.2643045146445466e-05,0.3636128349580813,4.804743883838977
30,3,8.438277762110743e-05,0.3273020719323801,0.0
30,4,9.94492115992865e-06,0.3115334801476523,0.9275716106852147
30,5,0.0022986205993385674,0.657490306264388,79.17921590661997
30,6,0.4830797905948696,1.1990320854016983,0
30,7,0.999373198878666,1.7000224826817878,0
30,8,1.4600201850327899,2.167965289133354,0
30,9,1.8491954287043793,2.5582954414826697,0
31,0,0.06776204301984583,0.36848656837058646,2.728855494002518
31,1,0.00010938635312447527,0.30165880670055856,0.0
31,2,1.9321240560016162e-05,0.30052220193712736,0.0
31,3,9.74133359515736e-06,0.3002388187229239,3.6489126587535843
31,4,1.0006535177149962e-05,0.3015691732027905,3.3423134927204705
31,5,0.00023729353569850725,0.30745186704845406,3.1891272189723674
31,6,2.133173038051161e-05,0.31399049695235554,8.819454595521373
31,7,1.6020579453759192e-05,0.3139927343826111,4.975466230480918
31,8,1.667006508844073e-05,0.31399157392198745,4.127646446405495
31,9,1.747591568534887e-05,0.3139904149294297,6.4469538238695705
32,0,0.08276100811493795,0.4274716023810915,0
32,1,0.03190231523664617,0.39141631208183864,0
32,2,1.7597302869841743e-05,0.352222742432454,2.6975189805957447
32,3,9.909710359263461e-05,0.3404211439575058,0.0
32,4,5.468951341498627e-06,0.3459889097080167,0.49413567702946026
32,5,0.0003946575759654567,0.4067051149927046,0.0
32,6,0.02817475489953679,0.6146693891300177,0
32,7,0.24040527884904592,0.9380798895539052,0
32,8,0.3622437775734451,0.8725060747871953,0
32,9,0.45489941843994175,0.8610300628021781,0
33,0,0.05009543047915051,0.39805542747778705,0
33,1,1.0915179658834601e-05,0.35305334045704595,1.0407888981975175
33,2,4.828910257346454e-07,0.3305334584684449,0.0
33,3,7.437833208031653e-05,0.3132024310115953,0.0
33,4,8.051685568940357e-06,0.30640009806598717,1.0317967135065584
33,5,0.0016309267999684725,0.3595836646651223,10.487222622752384
33,6,0.30847325762748573,1.0343999453503818,0
33,7,1.0241354979058646,1.7248937134543245,0
33,8,1.6848755759889813,2.386048560413214,0
33,9,2.267754646434116,2.9681587406932843,0
34,0,0.10733665613049405,0.42373296978737074,0
34,1,0.015635102895709366,0.3398786541650587,0
34,2,7.564068018634724e-05,0.32314594977528804,0.0
34,3,0.00020250877455386525,0.3234167998454585,0.0
34,4,7.0781904214324e-06,0.3376608252115603,0.7470961956635175
34,5,0.0012237375747722228,0.4067783362984469,0.0
34,6,0.02472076029642727,0.6199977657373918,0
34,7,0.11710246755350462,0.7748812067768428,0
34,8,0.16669895483030195,0.7981886871158754,0
34,9,0.17203027069953555,0.8010416989349074,0
35,0,0.10091783439703145,0.4085598153138737,0
35,1,0.050414512684011356,0.359782958996202,0
35,2,9.93892042491558e-06,0.3097118249198123,3.928437948576206
35,3,0.00019761283690680076,0.3075793529517133,0.0
35,4,8.370034360364778e-06,0.30758372213452084,0.6702643727789462
35,5,2.3204062938466676e-07,0.31423380038576804,1.8945744089197774
35,6,1.6449420914159096e-05,0.34666853045178025,0.3291621017506157
35,7,0.003574790188121821,0.4652433468205644,0
35,8,0.2525742834622178,0.9207942568214604,0
35,9,0.5757926934174921,1.1361750862485305,0
36,0,0.07345570451339961,0.3735097804769776,0
36,1,0.005378366030517822,0.30621966363014097,0
36,2,8.474702157357464e-06,0.3020514673348284,1.64851568944061
36,3,0.00025070450291078184,0.30451206978834605,0.0
36,4,6.714682085250689e-06,0.30883205805742814,0.8058161182714074
36,5,7.405571603190315e-06,0.3197847684020118,0.0489698988881806
36,6,9.824904732074236e-06,0.35099631030112394,0.06800393071843033
36,7,0.00048331214503410084,0.4461785148909569,0.0
36,8,0.02611182422253458,0.6893742757094636,0
36,9,0.22984780697944832,0.8891155270821318,0
37,0,0.07994539282915192,0.4621431152133677,0
37,1,0.02720518319083656,0.42141103196678564,0
37,2,4.1621870511328555e-05,0.37336689959068226,0.0
37,3,0.00015804673501452278,0.34744309966029574,0.0
37,4,3.0929646033604264e-06,0.3386430016852089,0.27662164944827344
37,5,4.562586768465284e-05,0.36978624055728476,0.0
37,6,0.01932566936604958,0.5218211224958107,0
37,7,0.1488896554192621,0.7871354962962057,0
37,8,0.32147165549846296,0.7834926021097777,0
37,9,0.40167198985792035,0.829713221936091,0
38,0,0.07267523583330583,0.3798594866916633,10.49236358733691
38,1,0.00022198303966862522,0.3106986573362234,0.0
38,2,1.4071811441508678e-05,0.3065238154024773,3.342628113738303
38,3,1.1154886835977287e-05,0.30357633239422077,1.056854283851768
38,4,0.0006605329730586624,0.31292996190292904,1.7056047681226183
38,5,1.4385468808960596e-05,0.3793220157926767,3.9715269856991067
38,6,2.1517083308459277e-05,0.38135707175309613,2.4514226576877785
38,7,2.306219297696179e-05,0.3813558744215884,4.0580116492408305
38,8,2.4334948191397443e-05,0.3813551197676321,7.4343218839809735
38,9,2.5946846760591425e-05,0.3813534261530072,8.551334535591318
39,0,0.11124988989683648,0.49189487189318437,0
39,1,0.0218546942458868,0.4174245925669552,0
39,2,3.867813752935108e-05,0.369546511761247,1.497869117370134
39,3,2.551105954292007e-06,0.34870662081046555,0.0
39,4,0.0006338965539775593,0.3577942508611896,0.0
39,5,0.008064586080605219,0.45325297109752544,0
39,6,0.07692043655811198,0.7245507663467894,0
39,7,0.4778908822601342,1.1899355841923442,0
39,8,1.111316359474652,1.8247808271843555,0
39,9,1.8855081606547734,2.5996504566136474,0
40,0,0.11594280297914539,0.45857953669717566,0
40,1,0.05276585151669417,0.40715026117241865,0
40,2,1.0472736831090355e-05,0.3594273253667132,0.20300380133610435
40,3,3.849247834729799e-05,0.3539137490765456,0.0
40,4,3.2333158023945265e-05,0.3700549037968115,0.0
40,5,0.003199357744076566,0.4596714980046517,0
40,6,0.04679937195161905,0.7059050887444928,0
40,7,0.41920604826056895,1.1416430008239629,0
40,8,1.0258471246477727,1.750333807705452,0
40,9,1.5564672752716635,2.2747625336773503,0
41,0,0.132467971094049,0.4749968633197956,0
41,1,0.0621853789302439,0.4217280458191027,0
41,2,4.5665142532464046e-05,0.3726481404710049,0.0
41,3,0.00021212841847592526,0.37195149684218026,0.0
41,4,0.00011026147089739868,0.40627126316120427,0.0
41,5,0.0065620172685417885,0.5489392779429881,0
41,6,0.1465206842261485,0.8651040771162831,0
41,7,0.36578590171303244,1.0648046316705952,0
41,8,0.4305132103051114,1.0322590495621449,0
41,9,0.511789878624101,1.0257926489859106,0
42,0,0.0627943564580902,0.3676498044639766,1.852962739409638
42,1,0.0003277900849870661,0.3029817875989793,0.0
42,2,3.403707705126234e-05,0.3004026229886155,0.0
42,3,1.2172419132355687e-05,0.3008788011059201,5.309749705479543
42,4,1.1433147122840556e-05,0.30418101942165904,1.048184587188139
42,5,1.6930904919742793e-05,0.31275430581922603,4.081831641041565
42,6,2.563052264291552e-05,0.31274101893381934,6.624397472748736
42,7,2.4738354504667093e-05,0.31274340397753725,4.296118939638881
42,8,2.529777516006922e-05,0.3127452987157253,2.9212918627248015
42,9,2.536174993422511e-05,0.31274760829526077,3.5834850143613393
43,0,0.06884676084869205,0.37424710155299123,0
43,1,0.00034360082261719155,0.3058585354766865,0.0
43,2,1.244810532024965e-05,0.3018295218927835,4.732373543688246
43,3,9.967274565844801e-06,0.30026009394660563,4.292812289450243
43,4,1.0282193015885768e-05,0.3000240163240625,0.8510938171144865
43,5,8.891955892964863e-06,0.30020968955707644,1.3142979635671102
43,6,3.030379225014844e-06,0.3024112834909478,0.9324222660741639
43,7,4.225960633716617e-06,0.3133258461966201,1.5680280083627098
43,8,3.179012820089416e-05,0.3490981888726237,0.0
43,9,0.14770796902068203,0.8799301418371552,0
44,0,0.10310466786739116,0.4187325623458376,0
44,1,0.03358033329318382,0.3573570169546816,0
44,2,5.939130793207457e-05,0.32505993758614665,0.0
44,3,8.463075729957312e-05,0.3226049929424359,0.0
44,4,0.00033214465539726287,0.3318146010175385,0.0
44,5,0.0007474029515760383,0.38448529405064513,0.0
44,6,0.025076576296357362,0.5665511884816267,0
44,7,0.22530430132571738,0.9343818978779537,0
44,8,0.3617563088005221,0.9551484952934238,0
44,9,0.4855021852867092,0.9098057501593989,0
45,0,0.023238285008392794,0.4183872837255363,0
45,1,1.0516698582253838e-05,0.39499204147311506,3.3488391597096947
45,2,1.0724550240611125e-05,0.36208625959484547,4.565337359950221
45,3,0.00011231179435665508,0.32921631947507796,0.0
45,4,0.00012430996463842265,0.3131644961045799,0.0
45,5,7.04180118664908e-05,0.3170074473510107,0.0
45,6,0.004303747207334308,0.38055529271166705,0
45,7,0.08047748453683885,0.7488919639221037,0
45,8,0.279331257740006,0.8416943443687473,0
45,9,0.39964224902374706,0.9040948741460031,0
46,0,0.11029013880090761,0.44927303252699996,0
46,1,0.04852762481631392,0.4056691560623756,0
46,2,5.8679679334411415e-05,0.3563731224974398,0.0
46,3,2.5794953797236117e-06,0.347395217376322,2.885341652581877
46,4,0.0002977616196970928,0.3671768648899702,0.0
46,5,0.0055437859482810265,0.4784287017965091,0
46,6,0.07971944079843603,0.7617938427874525,0
46,7,0.5042859160986997,1.225974655591063,0
46,8,1.1325018322218334,1.855561891656259,0
46,9,1.6292681784887162,2.3453549125602406,0
47,0,0.055318655904075906,0.3753720821794123,2.639128264934515
47,1,0.0009408789134816434,0.31587383936316726,0.0
47,2,3.0469891389857105e-05,0.30300592819323546,0.0
47,3,1.7620395940620806e-05,0.3003256869821126,4.477854963081457
47,4,8.461275907659669e-05,0.30394653533749694,0.0
47,5,1.100946646494898e-05,0.30576033527860474,0.8458312113322984
47,6,1.0894351151685232e-05,0.3038391351813513,1.1263441251821875
47,7,2.1197553491787858e-05,0.30119979687760084,9.855240832663245
47,8,2.4720200243985934e-05,0.3012014856923977,6.161587909415345
47,9,2.4514822203997468e-05,0.3012022611811145,3.675998585056523
48,0,0.034797306212401256,0.44545417455086483,0
48,1,0.00012119736176388801,0.41586862775379263,0.0
48,2,2.2468666970296472e-05,0.3830793062106589,4.760658636890549
48,3,2.1439513946133335e-05,0.3528119479809095,1.6040043237482433
48,4,4.850294057939558e-06,0.34113325500767244,0.7739915283826962
48,5,0.0003950946124430505,0.3773916131853631,0.0
48,6,0.02856065237424846,0.5526312429383027,0
48,7,0.2399251178275822,0.9351450745758616,0
48,8,0.7904481979131962,1.4963251124139292,0
48,9,1.0155305304951658,1.677041645376911,0
49,0,0.02405134104437433,0.42242236595605165,0
49,1,1.7111336504865157e-05,0.3958955682713768,0.6635130860721911
49,2,2.2375342603937057e-05,0.3660839677971469,1.1215301227015686
49,3,0.00012156823476487789,0.3394048342944636,0.0
49,4,4.239605224805638e-06,0.3293781018558018,0.32367933033085
49,5,7.116437728806343e-05,0.3509615118924323,0.0
