data_id,trial,plan_iters,plan_time,best_cost,success_metric,maneuverability_metric
0,0,2000,10000,0.0002374499836045249,1.0,1.0
0,0,2000,10000,0.020375759014019,0.14665416250097302,0.14665416250097296
0,0,2000,10000,0.004656409985329735,1.0,1.0
0,0,2000,10000,0.011555546790045335,1.0,1.0
0,0,2000,10000,0.13017939841527,1.0,1.0
0,0,2000,10000,100,0.0,0.0
0,0,2000,10000,100,0.0,0.0
0,0,2000,10000,100,0.0,0.0
0,0,2000,10000,100,0.0,0.0
0,0,2000,10000,100,0.0,0.0
1,0,2000,10000,0.00022734978743371714,1.0,1.0
1,0,2000,10000,0.0004043512724413306,1.0,1.0
1,0,2000,10000,0.7348711429148624,0.015418700187390602,0.015418700187390666
1,0,2000,10000,0.07164464473686,1.0,1.0
1,0,2000,10000,0.15118849714756918,1.0,1.0
1,0,2000,10000,0.07411472089189669,1.0,1.0
1,0,2000,10000,0.0318138895275621,1.0,1.0
1,0,2000,10000,0.06383333625339963,1.0,1.0
1,0,2000,10000,0.0852426396224118,1.0,1.0
1,0,2000,10000,0.021031187112595214,1.0,1.0
2,0,2000,10000,0.00022855362350437947,1.0,1.0
2,0,2000,10000,0.002863157945832584,0.5002369335095822,0.5002369335095822
2,0,2000,10000,0.007750361811144968,0.6641465332502623,0.6641465332502623
2,0,2000,10000,0.19582262077477983,1.0,1.0
2,0,2000,10000,100,0.9654527419381355,0.965452741938135
2,0,2000,10000,100,0.0,0.0
2,0,2000,10000,100,0.0,0.0
2,0,2000,10000,100,0.0,0.0
2,0,2000,10000,100,0.0,0.0
2,0,2000,10000,100,0.0,0.0
3,0,2000,10000,5.67377017175949e-05,1.0,1.0
3,0,2000,10000,0.00041213707901893715,0.5000608831102568,0.5000608831102566
3,0,2000,10000,0.0016521494540090442,0.33404322404409187,0.3340432240440918
3,0,2000,10000,0.10950815986624941,1.0,1.0
3,0,2000,10000,100,0.7045693912718969,0.7045693912718967
3,0,2000,10000,100,0.0,0.0
3,0,2000,10000,100,0.0,0.0
3,0,2000,10000,100,0.0,0.0
3,0,2000,10000,100,0.0,0.0
3,0,2000,10000,100,0.0,0.0
4,0,2000,10000,0.00016020715899320304,1.0,1.0
4,0,2000,10000,0.04814556566002811,1.0,1.0
4,0,2000,10000,0.000719614659408719,1.0,1.0
4,0,2000,10000,0.0004782177743400673,1.0,1.0
4,0,2000,10000,0.00014884145846574132,1.0,1.0
4,0,2000,10000,0.00770878820637468,1.0,1.0
4,0,2000,10000,0.018342669474296514,1.0,1.0
4,0,2000,10000,0.006392137387854857,1.0,1.0
4,0,2000,10000,0.008945182356329767,1.0,1.0
4,0,2000,10000,0.001503461904774541,1.0,1.0
5,0,2000,10000,0.0007456763108511372,1.0,1.0
5,0,2000,10000,0.006669586029760255,1.0,1.0
5,0,2000,10000,0.004474006840379657,1.0,1.0
5,0,2000,10000,0.06717198188370743,1.0,1.0
5,0,2000,10000,0.17035401542313994,1.0,1.0
5,0,2000,10000,100,0.0,0.0
5,0,2000,10000,100,0.0,0.0
5,0,2000,10000,100,0.0,0.0
5,0,2000,10000,100,0.0,0.0
5,0,2000,10000,100,0.0,0.0
6,0,2000,10000,3.287591500522602e-05,1.0,1.0
6,0,2000,10000,0.0002779294694187362,1.0,1.0
6,0,2000,10000,0.15110884200532895,1.0,1.0
6,0,2000,10000,0.06460365765098795,1.0,1.0
6,0,2000,10000,0.029288082661240486,1.0,1.0
6,0,2000,10000,0.021957804920731936,1.0,1.0
6,0,2000,10000,0.010162706845473796,1.0,1.0
6,0,2000,10000,0.028308586887072305,1.0,1.0
6,0,2000,10000,0.0012149392414043496,1.0,1.0
6,0,2000,10000,0.003465606599463933,1.0,1.0
7,0,2000,10000,0.000174019723463259,1.0,1.0
7,0,2000,10000,0.0001066198091038556,1.0,1.0
7,0,2000,10000,0.3773374989936201,0.7691036785216919,0.769103678521692
7,0,2000,10000,0.03479166697964528,1.0,1.0
7,0,2000,10000,0.0679365237999234,1.0,1.0
