num_traj,data_id,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,0,1.0,0.4,0.03501996989469047,0.0,0.0,0.0,0.606645696029074,0.037526478773961536,0.0,0.0,0.206517546915965,0.0
0,1,1.0002185427041068,0.4198597618399766,-0.01407531052617345,0.002685900788846328,0.237999530536723,-0.5164921392772758,0.6064863750987455,0.12523764878505933,0.01243874664059589,-0.0013227650143307161,0.4584636373224201,0.18513670293363318
0,2,1.0033092036795592,0.5066803937263139,-0.17149119297945822,0.026387709543220776,0.4474169229105665,-0.7407550294221396,0.6050461214816816,0.27109965086554844,0.06427184383169118,-0.011127545150582499,0.7044095692150418,0.24208328261038953
0,3,1.0133953482874745,0.6372087901552498,-0.375690822547315,0.056968582529981264,0.5993697214602637,-0.9264992705771727,0.6004985808962993,0.4773369641988962,0.13143944856581938,-0.026204366873182068,0.9458530521291486,0.2573625002619459
0,4,1.037570217615005,0.7968715516958373,-0.6250313943174315,0.14758202968241912,0.6629559256791326,-1.0267312816038825,0.592587709571848,0.747857085397504,0.1868489318401202,-0.037371413880656415,1.2176974507924927,0.16343847003892537
0,5,1.0842164649956336,0.9584166694863953,-0.872170642386457,0.21308832519708323,0.6105612097586408,-0.9207304694156305,0.5819523612107413,1.0897317280119372,0.22593673956381455,-0.04570330566339382,1.5169638436108375,0.11793478478704328
0,6,1.1963436830228356,0.969686621741285,-1.069087733088615,0.5052064331053947,-0.14479222638302683,-0.6126402164007803,0.5522216023294397,1.4919202873071769,0.2403700028736475,-0.14418076350153325,1.7371650350862273,0.021968069762453118
0,7,1.3081604603089492,0.9430519884069465,-1.179535739007482,0.38779181390414874,-0.07067492307880464,-0.30064937914698014,0.5380490818683741,1.5000142218920436,0.15463528785335628,9.133401726228886e-05,8.046930215808469e-05,-0.0007334525377755434
0,8,1.3876373415891115,0.9328685080983307,-1.2306105927029671,0.24651317714685755,-0.01727627766471517,-0.13154709746081855,0.5380408199460538,1.5000132033176419,0.15473449779395856,-4.730775037975536e-05,-2.252916623059556e-05,0.00012874505063734142
0,9,1.4295743425166283,0.9314755206532163,-1.25144063523543,0.09062681997561571,0.00046499486675516844,-0.04276928845493978,0.5380341953935144,1.5000136939069348,0.15479130523411974,-2.2510486423169037e-05,-1.1522411586171316e-05,1.5058229610560468e-05
1,0,1.0,0.4,0.02160286772065753,0.0,0.0,0.0,1.343419333589954,0.0388611442132209,0.0,0.0,0.39000097504194164,0.0
1,1,0.9975992374476362,0.4336696578787665,0.09584670330972826,-0.027155148618345407,0.3519632799985438,0.7152888839102856,1.3437721708894521,0.16548114438949496,-0.0004695849751324622,0.004757991862557746,0.5884693957584355,-0.017895654502317525
1,2,0.9855407991293098,0.546134283813965,0.29482916310153734,-0.07141116450324896,0.5303704427953427,0.8545909581305376,1.346296316879322,0.3421207801028031,-0.01052450837578002,0.01598090732674533,0.8227630732593768,-0.03947324355874761
1,3,0.9601820964213562,0.6970729687637778,0.5296775442029795,-0.13064791005572704,0.655914995745185,1.0230782631573212,1.3519016939271096,0.5787103993521413,-0.01773167917160378,0.029812525239603076,1.0672663965601845,0.022386798722492905
1,4,0.9183178815210079,0.8618559479059112,0.784850084245388,-0.1971573364566579,0.6478468908109118,0.9919027379794995,1.360076493125713,0.8784982930825427,-0.013137920413645839,0.03594741590748177,1.3344068022896152,-0.001927034078845563
1,5,0.8557966652658067,0.9861507072465527,1.0107204945203072,-0.5152763245218748,-0.17487826703332435,0.8249145739786504,1.3721466273321978,1.244856266417742,0.0005117599779886566,0.12507977384760868,1.5453781530108033,0.16014654960775404
1,6,0.7356796596227958,0.9502447424390391,1.1774949142069733,-0.4458086531301847,-0.11211051922507408,0.5281206157978342,1.3986369744623068,1.4997569959872818,0.06155732009801932,0.06610172360005213,0.013168940108256902,0.23738565986762253
1,7,0.6342867031449887,0.9302904992512402,1.2817250704986378,-0.3633186475495903,-0.05046882240339799,0.3272072769827133,1.4030792276715074,1.5000096532227074,0.08644486856401241,-1.3444668233172235e-05,-7.027624582789816e-05,-5.109190257516086e-06
1,8,0.5562356245934015,0.9231232410771485,1.348815544902893,-0.2603917584620514,-0.01329577565866294,0.22049739046454142,1.4030794300512495,1.5000129533618223,0.0864421461798286,7.262183052738941e-06,-1.1872342153785784e-06,1.8338554481046228e-05
1,9,0.5047735381884211,0.9214464926014571,1.3917145202115107,-0.1533005228054366,-0.0027708654498624775,0.12236735806205085,1.4030788592794738,1.5000129403307987,0.0864393660760713,8.35047730515059e-06,-3.220544618314815e-06,-1.3178841731827194e-05
2,0,1.0,0.4,0.15368760293789246,0.0,0.0,0.0,1.1183932904689962,0.030843570759635897,0.0,0.0,0.324029561258539,0.0
2,1,0.9972063749329383,0.4243402592258425,0.16829394470291,-0.050708148960936394,0.44788999595840423,0.2666756108630061,1.119164183222542,0.14069249785623994,0.0026474746211772966,0.014425258683812156,0.48123089980716116,0.05728850442944179
2,2,0.9815125882279089,0.562893701392144,0.24899867131952383,-0.07590254751473802,0.6491137885858081,0.374183553576492,1.1232949060052206,0.2893235953033945,0.015612410679701092,0.01931213769703953,0.7018741452716735,0.036578467416710725
2,3,0.9570978097368613,0.7485800201242703,0.35580792609336437,-0.123207765984177,0.8338090124998182,0.48255305641629886,1.1299697382797886,0.49253510543400075,0.030480064766885202,0.036292399094781796,0.9227287183178249,0.09054955772343952
