shortest_distance,com_distance,max_contact_normal_force
0.0,0.2999999999999998,0
2.8257380130142882e-05,0.30055148967606854,8.179511390818044
1.3690765435266915e-05,0.30116932785226264,7.99584300330047
1.084715530162805e-05,0.3004905976097289,8.264205109345616
1.6878288250741408e-05,0.3000622165617027,4.491976362398268
6.624235090681385e-05,0.3010890539023625,7.36944437635968
5.3262361982539876e-05,0.30498640603572585,6.763289810111709
1.632634499942737e-05,0.3061603518061903,5.796865259350142
1.3878145144721534e-05,0.3049158944441152,8.471841725485785
5.292708850591723e-05,0.30323705098569115,5.181207256478763
1.4527781557156473e-05,0.3032399904748388,8.699586620275259
1.1717253930090767e-05,0.30353971467053276,5.622856395639079
1.144173460598935e-05,0.3044151110704083,5.6201411850142415
1.3380934233147098e-05,0.30423020662639993,6.576128564940313
1.247940229110261e-05,0.3033513500523374,7.4042408624901865
1.3067282569456039e-05,0.3051667185695454,8.06586956360442
1.2875838321063245e-05,0.30514965023013596,5.6282242598318
6.299331480194787e-05,0.3108741208929771,10.167438607634347
3.9663674143389505e-05,0.3179678895349384,8.047919962234664
1.3393994533235897e-05,0.31790813593688144,6.786555118801619
