data_id,xo,yo,vxo,vyo,xg,yg,thetag,vxg,vyg,omegag
0,5.8487548828125,2.0628066062927246,0.003663860261440277,-0.21772834658622742,5.838897705078125,2.1723997592926025,-0.007210989482700825,-0.12393244355916977,-0.2534242570400238,-0.09603144228458405
1,5.850509166717529,2.0300631523132324,0.021279985085129738,-0.1948719471693039,5.829329013824463,2.139441967010498,-0.01635344699025154,-0.004772891756147146,-0.19004763662815094,-0.030370673164725304
2,5.855422019958496,2.0093696117401123,0.044730961322784424,-0.08633942157030106,5.832394599914551,2.1186957359313965,-0.030272888019680977,0.04750439524650574,-0.08901922404766083,-0.1522025316953659
3,5.866299629211426,2.003401517868042,0.10518733412027359,0.004864142742007971,5.838498592376709,2.111874580383301,-0.06248081475496292,0.0415048822760582,-0.0043412684462964535,-0.27414190769195557
4,5.89082145690918,2.0027966499328613,0.23316524922847748,-0.027971167117357254,5.8433990478515625,2.107473850250244,-0.11377842724323273,0.03663816303014755,-0.051355645060539246,-0.4106999635696411
5,5.939659118652344,2.0085787773132324,0.4299762547016144,0.0787835493683815,5.858874320983887,2.105332374572754,-0.1743427813053131,0.17941434681415558,0.0246577225625515,-0.405667245388031
6,6.028897285461426,2.0096325874328613,0.7766013741493225,-0.08409294486045837,5.902004241943359,2.0876011848449707,-0.25014856457710266,0.41045674681663513,-0.2477693110704422,-0.6149501800537109
7,6.172850608825684,2.015280246734619,1.1428005695343018,0.20235897600650787,5.989877223968506,2.0633575916290283,-0.36292797327041626,0.7764803767204285,-0.07774554938077927,-0.8874213695526123
8,6.379652500152588,2.0770039558410645,1.6150671243667603,0.6423357725143433,6.14868688583374,2.0738158226013184,-0.5066064596176147,1.3540370464324951,0.22045515477657318,-1.0297688245773315
9,5.8486328125,2.0885708332061768,0.0007897047908045352,0.0775093287229538,5.856684684753418,2.198209047317505,-0.0017632209928706288,0.10523732006549835,0.08546767383813858,-0.020759643986821175
10,5.848954677581787,2.0988216400146484,0.002783282659947872,0.04512592777609825,5.86953592300415,2.2083675861358643,0.0014296167064458132,0.06644310057163239,0.05241471901535988,0.06481745094060898
11,5.848978519439697,2.1106338500976562,-0.0036191411782056093,0.12307099997997284,5.8811821937561035,2.2198994159698486,0.007084586191922426,0.08691930770874023,0.09875348955392838,0.014473047107458115
12,5.84759521484375,2.1281285285949707,-0.01438142079859972,0.12801533937454224,5.88846492767334,2.23757004737854,0.006833191029727459,0.012300560250878334,0.134077787399292,-0.015108566731214523
13,5.844735145568848,2.1579058170318604,-0.023675434291362762,0.2538876533508301,5.879217147827148,2.267322301864624,0.007720667868852615,-0.1317843347787857,0.26030051708221436,0.02491961233317852
14,5.840104103088379,2.2076826095581055,-0.041010621935129166,0.38069671392440796,5.850384712219238,2.316779851913452,0.02160145901143551,-0.25231245160102844,0.39814135432243347,0.15068134665489197
15,5.830168724060059,2.253115177154541,-0.09908165782690048,0.19786719977855682,5.79827356338501,2.3619208335876465,0.05043379217386246,-0.44500458240509033,0.21306507289409637,0.21689939498901367
16,5.808536529541016,2.2799320220947266,-0.18913060426712036,0.2048923820257187,5.726061820983887,2.3957109451293945,0.06876114010810852,-0.5205400586128235,0.23264841735363007,0.020204832777380943
17,5.773569583892822,2.328716278076172,-0.27424493432044983,0.4414686858654022,5.630940914154053,2.4484968185424805,0.06684919446706772,-0.7413029670715332,0.464417964220047,-0.05741352215409279
18,5.7263503074646,2.410566806793213,-0.349386066198349,0.6348398923873901,5.508347988128662,2.5284667015075684,0.04562465846538544,-0.8846758604049683,0.5985762476921082,-0.24071621894836426
19,5.670265197753906,2.4948770999908447,-0.38032102584838867,0.5083524584770203,5.368439197540283,2.596173048019409,-0.019030259922146797,-0.9601157307624817,0.30984950065612793,-0.6295556426048279
20,5.851056098937988,2.0969085693359375,0.028301695361733437,0.0823049321770668,5.883615970611572,2.2071895599365234,-0.020206252112984657,0.20002172887325287,0.09394443780183792,-0.0014796042814850807
21,5.857469081878662,2.105060577392578,0.05369381234049797,0.03443911299109459,5.9221510887146,2.2147464752197266,-0.008398506790399551,0.3078446388244629,0.00831572711467743,0.16261424124240875
22,5.865604877471924,2.1364505290985107,0.049999117851257324,0.38263455033302307,5.968790531158447,2.2441530227661133,0.016696829348802567,0.309395432472229,0.37282148003578186,0.17889907956123352
23,5.8702168464660645,2.204547643661499,0.003838736331090331,0.5283860564231873,6.001742362976074,2.3059847354888916,0.06172892078757286,0.12469466775655746,0.4501553177833557,0.41985809803009033
24,5.861014366149902,2.2754061222076416,-0.14138270914554596,0.4387904703617096,5.999587535858154,2.366265058517456,0.14490695297718048,-0.16709266602993011,0.3583907186985016,0.679531991481781
25,5.816391468048096,2.3246443271636963,-0.47620832920074463,0.22777512669563293,5.949966907501221,2.4031033515930176,0.2581166923046112,-0.5164791345596313,0.14550870656967163,0.8214432597160339
