n_episode,n_iteration,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,0,5.245803356170654,6.483573913574219,0.30912598967552185,0.0,0.0,0.0,4.680609703063965,5.716385364532471,0.0,0.0,0.1297949105501175,0.0
0,1,5.245803356170654,6.483570098876953,0.309131383895874,-1.6232921495884511e-07,-1.7172726074932143e-05,2.6944117053062655e-05,4.663187503814697,5.6991801261901855,0.008888965472579002,-0.1729849874973297,-0.24267250299453735,0.0528317391872406
0,2,5.245803356170654,6.4835662841796875,0.3091367781162262,-1.6216459641782421e-07,-1.7173071682918817e-05,2.6944424462271854e-05,4.682069301605225,5.692355632781982,0.02326236292719841,0.2989797294139862,0.11542841792106628,0.10216397047042847
0,3,5.245803356170654,6.483562469482422,0.30914217233657837,-1.619909824057686e-07,-1.7173446394735947e-05,2.6944731871481054e-05,4.739084720611572,5.696557521820068,0.05276665836572647,0.27069810032844543,-0.05340892821550369,0.1545061469078064
0,4,5.245803356170654,6.483558654785156,0.30914756655693054,-1.6181738260456768e-07,-1.7173821106553078e-05,2.694503746170085e-05,4.746479034423828,5.705254554748535,0.06669134646654129,-0.11760265380144119,0.11175768822431564,0.03400322422385216
0,5,5.245803356170654,6.483554840087891,0.3091529607772827,-1.6164375438165735e-07,-1.717419763735961e-05,2.694534487091005e-05,4.773809909820557,5.735693454742432,0.0694691464304924,0.33845409750938416,0.2026693969964981,-0.0202776025980711
0,6,5.245803356170654,6.483551025390625,0.3091583549976349,-1.61470126158747e-07,-1.7174572349176742e-05,2.6945652280119248e-05,4.811909198760986,5.790574073791504,0.0847124233841896,0.0656626969575882,0.3278736472129822,0.14882536232471466
0,7,5.245803356170654,6.483547210693359,0.30916374921798706,-1.6129649793583667e-07,-1.7174947060993873e-05,2.6945959689328447e-05,4.840232849121094,5.822118759155273,0.12767758965492249,0.19401785731315613,0.018733028322458267,0.2593635618686676
0,8,5.245803356170654,6.483543395996094,0.30916914343833923,-1.6112285550207162e-07,-1.7175321772811003e-05,2.6946267098537646e-05,4.881079196929932,5.823288440704346,0.17562836408615112,0.2117166817188263,-0.005261939484626055,0.21644075214862823
0,9,5.245803356170654,6.483539581298828,0.3091745376586914,-1.6094921306830656e-07,-1.7175696484628133e-05,2.6946572688757442e-05,4.868420124053955,5.81383752822876,0.19163522124290466,-0.2596282958984375,-0.0877022072672844,-0.02140110172331333
0,10,5.245803356170654,6.4835357666015625,0.3091799318790436,-1.607755564236868e-07,-1.7176071196445264e-05,2.694688009796664e-05,4.855508804321289,5.818456649780273,0.18381144106388092,0.058945510536432266,0.08952630311250687,-0.029864812269806862
0,11,5.245803356170654,6.483531951904297,0.30918532609939575,-1.606018855682123e-07,-1.7176445908262394e-05,2.694718750717584e-05,4.848474025726318,5.819697856903076,0.18150433897972107,-0.0864761471748352,-0.02704521454870701,-0.005685522221028805
0,12,5.245803356170654,6.483528137207031,0.3091907203197479,-1.6042821471273783e-07,-1.7176820620079525e-05,2.694749491638504e-05,4.8543171882629395,5.8859124183654785,0.1868835687637329,0.11195060610771179,0.6607038974761963,0.11049109697341919
0,13,5.245803356170654,6.483524322509766,0.3091961145401001,-1.6025452964640863e-07,-1.7177195331896655e-05,2.6947800506604835e-05,4.826107501983643,6.015611171722412,0.21296122670173645,-0.3643784821033478,0.6380972266197205,0.11300897598266602
0,14,5.235316276550293,6.536689281463623,0.14639869332313538,-0.06622370332479477,0.40054383873939514,-1.0441370010375977,4.810747146606445,6.170989513397217,0.25413596630096436,0.17019863426685333,0.9314249157905579,0.3040415644645691
0,15,5.225942611694336,6.679469585418701,-0.1864980161190033,0.03076150454580784,1.1810965538024902,-2.4648728370666504,4.938949108123779,6.430087566375732,0.34524717926979065,1.0760791301727295,1.6002217531204224,0.6638224124908447
0,16,5.311980724334717,7.070435523986816,-0.7585042715072632,0.9827514886856079,2.6487925052642822,-2.6146085262298584,5.1941914558410645,6.772017002105713,0.5325978994369507,1.4176121950149536,1.8223522901535034,1.2354323863983154
0,17,5.592267036437988,7.64708137512207,-1.0955055952072144,1.6744087934494019,2.968357801437378,-0.8533018231391907,5.5145134925842285,7.145740032196045,0.8325766324996948,1.8038991689682007,1.9504034519195557,1.6673839092254639
0,18,5.941965103149414,8.232076644897461,-1.186819314956665,1.7856872081756592,2.872100591659546,-0.19075848162174225,5.852585792541504,7.652424335479736,1.1535533666610718,1.5892674922943115,3.0932860374450684,1.5047709941864014
0,19,6.42354154586792,8.495770454406738,-0.5572337508201599,3.7781693935394287,2.282193899154663,4.747654914855957,6.167762756347656,8.307616233825684,1.343712329864502,1.3958035707473755,3.1869282722473145,-0.11051362007856369
0,20,7.191527366638184,8.782289505004883,-0.028223197907209396,3.221458911895752,-0.33331018686294556,-0.5305284261703491,6.455316066741943,8.499444961547852,0.3939202129840851,1.7094902992248535,0.015615328215062618,-7.022380352020264
1,0,5.8018012046813965,5.226411819458008,-0.03239081799983978,0.0,0.0,0.0,5.217537879943848,4.334776878356934,0.0,0.0,0.18326906859874725,0.0
1,1,5.801800727844238,5.226410865783691,-0.03238888084888458,-2.1345292680052808e-06,-3.7379511468316196e-06,9.685323675512336e-06,5.261754512786865,4.423733234405518,-9.913925168802962e-05,0.4216500520706177,0.6993656158447266,-0.013923761434853077
1,2,5.80180025100708,5.226409912109375,-0.03238694369792938,-2.1345285858842544e-06,-3.7379411423899e-06,9.685341865406372e-06,5.413270950317383,4.659176349639893,0.005124279297888279,1.0757532119750977,1.6352384090423584,0.06076471880078316
