num_traj,data_id,xo,yo,thetao,vxo,vyo,omegao,xo,yo,thetao,vxo,vyo,omegao,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,0,0.9677271571623111,0.7449430839224989,0.0,-0.03940026850041385,0.0064327412416248925,0.0,1.0206383647560304,0.6132396446821019,0.0,-0.0018160786581670058,-0.03135497154257042,0.0,0.953796965536853,0.9344374292947996,0.0,0.00274736934933293,0.015334737392968353,0.0,0.9517659066910116,0.31495704723869083,0.5718587483635261,-0.004277732481916985,0.04793783998047266,0.09829132108273719
0,1,0.9672759824541309,0.7450275802126091,0.00018515838920515743,-1.2891685689710216e-05,1.2139817282085663e-05,-5.1312964302312225e-06,1.0206019986589678,0.6129952752624919,-0.0002561482968335478,-1.3039834861223519e-05,-1.5839557242559742e-05,-5.821325042032183e-06,0.9537797494037114,0.9345003340106388,0.00022153169414875436,-1.3488827444173028e-05,-9.774575056649904e-06,-1.852318731729e-05,0.9512886332526392,0.35435955060342655,0.5770787801850914,-0.0009380930455549194,0.35031538459343237,0.009724279695294862
0,2,0.9632579783831936,0.7528104992434456,-0.04225012193387228,-0.2297770357004035,0.4422323383395881,-2.4223161672636597,1.00043545577745,0.6600188105240855,0.36602610239010536,-0.1666594482359021,0.453003902369246,4.0027470862156385,0.9537973266553184,0.9345183395893425,0.00022323217595356497,5.3644359440672996e-05,-0.00017288510734609765,1.0557711367707218e-05,0.9523105005998536,0.4509884016436462,0.5701952904911731,0.018750814423243566,0.5882608070950269,-0.12125322038029179
0,3,0.9065041465019872,0.8527403974453284,-0.5433812159768249,-0.4536248161340836,0.48486844443672095,-2.9820606362010325,0.9616145246827034,0.7693318837524372,1.3639960051031772,-0.2506708233111964,0.616616694416319,6.839644834239913,0.9551159579617838,0.9404306736263593,-0.033678411025757214,0.05640097869476206,0.2445860906247395,-1.4801435786693982,0.9565662502098803,0.591303162057862,0.5435624541869382,0.027981637383980067,0.8043280028965553,-0.15420411919894408
0,4,0.811360139417333,0.9565673222068842,-1.03233064288799,-0.513914947980973,0.5394576308730529,-2.6708280051599247,0.8994283577469674,0.9095869279182207,2.8259240975065314,-0.40819659936366337,0.7591375237511575,8.014943049747666,0.9640341656005962,0.987169495547097,-0.290106235832293,0.07761210401054801,0.41558999478826214,-2.218644831023024,0.962370569171773,0.7732100847978591,0.5144046070838769,0.03131413328738631,1.013107311116929,-0.13411991666515924
0,5,0.7178942550659615,1.049171488601999,-1.4675135850790328,-0.3678974312613534,0.3664765891584686,-1.7924631417409636,0.8191895521708241,1.0877604285250422,-1.6700807736013656,-0.42366043252940894,1.008995586500877,9.163949255457043,0.9364007853660102,1.1505226975488732,0.0064200859526120195,-0.26799081812136544,1.0866767706923326,4.199775245966474,0.9695983659970504,0.9983444725241248,0.487523652009581,0.03838525956576062,1.2467930623090537,-0.11781394939045146
0,6,0.6126543505173099,1.2364177636452398,-0.9750161656579369,-0.5363629666055114,1.0658115755249469,3.8374421640109913,0.7342393209297258,1.3031304916995938,0.22120487100167982,-0.44923714501910766,1.1381954669001477,9.635516859764238,0.8753961962893246,1.380496588677531,1.0283133945495708,-0.33948432743441187,1.2219286452994957,6.246160652908092,0.9788542525087046,1.266073127316031,0.49920041615135197,0.04690361958306689,1.442190175900825,0.14754528701364497
0,7,0.47605852739979837,1.5324794263269992,0.3465691613674,-0.6733063355990582,1.4955803144370643,6.94821102275659,0.6327163598878823,1.5504834502002895,2.0397300245322607,-0.3148127729453631,-0.02925102362835313,0.8493599994182012,0.8240149616640943,1.5510378557496896,1.9625957110860073,-0.02255163904465034,-0.009749510506559202,0.06257566665919244,0.9709054223372684,1.4263111531630617,0.18469431608072237,-1.6521618961283296e-06,5.311842896035118e-06,1.0303543105630482e-07
0,8,0.40446986984435485,1.5435582669550814,0.22237462741907213,-0.1993754198838953,-0.027050504952184334,-0.15664896497343783,0.5977276645520632,1.5482177992990866,2.0995742476225883,-0.021739671016261716,-0.0042275128729535,-0.04231708646429484,0.8229028174089986,1.550181325838252,1.9700924244695777,4.437609094734999e-05,-2.430561713668548e-05,0.0015668500607037715,0.9712185290970632,1.4256085486040095,0.1871525214325259,3.89240031369499e-06,-3.861051046466675e-05,8.471103668658295e-05
0,9,0.3918419747619656,1.54119879413033,0.22130909028275805,0.0006335398228319699,-0.0008816887110258526,6.397123163610959e-05,0.5975753407172716,1.5483041108763715,2.0992079939437773,-7.3977068010889214e-06,4.769164583217733e-05,-2.2464176166997292e-08,0.8228686439663234,1.5501463326616247,1.9709705357582947,-0.0006734547629306811,-0.0003426064512035068,0.01677730900400554,0.9712190191377363,1.4256035175460953,0.1871643638068046,1.002996154059741e-06,-7.023494689286161e-06,1.6487116282016432e-05
1,0,1.042710596897467,0.6755468333700475,0.0,-0.004360949167356257,-0.03761637789363808,0.0,1.1580635844542781,0.9460737202376124,0.0,-0.040253009436855475,-0.00783379224196238,0.0,0.9119445594259685,0.7454728904566775,0.0,0.016154976600800147,-0.0075503502109591225,0.0,0.8756387521319882,0.38264843445936564,0.5010902693254242,0.058339158377301054,0.038979681371542105,-0.14600887020902445
1,1,1.040379939486819,0.6818021018084214,0.04601157125551983,-0.0898620424442277,0.26065269133968716,1.752597081948211,1.157591293681465,0.9459808157678451,-0.00030792723601106203,6.019820190900739e-07,-8.88897179153092e-07,2.949778058791502e-05,0.9119751858393174,0.7454522183659325,-0.0001869579981531768,-1.735473859548311e-05,-1.507009901957991e-05,-3.5718982896382847e-06,0.8781953757342534,0.4239910437073267,0.49435957186522267,0.006189593384767773,0.3426159840844548,-0.06919785678274666
1,2,1.0152604775378908,0.7574015276944505,0.5315341544033098,-0.14802184683470845,0.49268020734073137,3.26971554722824,1.1575909664532706,0.9459808761356165,-0.0003019426801005165,-1.5124251843412425e-06,-3.353659726483365e-08,2.987182503248306e-05,0.9119581200324295,0.7454625803415068,-0.00017879919156118114,0.00016753398985532903,-4.852391289962251e-05,1.7838378954254682e-05,0.8791611582718992,0.5185937486939057,0.47566462333985954,0.0053574279072646945,0.5997364453086819,-0.11591495219438255
1,3,0.9818870940122344,0.8737767288794314,1.3891125055575404,-0.17369948548676598,0.6324187247878261,4.768872309586852,1.1549870958195978,0.9548418164982935,0.05841145731759583,-0.16416793115585554,0.5593095940983561,3.7258772618065765,0.8838564988577857,0.8273322763743557,0.4035525966577091,-0.1964052544346744,0.6414927243906878,3.3603029422161477,0.881800781644748,0.6605600308648318,0.4397137355348754,0.021951381524426973,0.7915525176982273,-0.37079109242254604
1,4,0.9454984839345674,1.0240912012523136,2.492210721209269,-0.19476662809561465,0.8846369534978791,6.078530727103956,1.119536452645377,1.0888609264738884,1.054418606236689,-0.20256067521210744,0.7889106806706431,6.3024903627029145,0.8378365233847991,0.9842323559108627,1.3386791058310175,-0.2568561393641913,0.9196856585991283,5.84100565432592,0.8857005513276645,0.8420566464572504,0.3562167014140898,0.01903740956264319,1.0234393009913516,-0.4619840488410421
1,5,0.9048636234974058,1.2280918635441478,-2.588274213110056,-0.20648465380226727,1.1502568760907579,6.093882328965046,1.0730083919427897,1.2724570847914967,2.390142694321997,-0.25556286581456594,1.0445508834400603,7.090519983874497,0.7837839380632394,1.1962603200659492,2.6314902487264304,-0.28413762531268094,1.1978076444204953,6.780752974266431,0.8895607316059964,1.069199049436951,0.25797703899311136,0.019388537745053364,1.2389403175762113,-0.5097873530835618
