num_traj,data_id,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage
0,0,0.20293558033919434,0.0,0.0,0.06355128793482183,0.0,0.0,0.36981967252215536,0.0,0.0
0,1,0.16868019470540555,0.0,0.0,0.028935892589330728,0.0,0.0,0.33483367325499047,0.0,0.0
0,2,0.09816308309916265,0.0,0.0,3.243128791759075e-05,0.37819192035446514,1.517576468876427,0.2562303324923174,0.0,0.0
0,3,0.09956757911866326,0.0,0.0,0.0002465400936552872,0.1241121319705941,0.4233484609588501,0.1495457239552995,0.0,0.0
0,4,0.08386528854316197,0.0,0.0,0.0003198805569218043,0.08938841683266646,0.39787978687487474,0.03537579955391518,0.0,0.0
0,5,0.012780048209290868,0.0,0.0,0.0006340043352519506,0.0,0.0,6.902721763210235e-05,0.296886358111149,1.264241434167231
0,6,0.0007987172498264494,0.0,0.0,0.0004013362842336497,0.2011987434827538,0.8642562115871636,3.680780858404767e-05,0.0,0.0
0,7,0.06673054395842169,0.0,0.0,0.033718419974962964,0.0,0.0,0.0006833385675230992,0.0,0.0
0,8,0.13181320626375706,0.0,0.0,0.039844857587846734,0.0,0.0,9.30407828982402e-06,4.20231346178157,13.330528834656313
0,9,0.14157885003822032,0.0,0.0,0.04008124259014419,0.0,0.0,6.050923999814605e-05,2.236441296833486,8.02063965255528
1,0,0.02663095959788988,0.0,0.0,0.2346225334702389,0.0,0.0,0.15077791868164836,2.2246624965206094,7.785950727346954
1,1,2.2559483110463918e-05,0.03607186605748524,0.133503336097788,0.1957847558237241,0.0,0.0,0.1169460388053179,0.0,0.0
1,2,3.276945351710431e-05,0.14842254280200917,0.5558945154021981,0.10868929855988387,0.0,0.0,0.036661869797148514,0.0,0.0
1,3,0.00029971356613642784,0.0,0.0,3.417863461452676e-05,0.29393498110839655,1.212446491826058,1.4790197502616523e-05,0.0,0.0
1,4,0.00025287385208145355,0.21009447104261794,0.6588905353360789,0.0002462450227415562,0.1937940498914518,0.5391435441032175,6.579755437625712e-05,0.15482340128236946,0.5599568710847231
1,5,0.0002752734199660347,0.20847565156198852,0.5810454264506448,0.0002820269622098176,0.13827205022855044,0.471643318437712,0.0001736641663388377,0.19038461204269952,0.5465852254292259
1,6,0.00024873524141984764,0.19756339663508152,0.5468012940684895,0.0002831248840158351,0.12423904361467285,0.4700457426216645,0.0003653496650007715,0.11112260179205842,0.3246722837611588
1,7,0.00728185426368497,0.0,0.0,0.017347112869660074,0.0,0.0,0.0002174647393285878,3.598596134169712,11.220983355386219
1,8,0.00746903777257155,0.0,0.0,0.016924537154507455,0.0,0.0,0.0001689159877683637,3.0868764579438577,9.000302201965951
1,9,0.007429495176778667,0.0,0.0,0.01683562886648023,0.0,0.0,0.00017339345124545654,3.1879009776317653,9.205635693608652
2,0,0.049950904524763286,0.0,0.0,0.21446330245731993,0.0,0.0,0.32891105026295175,3.391672877016382,9.807228846856008
2,1,0.009468905824644108,0.0,0.0,0.17384258099560648,0.0,0.0,0.2865161823833523,0.0,0.0
2,2,3.135777523705724e-05,4.0230047983333055,14.04914366651057,0.09986465056312828,0.0,0.0,0.20968191395429137,0.0,0.0
2,3,0.0002720747356319218,0.14069413599802175,0.4531474776925864,0.08950037617029959,0.0,0.0,0.09941373621076227,0.0,0.0
2,4,0.0003377653112763334,0.1403299603189421,0.6265412702466278,0.04452641200856715,0.0,0.0,0.015103446989264118,0.0,0.0
2,5,0.00019987339201507084,0.12332194458769409,0.5519044781842191,0.0008710659082336835,0.06790658386875749,0.30399102187410015,0.0006496957829062046,0.0,0.0
2,6,0.0006415019002294133,0.0,0.0,0.03015571563360099,0.0,0.0,0.0030378375344287827,0.0,0.0
2,7,0.03582047435599906,0.0,0.0,0.07517323826936152,0.0,0.0,0.00045658001198836445,0.06708743854695622,0.25836299865409984
2,8,0.13497639414067236,0.0,0.0,0.0860678302192327,0.0,0.0,1.546806893457122e-05,2.880359076091905,8.659364412938254
2,9,0.15357154511023183,0.0,0.0,0.08680026917480038,0.0,0.0,4.746347337769991e-05,2.6704403887153543,8.570779654314128
3,0,0.2923256753965277,0.0,0.0,0.08609140012915503,0.0,0.0,0.27759429625194604,2.382237186995096,7.571768377667867
3,1,0.25500723311384205,0.0,0.0,0.04654644658433275,0.0,0.0,0.24299515326531548,0.0,0.0
3,2,0.16155740799878798,0.0,0.0,1.0086668887126173e-05,0.1213813370642074,0.4601358408255666,0.15031489194702158,0.0,0.0
3,3,0.017705481237020083,0.0,0.0,1.1148805234116169e-05,0.20897569400867055,0.6118525246299773,0.006418940076334649,0.0,0.0
3,4,1.87100874649605e-05,0.11123925111848919,0.48991620267431923,2.5127277194889718e-05,0.11742471998442015,0.49923079230460277,1.962960388679728e-05,0.10640363008302021,0.4742812532556623
3,5,2.4796932376326693e-05,0.12694301157908366,0.5660628338241663,2.2102793856419806e-05,0.1393223167635809,0.5981750526950598,2.395448736995747e-05,0.12417333051720596,0.5543909052393506
3,6,1.3729124681535695e-05,0.10477518651814012,0.4696650838684409,1.4856569804991361e-05,0.14407601320580282,0.4645934950391088,1.2152754362706908e-05,0.15335057010884723,0.43941419282992256
3,7,0.007200659492081489,0.0,0.0,1.4293515887650934e-05,2.943628591309143,8.166586359842054,0.012701385758200139,0.0,0.0
3,8,0.0072005783335687065,0.0,0.0,1.9076160256505774e-05,2.4110218300068587,6.852237717153746,0.012750672255224969,0.0,0.0
3,9,0.007195518940113436,0.0,0.0,1.9413184721370943e-05,3.0964586164684045,8.868208314290618,0.012752387362554367,0.0,0.0
4,0,0.22040034292083852,0.0,0.0,0.279078911352274,2.9961830670841576,8.59901662119012,0.0014335836918041424,0.0,0.0
4,1,0.19056015166059406,0.0,0.0,0.24694349571129512,0.0,0.0,9.328356648370954e-06,0.2592054840385601,1.0410327680068865
4,2,0.11866013248368863,0.0,0.0,0.1781692163646012,0.0,0.0,4.5404455891290885e-05,0.1086230339946923,0.46631095747173895
4,3,0.004347469773603377,0.0,0.0,0.06888731712552101,0.0,0.0,3.622888895560282e-05,0.015141075063426171,0.06616148084143346
4,4,0.0003365003265596348,0.24313848762749288,1.0908908124006078,0.000314716200981695,0.22694431778942173,1.0184293392226142,0.000345801371723451,0.21790095550369257,0.9752173501655518
4,5,0.00048176390577261323,0.21303604373485738,0.9555841859619691,0.00047003936660206983,0.20024871145921663,0.8978156858006158,0.00022667461304459014,0.07676370936593639,0.3410205882123455
4,6,0.0009343005011428851,1.2057200541159645,4.656769675850422,0.002610858224243606,0.0,0.0,0.00027805313102457043,0.0,0.0
4,7,0.0937402596734198,0.0,0.0,0.0031345930357951574,0.011845492934596628,0.03307829721049225,0.01657593266029535,0.0,0.0
4,8,0.1951134512177448,0.0,0.0,0.00027359725053364184,3.4319156529467465,11.601173065258923,0.021910528607652077,0.0,0.0
4,9,0.21029897757692562,0.0,0.0,0.00028282747732354775,2.365246105042453,7.971796825159716,0.021898152140684694,0.0,0.0
5,0,0.1208728234436584,0.0,0.0,0.029999999999999957,2.627472617112428,8.900393265986889,0.0007557795262394967,0.0,0.0
5,1,0.09962260520725011,0.0,0.0,0.0016017624705122683,0.5547818237406207,2.4859469022626692,1.5055664780295281e-05,0.0201848369357408,0.0871134469609603
5,2,0.09992271789413115,0.0,0.0,8.147728530330602e-05,0.563657540242528,1.9575907019844683,5.6939107553848794e-05,0.32285253741940895,1.4110726068791095
5,3,0.09417639937269019,0.0,0.0,9.206735625602122e-05,0.4957431384983539,2.111102676739579,9.493253787677672e-05,0.06763442330056631,0.20041161936844923
