n_episode,n_iteration,n_sample,n_horizon,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag,shortest_distance,S_stick,S_engage
0,0,0,0,5.245803356170654,6.4835734367370605,0.30912673473358154,-1.387502468475077e-08,-2.42106716541457e-06,3.7561633234872716e-06,4.692000389099121,5.707111358642578,0.012342937290668488,0.13570310175418854,-0.2064599096775055,0.07768811285495758,0.3109193444252014,0.0,0.0
0,0,0,1,5.245803356170654,6.483572959899902,0.30912747979164124,-1.3875120608020097e-08,-2.4210644369304646e-06,3.7561703720712103e-06,4.7238545417785645,5.668327808380127,-0.009245910681784153,0.23866471648216248,-0.24206168949604034,-0.059136588126420975,0.35949450731277466,0.0,0.0
0,0,0,2,5.245803356170654,6.483572483062744,0.3091282248497009,-1.3871773951734667e-08,-2.421072395009105e-06,3.756177420655149e-06,4.792680740356445,5.588996410369873,-0.04705043509602547,0.538163423538208,-0.590499758720398,-0.11992090940475464,0.43906930088996887,0.0,0.0
0,0,0,3,5.245803356170654,6.483572006225586,0.3091289699077606,-1.386841752548662e-08,-2.42108012571407e-06,3.7561844692390878e-06,4.889410495758057,5.490601062774658,-0.11956217885017395,0.27116620540618896,-0.42599090933799744,-0.273693710565567,0.5388840436935425,0.0,0.0
0,0,0,4,5.245803356170654,6.483571529388428,0.3091297149658203,-1.3865064651952252e-08,-2.4210880837927107e-06,3.7561915178230265e-06,4.915097713470459,5.447622776031494,-0.17412595450878143,-0.004256215877830982,-0.013111976906657219,-0.0695652887225151,0.5867980122566223,0.0,0.0
0,0,0,5,5.245803356170654,6.4835710525512695,0.30913046002388,-1.3861709113882625e-08,-2.421096041871351e-06,3.7561985664069653e-06,4.915090560913086,5.447532653808594,-0.17474305629730225,5.805129887903604e-08,-2.039680056797888e-11,6.197183211043011e-07,0.5870240926742554,0.0,0.0
0,0,0,6,5.245803356170654,6.483570575714111,0.3091312050819397,-1.3858364233954035e-08,-2.4211039999499917e-06,3.756205614990904e-06,4.9168806076049805,5.441351890563965,-0.17818096280097961,0.01580381579697132,-0.06079897657036781,-0.04982779920101166,0.5934322476387024,0.0,0.0
0,0,0,7,5.245803356170654,6.483570098876953,0.3091319501399994,-1.3855008695884408e-08,-2.4211119580286322e-06,3.7562126635748427e-06,4.918466567993164,5.43921422958374,-0.18191289901733398,-3.773511343752034e-05,-0.00011319796612951905,-3.533376400355337e-07,0.5959302186965942,0.0,0.0
0,0,0,8,5.245803356170654,6.483569622039795,0.3091326951980591,-1.385165582235004e-08,-2.4211199161072727e-06,3.7562197121587815e-06,4.923141002655029,5.447667598724365,-0.19189602136611938,0.0437542162835598,0.08515307307243347,-0.11219311505556107,0.5890038013458252,0.0,0.0
0,0,0,9,5.245803356170654,6.483569145202637,0.3091334402561188,-1.384830827788619e-08,-2.421127646812238e-06,3.7562267607427202e-06,4.912457466125488,5.455774307250977,-0.21653276681900024,-0.1092444509267807,0.02301650121808052,-0.08492424339056015,0.5783288478851318,0.0,0.0
