shortest_distance,com_distance,max_contact_normal_force
0.0,0.2999999999999998,0
1.9111395533242258e-05,0.29998406473500805,8.769394816725212
1.8541315897950513e-05,0.30008947551239223,5.566158405147446
1.904205799573865e-05,0.3006086978689345,7.825416020194643
1.3891250633179138e-05,0.3005250147519259,5.66043502574603
1.2506002650030466e-05,0.30011954306046257,7.968356671575284
3.882221564680208e-05,0.3003224532582883,8.41566084902825
2.1551343230779374e-05,0.3009251743960457,8.43465906495673
1.5325711133451564e-05,0.3004741492686596,8.799842155185885
8.97319942851221e-06,0.30033098843578243,8.250172055575772
4.700277341642236e-05,0.30245247917672047,5.866044352699755
0.000647941721319233,0.3014089425646228,7.714537639082272
4.498393916907207e-05,0.30406871616245573,10.791359189531725
0.00020485904265787872,0.35046243973025915,0.3647313834369105
0.0001973813739976156,0.47060491884762684,11.302989154024791
0.00019986864582842185,0.6609844375940782,0.0
0,0.8999443523473416,0
0,1.207520575604325,0
0,1.6189217282018313,0
0,2.15260396808134,0
