num_traj,data_id,shortest_distance,com_distance,max_contact_normal_force
0,0,0.23231053303131144,0.5435820575252395,0
0,1,1.1211285180419691e-05,0.31971916813230666,2.7263701258504
0,2,3.320691616146622e-05,0.32346002597937695,12.284706745164334
0,3,1.2444509725415612e-05,0.32515588492961217,10.876071810295786
0,4,2.9679966482821242e-05,0.3315354169526987,15.03744533371465
0,5,0.0002800416885738964,0.33015927712829474,2.5337906778929233
0,6,3.338297720767627e-05,0.30880927961545523,5.94179593605285
0,7,0.00012876859726204733,0.31550227894405464,5.656105133274719
0,8,4.45653144666968e-05,0.43960001031512047,20.6872896787266
0,9,4.101686917933686e-05,0.6283589539313629,5.959869032432655
1,0,0.14111089669245924,0.4549028315672947,0
1,1,6.624403018981623e-05,0.3317143315587202,2.2538710059480973
1,2,4.8068947368258414e-05,0.3585731247458258,0.6582168815105177
1,3,1.2180669801399739e-05,0.4399851849901535,10.461831958891349
1,4,0.00010073547021527723,0.5999593061610508,22.042500418718582
1,5,0.03704053063589188,0.8335253426499001,0
1,6,0.4027843710822449,1.1889877907057882,0
1,7,1.6356991430995205,2.2665256646674905,0
1,8,3.6060030016722715,4.1336210877664215,0
1,9,4.593366051482616,5.098337927407023,0
2,0,0.1881440132742281,0.4942046936009919,0
2,1,4.667848995573814e-05,0.33403018527368084,7.09180955651054
2,2,1.163840944816117e-05,0.34409545597855057,5.628550676586176
2,3,3.4889896638317634e-05,0.3716885505882695,4.486400126437438
2,4,4.06527085813729e-05,0.4040410165144879,15.28031575470482
2,5,9.828875695918007e-06,0.48965904846383335,15.177685945867994
2,6,0.0005437581739828908,0.5804219305182406,0.0
2,7,0.0002018071389778341,0.6284837795679673,0.0
2,8,3.353131774833415e-05,0.642646045375315,18.2115364094103
2,9,1.3226558148567637e-05,0.6619354156987356,14.61657946021109
3,0,0.2209348707018687,0.5215005519803427,0.0
3,1,1.0461083030372456e-05,0.3016100153823516,9.317885637532157
3,2,1.301523793957257e-05,0.3004686397461678,8.538528043281783
3,3,2.691582548861519e-05,0.300409036769909,6.566212839972984
3,4,2.6832987136736976e-05,0.3063757966458864,8.642293935860248
3,5,1.684315222975652e-05,0.33265176507596417,12.815657308541994
3,6,1.6668766053650056e-05,0.482174393591275,14.15793517787222
3,7,0.07628789205997645,0.8549732926459016,0
3,8,0.5844970162297933,1.3923807379698707,0
3,9,1.7814036245246947,2.520997869373903,0
4,0,0.19439435437076227,0.4951316688727638,0
4,1,3.793876164160778e-05,0.30051450670527974,5.909851416586104
4,2,1.152298379915977e-05,0.3000905895100057,7.837010216382959
4,3,1.7017997516458997e-05,0.3007913901864657,10.042851836866374
4,4,3.430569770348943e-05,0.3053277127352008,9.6007071288779
4,5,1.63749329025435e-05,0.30456719012279293,3.399396489239106
4,6,1.1114157858895893e-05,0.3017232217772993,3.8641430180320953
4,7,1.3985103541306611e-05,0.30245971495457347,6.780367135839611
4,8,1.4851373574585217e-05,0.3014412425185322,7.3112506567553694
4,9,1.4615990389603402e-05,0.30340903831743454,7.4349551181646
5,0,0.2576798644116322,0.5652031185211815,7.955317566361952
5,1,0.00015946397154258674,0.3097183553112574,4.444039490307033
5,2,2.394613136472378e-05,0.305872165189141,8.867517765138732
5,3,5.491573608504289e-05,0.3047189876587136,6.894185705024513
5,4,1.5144152646214173e-05,0.303163372840375,9.4146523181477
5,5,1.2487209457658299e-05,0.3034421008970153,3.785673549987076
5,6,1.3924030720686785e-05,0.3016547654370977,10.718547615560336
5,7,1.1345403407370592e-05,0.3052002273148444,8.731908612850592
5,8,2.5764543913824126e-05,0.302603075724819,6.570612356870809
5,9,1.0760130952371399e-05,0.30232446469832264,3.50153941778879
6,0,0.2401548342491014,0.5432636209331106,5.849398185721417
6,1,6.083278475527703e-05,0.3037464453239373,10.480018360414142
6,2,1.7388633378927275e-05,0.30243662681857475,8.670544897386122
6,3,1.443687776325558e-05,0.301777515714582,6.107894529129801
6,4,1.2868989534169852e-05,0.3015577833713911,8.550894290919604
6,5,1.0996390201142498e-05,0.30194856264586245,7.20120329376612
6,6,1.2392997195020122e-05,0.30069690415598205,7.5745068877955495
6,7,1.2278570172600884e-05,0.30156194027923455,9.393311134077907
6,8,2.0657022804284535e-05,0.3000064962667784,8.186910723204413
6,9,1.4368306705256045e-05,0.30025901378440006,8.36749814135003
7,0,0.32457121478396866,0.6278227158571354,4.896171820002972
7,1,0.026244635264934642,0.34299068328782534,0
7,2,1.7026151844254915e-05,0.40320277532799176,22.200586458309495
7,3,1.9687728460635044e-05,0.5923520180151441,0.0
7,4,0.07938699614058242,0.8871461458604086,0
7,5,0.7346046232378829,1.4944370432676224,0
7,6,2.225011182114627,2.846889578775131,0
7,7,4.405226539733165,4.94054763068395,0
7,8,5.611116362446918,6.1114050055806,0
7,9,5.644280927709755,6.110336257254652,0
8,0,0.26547861034316395,0.565606095508279,0
8,1,6.311255801955175e-05,0.3021450108598682,1.4427657713591766
8,2,3.92146942159629e-05,0.3006905467253007,8.68106081769238
8,3,1.3892717156431545e-05,0.3012585420857044,9.318687257697487
8,4,1.1237459059651658e-05,0.30292357593867286,9.33696681144075
8,5,1.1067544631384128e-05,0.3027675662749807,7.525341985318801
8,6,5.574043365720933e-06,0.30161211682552125,10.203599493797116
8,7,1.1213155597219844e-05,0.3013701374846209,9.2777451510527
8,8,1.910731276982673e-05,0.30061773114932433,7.061296204816359
8,9,4.7536557566430385e-06,0.30140091810136965,6.040980073327743
9,0,0.22489576825059318,0.5250592158563252,6.5327679573022985
9,1,0.00021272009180133494,0.29997725125994046,6.269898618584598
9,2,1.4403590893344585e-05,0.30010818744751144,5.7269434109214385
9,3,1.676519073808695e-05,0.3004246198482458,4.990563601041362
9,4,1.3806080832014443e-05,0.3004048991840633,5.773061969483397
9,5,1.268464742115687e-05,0.3003159816734773,7.348157819988687
