num_traj,data_id,shortest_distance_spring,S_stick_spring,S_engage_spring,shortest_distance_ground,S_stick_ground,S_engage_ground
3,0,1.2141500035054015e-05,1.7502927197961022,2.993276304733732,6.626320193657206e-06,1.2760848484842704,4.078751767516703
3,1,4.0975581111779885e-05,2.4421603843700597,4.176479167769774,2.1850807786051932e-05,1.5527569659779903,4.941381834827359
3,2,0.0003398783063987,2.6979425435921,4.613906977995017,6.35060379694536e-05,1.6358316554057817,4.962220905896627
3,3,0.000548481813768781,2.2597065252567514,3.864454314851285,2.4870511966092537e-05,0.0,0.0
3,4,0.000719313240871262,2.267970332181161,3.8785867286876865,0.00018384213954192492,0.0,0.0
3,5,0.0008762311319304985,4.206247970677057,7.193346987417297,0.00037401214956300945,2.4089004290249263,6.900886089433891
3,6,0.0010231080438501275,9.119590754487684,15.59593755021252,0.0006469886354907289,5.5462823228147,15.382245023220893
3,7,0.012843253038329581,0.0,0.0,0.0003683665855633861,1.1143987185447741,1.8361807536698702
3,8,4.036550813548658e-05,1.685696748800883,2.8828070958650756,0.00029843538695861933,0.0,0.0
3,9,2.2879327302277392e-05,0.8506579238289645,1.454759083585884,0.034660658170360126,0.0,0.0
4,0,1.2032475547991772e-05,1.5590839984813591,2.8278137913724435,7.374170260419574e-06,0.9962502991065815,3.938154262211129
4,1,3.48407255608967e-05,2.147878717104463,3.895749750909591,1.7972988736627074e-05,1.2029195047155739,4.714212692520406
4,2,0.000316435609218398,2.489329969768229,4.515062486947394,1.770798991462645e-05,1.3139336229419207,4.849595391124545
4,3,0.000542370111525388,2.6786440591614533,4.858433979264965,0.0001257519155715165,1.365490100997215,4.9004969404030785
4,4,0.0007360689793809648,2.997596747374096,5.436939575655615,0.0003270674082385145,1.451270198536931,5.176067104608899
4,5,0.0009169824111769771,5.186556856155839,9.407201371688142,0.00031292181372189094,3.601576092899885,12.633164297717418
4,6,0.0011515953333276748,5.845838792389443,10.602984643736628,0.00039984668366410854,2.8310295759984343,10.005297069551128
4,7,0.006371657493638705,0.0,0.0,0.0003042317555743707,0.0,0.0
4,8,0.036633698849978365,0.0,0.0,0.00023385009657217633,0.0,0.0
4,9,7.03286418391651e-06,0.605848187071126,1.0988669440731011,0.06212843207410179,0.0,0.0
5,0,0.00018892362331446864,2.9528887022282735,4.539118400343364,8.387059778813995e-05,2.312107431399727,5.169062297758429
5,1,0.0005916291450328032,4.235613140198593,6.510895385290366,0.00039746717894684376,3.2375061672590966,6.714454531208077
5,2,0.00013181184505272266,10.856067808518452,16.68771909043713,0.0003564825733615179,11.56512099491037,20.505992960296776
5,3,4.516244177291648e-05,7.92257458745442,10.209729855162545,0.000324332245217775,6.968841791754654,11.986319809582302
5,4,4.6371705091075146e-05,7.880234497217872,10.141039283672713,0.0003221602861465129,6.929442848401663,11.909984060669366
5,5,4.4350504435754046e-05,7.662406782087935,9.888936655102816,0.00032369098632023703,6.841132857493561,11.713210257957794
5,6,4.3619545490474145e-05,7.430532682315734,9.601834302506855,0.0003243422437078109,6.72609715493798,11.467619931970368
5,7,4.188206140038921e-05,7.089049968155281,9.17594993084707,0.000326587946019476,6.552857119988759,11.099767956500038
5,8,4.603534222690751e-05,7.743075845646637,9.982343651441752,0.0003206856328927827,6.873816760196945,11.786087672699674
5,9,4.345536725962498e-05,7.632744650072553,9.85256742533435,0.00032335670358985165,6.8267947680041345,11.682484100884727
6,0,3.765820777754626e-05,1.2927888504462264,3.7337472963661473,1.366734536989607e-05,0.7783896952134738,3.459280730244192
6,1,1.1339359425883422e-05,1.1782430097909593,2.946640916265955,8.211673584202113e-05,0.7029191524405947,3.123878301516937
6,2,1.0131142289415453e-05,1.4407603834052984,3.6070865970352965,8.223201246804375e-05,0.7697609858126157,3.420933449424873
6,3,1.0091237292102683e-05,1.4116023366704107,3.418146553022433,8.241699716049662e-05,0.750166087637775,3.3338507780662843
6,4,1.0047952104442438e-05,1.3760511939275328,3.203903999705632,8.24072892737799e-05,0.7278487154165838,3.234669021388023
6,5,1.0019320498454128e-05,1.4196856802835116,3.6202818858592463,8.243440661393105e-05,0.7701203911497211,3.4225306893289957
6,6,1.0001456618607666e-05,1.4385499907834194,3.4062867093623543,8.258292668794805e-05,0.7537602173383336,3.3498235836578876
6,7,1.0001919358303128e-05,1.1867869323116762,3.0838782433220575,8.248434514191057e-05,0.7213646456209066,3.2058526787955386
6,8,1.0020755769653361e-05,1.0600996258862687,3.0602009985460055,8.241816091359051e-05,0.723997552694235,3.2175530873946023
6,9,7.02460633626705e-05,0.49644572682169075,1.433754923316461,10.586174279775138,0.0,0.0
7,0,1.1692197764436245e-05,1.6196665949346216,2.7540320857170313,7.209836501374453e-06,1.246472270180152,3.902211512072131
7,1,2.9688064411856787e-05,2.185971424941942,3.716959824249996,1.6511414247412717e-05,1.4795557747701222,4.617191817346452
7,2,0.00026040417601902476,2.6273393546964723,4.467448536264434,9.967190149784595e-05,1.644994231095658,4.937936440708604
7,3,0.00047440137348779706,2.838203787629151,4.825996052661241,0.0002083081358099665,1.7298917756940306,5.042390926949303
