num_traj,data_id,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage,shortest_distance,S_stick,S_engage
0,0,0.14285429452925402,0.0,0.0,0.30567004051355073,0.0,0.0,0.20589178139245523,0.0,0.0,0.08148897304129982,0.0,0.0,0.20564917663687998,0.0,0.0,0.42652663368241506,0.0,0.0,0.29177052807829557,0.0,0.0,0.3663439343089927,0.0,0.0,0.1420558703257886,0.0,0.0,0.41649379150098936,0.0,0.0
0,1,0.10288539329421106,0.0,0.0,0.2659793066765,0.0,0.0,0.16584890766908944,0.0,0.0,0.04144236753551653,0.0,0.0,0.16557781128738389,0.0,0.0,0.3863376260501609,0.0,0.0,0.25125157189426894,0.0,0.0,0.32628160653181165,0.0,0.0,0.10275970383058451,0.0,0.0,0.37659667445335043,0.0,0.0
0,2,0.008978144906515407,0.0,0.0,0.17201347340394718,0.0,0.0,0.08659589385314324,0.0,0.0,1.0217331011648818e-05,0.1652293597118133,0.7170655468885276,0.07093589240983848,0.0,0.0,0.29189615049176026,0.0,0.0,0.15680045402892492,0.0,0.0,0.23338812364688627,0.0,0.0,0.010083668408907086,0.0,0.0,0.28307300207009767,0.0,0.0
0,3,1.0049137160763467e-05,0.34362271814296746,0.9995532287994973,0.09751282889564081,0.0,0.0,0.0552724589750983,0.0,0.0,1.0431006987820291e-05,0.15976345489769286,0.5729702552178745,1.123472191775769e-05,0.10729916924025223,0.4753031987169781,0.17003915759664862,0.0,0.0,0.062111945590247665,0.0,0.0,0.11810196703942326,0.0,0.0,1.0143052902599626e-05,0.11973161034901293,0.49670379749992377,0.16516894445735134,0.0,0.0
0,4,1.0817843053946784e-05,0.4098190941019465,1.3267322608683776,0.09471673152997981,0.0,0.0,1.00117181658793e-05,0.023542233777654856,0.10370806135360044,1.0219593838221582e-05,0.2655391385094087,0.9385258016211315,0.0006722628406936468,0.0,0.0,0.0911788602383946,0.0,0.0,0.00019844077061668074,0.0,0.0,0.06261244356837976,0.0,0.0,1.1051650278122119e-05,0.05041164918486172,0.22352057197882316,0.0994714144645735,0.0,0.0
0,5,1.0231192577695853e-05,0.1392426032405319,0.49895480165932404,0.08683839940182583,0.0,0.0,9.992570305379702e-06,0.14534367713463348,0.42036082249525764,1.0018236460130347e-05,0.2049618338290969,0.6459775347476627,1.591045674223809e-05,0.16375129450881437,0.6920996959348144,0.07155704671356779,0.0,0.0,1.1197857861716411e-05,0.13163869373185455,0.5883545642096667,0.03845699654714958,0.0,0.0,3.945274112105174e-05,0.11186340026532658,0.494453563442292,0.0983614618538131,0.0,0.0
0,6,9.98062174231278e-06,0.10246163348060265,0.34572407647816344,0.08651149934098924,0.0,0.0,1.0275932122734043e-05,0.10272856787614895,0.35624755945329717,1.0487597314674286e-05,0.26071060184675965,0.7609274150792337,2.072328597075287e-05,0.10514511860072707,0.40035078305032207,0.06342324504824798,0.0,0.0,1.029358128206444e-05,0.09515941479015476,0.41785736791291656,9.572654927344991e-06,0.1488813212193282,0.5910392494163862,1.4547036653441358e-05,0.08279770745148413,0.3614944908530664,0.09504427577536387,0.0,0.0
0,7,5.849070513824318e-06,0.07636595019533687,0.32614077875664543,0.08655255347911507,0.0,0.0,1.0003882780263785e-05,0.4422191535237158,1.853476830578368,1.1662683450035838e-05,0.07718669469893233,0.3317559024721735,3.088941941593379e-05,0.09274947717980372,0.4087679982577952,0.047503655349505465,0.0,0.0,9.227862912785916e-06,0.3466015348721532,1.01485823913435,1.0586181017908027e-05,0.06422297204807022,0.2790161553029395,1.61736720617616e-05,0.0581150250601492,0.2597715771564484,0.08658711381328016,0.0,0.0
0,8,2.8119148437727587e-05,0.12053893395668323,0.5349151301129665,0.06369687912844654,0.0,0.0,0.0005460002981020986,0.12132913607211494,0.5439129689229631,0.00020535495708701062,0.008980618498819492,0.03511271711959736,0.06266760252910392,0.0,0.0,0.06340093679365018,0.0,0.0,0.00016019776983608775,0.4511663967612144,2.005713222830505,0.04494462663364139,0.0,0.0,0.046543308323390806,0.0,0.0,0.06480987135185469,0.0,0.0
0,9,1.0069564108212453e-05,0.283851366455563,1.2371072361925186,0.01338892620433287,0.0,0.0,2.005847788929828e-05,0.09687002148489368,0.32603905955031404,1.4812900070010206e-05,0.23278883082938842,0.7464118484027625,0.020920923820053543,0.0,0.0,0.017455881621671016,0.0,0.0,7.653589362526387e-05,0.3495280413418756,1.0380261851763835,0.001992853787242828,0.0,0.0,0.05282582464849596,0.0,0.0,0.00656624923770204,0.0,0.0
1,0,0.37878805425825723,0.304612612557123,0.8257278305208411,0.216430396850266,0.7029807140082471,1.9041838901287336,0.23661637563464588,0.5234400991021545,1.4823117536776056,0.052888223332044904,0.4027090237647872,1.0856342473167864,0.31976408436058146,0.0,0.0,0.10169819354411891,0.1931654149252808,0.5228085830094994,0.23254011514170492,0.3101067695716123,0.8351773389694328,0.37764787706040726,0.7913121874393981,2.213285449096908,0.17722109107167616,0.0,0.0,0.4242715019324178,0.6972480595107975,2.0268684254281553
1,1,0.34249961945156465,0.0,0.0,0.18016249690072544,0.0,0.0,0.20025578068030428,0.0,0.0,0.01695948738386208,0.0,0.0,0.2841017590506393,0.0,0.0,0.06599746675655492,0.0,0.0,0.1963825740038996,0.0,0.0,0.3414428453699165,0.0,0.0,0.14047661569802955,0.0,0.0,0.38830163168189197,0.0,0.0
1,2,0.25747593292326215,0.0,0.0,0.09547616259094205,0.0,0.0,0.11687167402857018,0.0,0.0,1.2373352065669068e-05,0.42759291965275137,1.782094220386045,0.19771488492042882,0.0,0.0,9.999646634115924e-06,0.22193897084845715,0.7740520736060799,0.10934084714585142,0.0,0.0,0.2543209734981243,0.0,0.0,0.0833250384785722,0.0,0.0,0.3024751349884869,0.0,0.0
1,3,0.13911938955800554,0.0,0.0,0.06508515500880488,0.0,0.0,0.0007004082898720331,0.0,0.0,1.0904972812156037e-05,0.4657135946506555,1.6468567982125784,0.09977298898295708,0.0,0.0,1.3851767769348725e-05,0.0,0.0,0.0008340969818926119,0.0,0.0,0.13319365164234376,0.0,0.0,0.04604988080132415,0.0,0.0,0.18304772927040316,0.0,0.0
1,4,0.09989591922147212,0.0,0.0,0.0001677496172630326,0.0,0.0,1.042058104102386e-05,0.08722030073408298,0.3816505724482326,1.051769224981741e-05,0.2766199535013318,0.7579774854431903,0.09983603756808046,0.0,0.0,1.2245524421837672e-05,0.1705362582653407,0.7249612974052032,1.2455238448030415e-05,0.25511344008458514,0.6989384704926461,0.0996636987290804,0.0,0.0,1.0649479096593687e-05,0.11298039953350184,0.39658901277350406,0.09998564026681973,0.0,0.0
1,5,0.09978563997873449,0.0,0.0,1.4353388384287399e-05,0.1265942320751243,0.3772178948826467,1.0039094400948186e-05,0.08519510502336522,0.381839095752824,1.1473794460943873e-05,0.2276705896520406,0.7472980729005217,0.09918277777693094,0.0,0.0,1.1993733249935349e-05,0.2971855376326439,0.8635756240564961,1.0576213504794797e-05,0.23717189111655995,0.7461167558320947,0.09910476634740074,0.0,0.0,1.2290487959143096e-05,0.19553718190106426,0.7273440665321552,0.0997548772566603,0.0,0.0
1,6,0.09955844617488448,0.0,0.0,1.2828459639581424e-05,0.13986454151563052,0.4635162726416496,1.0059628404011727e-05,0.11497293535918546,0.47335488710445706,1.2100382027887363e-05,0.3196202477350456,0.9795750918288686,0.09740394387379706,0.0,0.0,1.0744570061270142e-05,0.277953334130487,0.9721843212549304,1.3391423737621501e-05,0.2530996747596425,0.7691172847083214,0.0972214275886867,0.0,0.0,1.149990722603411e-05,0.2557837628499765,0.9821237864640372,0.09935393087539841,0.0,0.0
1,7,0.09924560573920987,0.0,0.0,1.1046562915108622e-05,0.07503424472894293,0.33041157534278814,1.0168472951563016e-05,0.07228030157755838,0.32385866181272327,1.251450528138571e-05,0.20224597499372818,0.6677401419996061,0.09199683630046909,0.0,0.0,1.0461377805055275e-05,0.096275780540089,0.3233983882150505,1.2864248956231197e-05,0.1944983980695511,0.7854537309276349,0.09168487461027225,0.0,0.0,1.110592715300171e-05,0.17925811339557937,0.6661854544908464,0.0993429119678334,0.0,0.0
1,8,0.10085513387552995,0.0,0.0,0.10378286680887384,0.0,0.0,0.1037015204890613,0.0,0.0,0.001016043472396135,0.0,0.0,0.09382444034369684,0.0,0.0,0.010791052089299036,0.0,0.0,0.005146549553897912,0.0,0.0,0.09031726638588872,0.0,0.0,0.00021696464263438442,5.303582212091298,16.367221871875305,0.09869698899151719,0.0,0.0
