num_traj,data_id,label,lateral_friction_coef,lateral_friction_coef_perturb
0,0,1,0.23833437535430302,0.30145405802911446
0,1,0,0.23833437535430302,0.30145405802911446
0,2,0,0.23833437535430302,0.30145405802911446
0,3,1,0.23833437535430302,0.30145405802911446
0,4,1,0.23833437535430302,0.30145405802911446
0,5,1,0.23833437535430302,0.30145405802911446
0,6,1,0.23833437535430302,0.30145405802911446
0,7,1,0.23833437535430302,0.30145405802911446
0,8,1,0.23833437535430302,0.30145405802911446
0,9,1,0.23833437535430302,0.30145405802911446
1,0,1,0.3123853705845586,0.23927944980599974
1,1,0,0.3123853705845586,0.23927944980599974
1,2,1,0.3123853705845586,0.23927944980599974
1,3,1,0.3123853705845586,0.23927944980599974
1,4,1,0.3123853705845586,0.23927944980599974
1,5,1,0.3123853705845586,0.23927944980599974
1,6,0,0.3123853705845586,0.23927944980599974
1,7,0,0.3123853705845586,0.23927944980599974
1,8,0,0.3123853705845586,0.23927944980599974
1,9,0,0.3123853705845586,0.23927944980599974
2,0,1,0.28714329691023754,0.3547338913917908
2,1,0,0.28714329691023754,0.3547338913917908
2,2,0,0.28714329691023754,0.3547338913917908
2,3,1,0.28714329691023754,0.3547338913917908
2,4,1,0.28714329691023754,0.3547338913917908
2,5,1,0.28714329691023754,0.3547338913917908
2,6,1,0.28714329691023754,0.3547338913917908
2,7,1,0.28714329691023754,0.3547338913917908
2,8,1,0.28714329691023754,0.3547338913917908
2,9,1,0.28714329691023754,0.3547338913917908
3,0,1,0.3106348370649489,0.36289832991239523
3,1,0,0.3106348370649489,0.36289832991239523
3,2,0,0.3106348370649489,0.36289832991239523
3,3,1,0.3106348370649489,0.36289832991239523
3,4,1,0.3106348370649489,0.36289832991239523
3,5,1,0.3106348370649489,0.36289832991239523
3,6,1,0.3106348370649489,0.36289832991239523
3,7,0,0.3106348370649489,0.36289832991239523
3,8,0,0.3106348370649489,0.36289832991239523
3,9,0,0.3106348370649489,0.36289832991239523
4,0,1,0.38601379814612596,0.28776623685702657
4,1,0,0.38601379814612596,0.28776623685702657
4,2,0,0.38601379814612596,0.28776623685702657
4,3,0,0.38601379814612596,0.28776623685702657
4,4,1,0.38601379814612596,0.28776623685702657
4,5,1,0.38601379814612596,0.28776623685702657
4,6,1,0.38601379814612596,0.28776623685702657
4,7,1,0.38601379814612596,0.28776623685702657
4,8,1,0.38601379814612596,0.28776623685702657
4,9,1,0.38601379814612596,0.28776623685702657
5,0,1,0.28362727086367334,0.3179814413275157
5,1,0,0.28362727086367334,0.3179814413275157
5,2,0,0.28362727086367334,0.3179814413275157
5,3,1,0.28362727086367334,0.3179814413275157
5,4,1,0.28362727086367334,0.3179814413275157
5,5,1,0.28362727086367334,0.3179814413275157
5,6,1,0.28362727086367334,0.3179814413275157
5,7,1,0.28362727086367334,0.3179814413275157
5,8,1,0.28362727086367334,0.3179814413275157
5,9,1,0.28362727086367334,0.3179814413275157
6,0,1,0.31600380288470414,0.2864690627900254
6,1,0,0.31600380288470414,0.2864690627900254
6,2,0,0.31600380288470414,0.2864690627900254
6,3,1,0.31600380288470414,0.2864690627900254
6,4,1,0.31600380288470414,0.2864690627900254
6,5,1,0.31600380288470414,0.2864690627900254
6,6,1,0.31600380288470414,0.2864690627900254
6,7,1,0.31600380288470414,0.2864690627900254
