n_episode,n_iteration,n_sample,n_horizon,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,1,0,10,5.245803356170654,4.483579635620117,0.3091166913509369,8.699188356331433e-07,8.800241744211235e-07,-3.919123628293164e-06,4.797705173492432,3.827451467514038,-0.03547702357172966,3.370552076376043e-05,5.041301847086288e-05,0.000159807299496606
0,1,0,11,5.245803356170654,4.483580112457275,0.3091159164905548,8.699575460013875e-07,8.800578257250891e-07,-3.919270966434851e-06,4.787951469421387,3.8315229415893555,-0.0378665030002594,-0.09405975043773651,0.041084080934524536,-0.008238655515015125
0,1,0,12,5.245803356170654,4.483580589294434,0.30911514163017273,8.699961995262129e-07,8.800914770290547e-07,-3.919418759323889e-06,4.80290412902832,3.83496356010437,-0.040703460574150085,0.1892670840024948,0.013830184936523438,-0.018572458997368813
0,1,0,13,5.245803356170654,4.483581066131592,0.30911436676979065,8.700349098944571e-07,8.801250714896014e-07,-3.919566097465577e-06,4.8447370529174805,3.870068311691284,-0.03915606439113617,0.24057841300964355,0.31340935826301575,0.12291857600212097
0,1,0,14,5.245803356170654,4.48358154296875,0.30911359190940857,8.700735634192824e-07,8.80158722793567e-07,-3.919713890354615e-06,4.859604358673096,3.904707431793213,-0.030341168865561485,-0.04782738536596298,0.03657224774360657,-0.01886243000626564
0,2,0,0,5.245803356170654,4.483566761016846,0.3091360032558441,-1.621895364678494e-07,-1.7173018932226114e-05,2.694438080652617e-05,4.723379611968994,3.7338407039642334,0.010029845871031284,0.17989018559455872,0.04300808906555176,-0.013483414426445961
0,2,0,1,5.245803356170654,4.48356294631958,0.3091413974761963,-1.6201592245579377e-07,-1.7173393644043244e-05,2.6944686396745965e-05,4.728607177734375,3.7418384552001953,0.011310074478387833,-0.05258214473724365,0.02448689565062523,0.011245442554354668
0,2,0,2,5.245803356170654,4.4835591316223145,0.30914679169654846,-1.6184232265459286e-07,-1.7173768355860375e-05,2.6944993805955164e-05,4.710339546203613,3.774108409881592,-0.0014879145892336965,-0.13595886528491974,0.2826918661594391,-0.12849284708499908
0,2,0,3,5.245803356170654,4.483555316925049,0.30915218591690063,-1.6166869443168252e-07,-1.7174143067677505e-05,2.6945301215164363e-05,4.673915386199951,3.833906650543213,-0.004326829221099615,-0.22285333275794983,0.31486034393310547,0.11522861570119858
0,2,0,4,5.245803356170654,4.483551502227783,0.3091575801372528,-1.614950804196269e-07,-1.7174517779494636e-05,2.6945608624373563e-05,4.646183013916016,3.8532633781433105,0.018097465857863426,-0.05138983577489853,-0.0662524625658989,0.033178310841321945
0,2,0,5,5.245803356170654,4.483547687530518,0.309162974357605,-1.6132143798586185e-07,-1.7174892491311766e-05,2.6945916033582762e-05,4.6454081535339355,3.856262445449829,0.019348042085766792,0.009008335880935192,0.0467359684407711,-0.0028862683102488518
0,2,0,6,5.245803356170654,4.483543872833252,0.30916836857795715,-1.611477955520968e-07,-1.7175267203128897e-05,2.6946221623802558e-05,4.655010223388672,3.8513166904449463,0.009374422021210194,0.0822528600692749,-0.06196000427007675,-0.05030234158039093
0,2,0,7,5.245803356170654,4.483540058135986,0.3091737627983093,-1.6097415311833174e-07,-1.7175641914946027e-05,2.6946529033011757e-05,4.646775245666504,3.8405892848968506,0.011445184238255024,-0.11199185997247696,-0.06147027015686035,0.04158607870340347
0,2,0,8,5.245803356170654,4.483536243438721,0.3091791570186615,-1.6080049647371197e-07,-1.7176016626763158e-05,2.6946836442220956e-05,4.657779216766357,3.840946912765503,0.012936932034790516,0.1671248823404312,0.030545750632882118,-0.0075777084566652775
0,2,0,9,5.245803356170654,4.483532428741455,0.30918455123901367,-1.606268398290922e-07,-1.717639315756969e-05,2.6947143851430155e-05,4.669905185699463,3.850553512573242,0.013291489332914352,-0.0060026138089597225,0.03945652022957802,0.0013880326878279448
0,2,0,10,5.245803356170654,4.4835286140441895,0.30918994545936584,-1.60453154762763e-07,-1.7176767869386822e-05,2.694744944164995e-05,4.6639533042907715,3.8818135261535645,0.009205219335854053,-0.0518500991165638,0.26916709542274475,-0.007238525431603193
0,2,0,11,5.245803356170654,4.483524799346924,0.309195339679718,-1.6027948390728852e-07,-1.7177142581203952e-05,2.694775685085915e-05,4.675790309906006,3.9522619247436523,0.01815999671816826,0.15063071250915527,0.4327417016029358,0.1459498107433319
0,2,0,12,5.250146389007568,4.497122287750244,0.276122123003006,0.06194116175174713,0.22220806777477264,-0.4758398234844208,4.728169918060303,4.038069725036621,0.04500172287225723,0.35012125968933105,0.4033258557319641,0.11617207527160645
0,2,0,13,5.254843235015869,4.531458854675293,0.22640091180801392,0.0015306290006265044,0.10642220079898834,-0.10069677233695984,4.760354518890381,4.091212272644043,0.06197069212794304,-0.005332586355507374,0.12906257808208466,-0.05158323422074318
0,2,0,14,5.254797458648682,4.538357734680176,0.22097788751125336,-1.8431035186949885e-06,-1.2204462109366432e-05,2.124387538060546e-05,4.766493320465088,4.099839687347412,0.05511898174881935,0.03259380906820297,-0.0026720580644905567,0.00041498293285258114
0,3,0,0,5.245803356170654,4.48356294631958,0.3091413974761963,-1.6201592245579377e-07,-1.7173393644043244e-05,2.6944686396745965e-05,4.770022392272949,3.842698335647583,0.0617881640791893,-0.008101759478449821,0.5273596048355103,0.20987196266651154
0,3,0,1,5.245803356170654,4.4835591316223145,0.30914679169654846,-1.6184232265459286e-07,-1.7173768355860375e-05,2.6944993805955164e-05,4.805798053741455,3.971712827682495,0.10537063330411911,0.346247136592865,0.7590306401252747,0.22388915717601776
0,3,0,2,5.238677024841309,4.519908905029297,0.1930244415998459,-0.0660516768693924,0.3704569935798645,-1.0345557928085327,4.842672824859619,4.136826992034912,0.17152205109596252,0.039734888821840286,0.877015233039856,0.41051170229911804
0,3,0,3,5.225543022155762,4.61068868637085,-0.014018896035850048,-0.06077282875776291,0.5225686430931091,-1.007719874382019,4.8339152336120605,4.316164493560791,0.2563634514808655,-0.1181897521018982,0.9155736565589905,0.4794856607913971
0,3,0,4,5.2165303230285645,4.72866678237915,-0.2131446748971939,-0.023328477516770363,0.6619880795478821,-1.0194815397262573,4.849363327026367,4.501264572143555,0.35510730743408203,0.24453094601631165,0.9321381449699402,0.5710082650184631
0,3,0,5,5.213836193084717,4.849664688110352,-0.3870626986026764,0.008251845836639404,0.5386982560157776,-0.7295564413070679,4.918262004852295,4.637883186340332,0.4640999734401703,0.42884084582328796,0.4500615894794464,0.5397164225578308
0,3,0,6,5.21909761428833,4.942794322967529,-0.5059241652488708,0.03839212656021118,0.39317581057548523,-0.47826263308525085,4.982565879821777,4.725959300994873,0.5648229122161865,0.22180843353271484,0.4245941638946533,0.43774306774139404
0,3,0,7,5.246904373168945,5.041336536407471,-0.6079972386360168,0.21782413125038147,0.5792946219444275,-0.5272107720375061,5.0473198890686035,4.8146843910217285,0.6615375280380249,0.41575556993484497,0.46591079235076904,0.5382876992225647
0,3,0,8,5.285699367523193,5.147516250610352,-0.7065863013267517,0.1580023616552353,0.4615660011768341,-0.46077683568000793,5.095625400543213,4.914947986602783,0.7725720405578613,0.09098175913095474,0.5308147668838501,0.485696017742157
0,3,0,9,5.311509609222412,5.2237653732299805,-0.791244626045227,0.10685598850250244,0.3028760552406311,-0.37841448187828064,5.074947834014893,5.010742664337158,0.8657512068748474,-0.2691381871700287,0.43224191665649414,0.3969258666038513
0,3,0,10,5.32965612411499,5.268033027648926,-0.8531507849693298,0.07530109584331512,0.14376632869243622,-0.2378600835800171,5.041662693023682,5.092099666595459,0.9418466687202454,-0.07698110491037369,0.3757031559944153,0.35626789927482605
0,3,0,11,5.338777542114258,5.283319473266602,-0.880915105342865,0.02376813068985939,0.029924627393484116,-0.045977938920259476,5.0611958503723145,5.148463249206543,1.0151251554489136,0.2329743355512619,0.19940577447414398,0.422747403383255
0,3,0,12,5.364531993865967,5.306807994842529,-0.9092288613319397,0.07300987839698792,0.06375718116760254,-0.09961745142936707,5.073625564575195,5.188743591308594,1.0722318887710571,-0.03364749252796173,0.2262861728668213,0.2220616340637207
0,3,0,13,5.384204387664795,5.323176383972168,-0.9349439740180969,0.11525856703519821,0.086185984313488,-0.1410408318042755,5.090838432312012,5.215089797973633,1.1079444885253906,0.16945558786392212,0.06488200277090073,0.16408506035804749
0,3,0,14,5.400553226470947,5.333921432495117,-0.9541832208633423,0.043913405388593674,0.022594302892684937,-0.0470920167863369,5.134155750274658,5.190736770629883,1.1399803161621094,0.2727932929992676,-0.2776605784893036,0.19215911626815796
0,4,0,0,5.245803356170654,4.4835591316223145,0.30914679169654846,-1.6184232265459286e-07,-1.7173768355860375e-05,2.6944993805955164e-05,5.022597789764404,3.9975903034210205,0.08277599513530731,0.9973825812339783,0.8844035863876343,0.1143735870718956
0,4,0,1,5.238329887390137,4.5199432373046875,0.25876981019973755,-0.13346032798290253,0.6732760071754456,-0.8735947012901306,5.171628475189209,4.1932830810546875,0.12817533314228058,0.5287359356880188,0.9745637774467468,0.48892539739608765
0,4,0,2,5.211630821228027,4.683320045471191,0.09426193684339523,-0.12243405729532242,0.9774825572967529,-0.7097340822219849,5.2750067710876465,4.389134407043457,0.23423531651496887,0.5029320120811462,0.9734956622123718,0.5888395309448242
0,4,0,3,5.1923370361328125,4.8784871101379395,-0.018973104655742645,-0.07017194479703903,0.9880490899085999,-0.39767035841941833,5.403090476989746,4.575578689575195,0.3518066704273224,0.7651947736740112,0.8890043497085571,0.6361644864082336
0,4,0,4,5.181567192077637,5.060502529144287,-0.08849824965000153,-0.04052915796637535,0.8267799615859985,-0.3146292269229889,5.580103874206543,4.702214241027832,0.47393664717674255,0.9933373928070068,0.3945273458957672,0.596088707447052
0,4,0,5,5.175649166107178,5.208375930786133,-0.14478470385074615,-0.020433655008673668,0.6552823185920715,-0.2500382661819458,5.760398864746094,4.779531955718994,0.5836045145988464,0.81183922290802,0.3757708966732025,0.49790188670158386
0,4,0,6,5.172955513000488,5.321826457977295,-0.18837793171405792,-0.00791176501661539,0.48267632722854614,-0.18737487494945526,5.949268341064453,4.885768413543701,0.6761671304702759,1.070130705833435,0.6774506568908691,0.42330214381217957
0,4,0,7,5.172114372253418,5.400692939758301,-0.21948200464248657,-0.0015195539453998208,0.3095458149909973,-0.12480092793703079,6.137360095977783,5.051424503326416,0.7570534348487854,0.810404896736145,0.9751408100128174,0.3517417311668396
0,4,0,8,5.172069072723389,5.44492769241333,-0.2378598004579544,0.0004342874453868717,0.13645870983600616,-0.05951836332678795,6.285595417022705,5.233948230743408,0.8257951140403748,0.6757495999336243,0.84903484582901,0.3373885154724121
0,4,0,9,5.172120094299316,5.455441951751709,-0.24265249073505402,3.6795611890738655e-08,9.686726798463496e-07,-2.9573284336947836e-06,6.448971748352051,5.383427619934082,0.8912496566772461,0.946756899356842,0.6529918313026428,0.30612912774086
0,4,0,10,5.172120094299316,5.455441951751709,-0.24265308678150177,-1.1273635358577394e-08,1.903340773878881e-07,-2.9435848318826174e-06,6.657021522521973,5.5310540199279785,0.9499201774597168,1.1274850368499756,0.8188316822052002,0.28767144680023193
0,4,0,11,5.172120094299316,5.455441951751709,-0.24265368282794952,-1.127231286091046e-08,1.9031018894111185e-07,-2.9435047963488614e-06,6.884602069854736,5.658040523529053,1.005552053451538,1.1390630006790161,0.4688640236854553,0.2767814099788666
0,4,0,12,5.172120094299316,5.455441951751709,-0.24265427887439728,-1.1270927302575728e-08,1.9028665576570347e-07,-2.94342453344143e-06,7.110080718994141,5.753084182739258,1.0575071573257446,1.1132030487060547,0.481380432844162,0.23553960025310516
0,4,0,13,5.172120094299316,5.455441951751709,-0.24265487492084503,-1.1269547961489934e-08,1.9026309416858567e-07,-2.943344497907674e-06,7.3216681480407715,5.808309078216553,1.1013562679290771,0.9988953471183777,0.08887691050767899,0.20982258021831512
0,4,0,14,5.172120094299316,5.455441951751709,-0.24265547096729279,-1.1268175725831497e-08,1.9023951836061315e-07,-2.943264462373918e-06,7.485623359680176,5.819211006164551,1.1384211778640747,0.645068347454071,0.0229406226426363,0.19810013473033905
0,5,0,0,5.217741012573242,4.638806343078613,-0.006218829192221165,-0.1571834236383438,1.1816956996917725,-1.95577871799469,5.086731910705566,4.340734004974365,0.1738111525774002,0.28429484367370605,1.4135247468948364,0.5877929925918579
0,5,0,1,5.199725151062012,4.9247307777404785,-0.38397136330604553,0.007937140762805939,1.6159138679504395,-1.769734263420105,5.124659538269043,4.631597995758057,0.3162166178226471,0.0959535613656044,1.4960508346557617,0.8156198859214783
0,5,0,2,5.22763204574585,5.270386695861816,-0.6896008253097534,0.26190370321273804,1.805345892906189,-1.277842402458191,5.151864051818848,4.944314956665039,0.4990164339542389,0.17237047851085663,1.6330994367599487,0.9600156545639038
0,5,0,3,5.302554130554199,5.636990070343018,-0.8902691006660461,0.4762064814567566,1.8424290418624878,-0.7392227649688721,5.20831298828125,5.276774883270264,0.6992661952972412,0.386222243309021,1.6924234628677368,1.0094634294509888
0,5,0,4,5.394776344299316,5.988767147064209,-1.03191077709198,0.4438864290714264,1.6751879453659058,-0.6857624650001526,5.241489887237549,5.638513565063477,0.897327721118927,-0.036912523210048676,1.9174164533615112,0.968541145324707
0,5,0,5,5.4845805168151855,6.3084893226623535,-1.1585053205490112,0.5892819762229919,1.6013189554214478,-0.4115802049636841,5.272472858428955,6.044610500335693,1.085716962814331,0.29978618025779724,2.1177966594696045,0.829573929309845
0,5,0,6,5.59885311126709,6.611195087432861,-1.2377551794052124,0.5547114014625549,1.4291555881500244,-0.3809846341609955,5.290003299713135,6.457691192626953,1.2487578392028809,-0.11012863367795944,2.01224684715271,0.7675954699516296
0,5,0,7,5.706491947174072,6.879385471343994,-1.3105621337890625,0.5226282477378845,1.2562532424926758,-0.34732240438461304,5.2296977043151855,6.883457660675049,1.4002352952957153,-0.48031702637672424,2.2388980388641357,0.7461696267127991
0,5,0,8,5.80783748626709,7.1129536628723145,-1.3763654232025146,0.49151164293289185,1.082997441291809,-0.31104645133018494,5.176633834838867,7.347692489624023,1.5465253591537476,-0.06529990583658218,2.396756172180176,0.6887776851654053
0,5,0,9,5.902933120727539,7.311862468719482,-1.4346585273742676,0.45989012718200684,0.9097163081169128,-0.2722685635089874,5.1813459396362305,7.850124359130859,1.682715892791748,0.10669472813606262,2.6202526092529297,0.667481005191803
0,5,0,10,5.991518497467041,7.476142406463623,-1.4849315881729126,0.42616385221481323,0.7367652654647827,-0.2308683544397354,5.208361625671387,8.315648078918457,1.8146073818206787,0.1612222045660019,2.0443973541259766,0.6331089735031128
0,5,0,11,6.072976589202881,7.6059064865112305,-1.526638388633728,0.3883037865161896,0.5646509528160095,-0.18662884831428528,5.248173236846924,8.73192310333252,1.9393341541290283,0.2346552312374115,2.114309549331665,0.5865251421928406
0,5,0,12,6.1461896896362305,7.7014079093933105,-1.5591944456100464,0.34318697452545166,0.394327312707901,-0.13942401111125946,5.298096179962158,8.888347625732422,2.176382541656494,0.2488921582698822,-0.1884099692106247,1.6511728763580322
0,5,0,13,6.209160804748535,7.763211727142334,-1.5820342302322388,0.28466761112213135,0.22826789319515228,-0.08970315754413605,5.331799030303955,8.841443061828613,2.44938063621521,0.10009898990392685,-0.2700527012348175,1.0435479879379272
0,6,0,0,5.208606243133545,5.007111549377441,-0.4059849977493286,0.09807685017585754,2.05741548538208,-1.527006983757019,5.244729995727539,4.666971683502197,0.34197330474853516,0.580915093421936,1.576953411102295,0.9367396235466003
0,6,0,1,5.249813079833984,5.438022136688232,-0.6253101229667664,0.278303325176239,2.184027910232544,-0.7558202147483826,5.348363876342773,4.99721622467041,0.539622962474823,0.46203768253326416,1.7364246845245361,0.9884876012802124
0,6,0,2,5.311207294464111,5.86663293838501,-0.7356767654418945,0.3295043706893921,2.095284938812256,-0.3688756227493286,5.451583385467529,5.334834575653076,0.7351500391960144,0.5643355250358582,1.6427913904190063,0.9615634083747864
0,6,0,3,5.379961967468262,6.273437976837158,-0.7774746417999268,0.35537245869636536,1.9731097221374512,-0.06337779015302658,5.548818588256836,5.686224460601807,0.9243303537368774,0.41612008213996887,1.8630748987197876,0.9267474412918091
0,6,0,4,5.458860874176025,6.662930488586426,-0.7241311073303223,0.426910400390625,1.9262233972549438,0.5721620917320251,5.665590763092041,6.079580783843994,1.100856900215149,0.7346335649490356,2.0675606727600098,0.870842695236206
0,6,0,5,5.5399298667907715,7.031292915344238,-0.6120970845222473,0.382544606924057,1.7603886127471924,0.5437668561935425,5.78643798828125,6.488039016723633,1.2724062204360962,0.48135846853256226,2.01472806930542,0.8025804758071899
0,6,0,6,5.61363410949707,7.371629238128662,-0.4883381724357605,0.36349454522132874,1.6675422191619873,0.7607846856117249,5.8376593589782715,6.913280010223389,1.427757978439331,0.04566589742898941,2.224024772644043,0.7241631150245667
0,6,0,7,5.684696197509766,7.701470375061035,-0.3089825212955475,0.3407445251941681,1.6258611679077148,0.9807672500610352,5.845541000366211,7.335206508636475,1.5636250972747803,0.03493974730372429,1.9990142583847046,0.6098979115486145
0,6,0,8,5.753196716308594,8.05512809753418,-0.055219002068042755,0.3264088034629822,1.899080753326416,1.4674878120422363,5.889348983764648,7.747338771820068,1.6640673875808716,0.38904890418052673,2.1209657192230225,0.38807108998298645
0,6,0,9,5.8117146492004395,8.420866012573242,0.22835735976696014,0.2564050257205963,1.7557717561721802,1.361446499824524,5.995287895202637,8.128291130065918,1.7416062355041504,0.6607722043991089,1.697510838508606,0.38655275106430054
0,6,0,10,5.835841178894043,8.698334693908691,0.1763826161623001,-0.2831575274467468,1.5557841062545776,-2.8384149074554443,6.0970540046691895,8.442152976989746,1.8455129861831665,0.4247639775276184,1.1069707870483398,1.2759438753128052
0,6,0,11,5.817518711090088,8.799833297729492,-0.0007286244072020054,0.00015258550411090255,-0.0030727325938642025,0.00396854430437088,6.201548099517822,8.486793518066406,2.2901408672332764,0.6202828288078308,-0.18845514953136444,2.3229188919067383
0,7,0,0,5.271542072296143,5.540920734405518,-0.6487575173377991,0.3189450204372406,2.469558000564575,-0.9870075583457947,5.296599388122559,5.145684242248535,0.5873686075210571,0.2015630155801773,2.2372467517852783,1.1299315690994263
0,7,0,1,5.345884799957275,6.030798435211182,-0.7991134524345398,0.42371317744255066,2.4249866008758545,-0.5149477124214172,5.37205696105957,5.573664665222168,0.8137828707695007,0.5387287139892578,2.046706438064575,1.129607915878296
0,7,0,2,5.428471088409424,6.498908042907715,-0.89632248878479,0.39961177110671997,2.256171464920044,-0.47183361649513245,5.434338092803955,6.006543159484863,1.0370014905929565,0.09996668994426727,2.2742884159088135,1.0967321395874023
0,7,0,3,5.520229816436768,6.945590019226074,-0.9357537031173706,0.5386984348297119,2.232969284057617,0.13900226354599,5.489675521850586,6.481325626373291,1.2426211833953857,0.43808892369270325,2.4618401527404785,0.957528293132782
0,7,0,4,5.625231742858887,7.375333309173584,-0.9063243269920349,0.5078116655349731,2.064767599105835,0.14276854693889618,5.538578033447266,6.989552974700928,1.4310988187789917,0.06397189199924469,2.614778518676758,0.9272437691688538
0,7,0,5,5.74110746383667,7.788758277893066,-0.8510807156562805,0.7098790407180786,2.1365277767181396,0.4635058045387268,5.5690226554870605,7.5311713218688965,1.601041316986084,0.21849972009658813,2.778728723526001,0.763045072555542
0,7,0,6,5.891616344451904,8.2152738571167,-0.7582737803459167,0.7704177498817444,2.1099488735198975,0.4355698525905609,5.63134241104126,8.048297882080078,1.7420811653137207,0.4026124179363251,2.4033005237579346,0.6550967693328857
0,7,0,7,6.224822998046875,8.592437744140625,-0.3794158697128296,3.347301483154297,1.861208438873291,3.9271838665008545,5.702682971954346,8.481935501098633,1.720542550086975,0.07254543155431747,1.3831446170806885,-1.8760981559753418
0,7,0,8,6.924774646759033,8.795052528381348,-0.0027145559433847666,3.329958915710449,-0.15561069548130035,-0.08740817755460739,5.655247211456299,8.63172721862793,1.2013133764266968,-0.40549036860466003,0.6126964092254639,-2.464634895324707
0,7,0,9,7.572743892669678,8.76422119140625,-0.019762244075536728,3.153404712677002,-0.15275005996227264,-0.08315461874008179,5.560540676116943,8.737320899963379,0.7731778621673584,-0.5369939804077148,0.44554880261421204,-1.8945244550704956
0,7,0,10,8.185402870178223,8.733972549438477,-0.03595665842294693,2.9768521785736084,-0.1497761607170105,-0.0788644403219223,5.476850509643555,8.814266204833984,0.44344425201416016,-0.30373406410217285,0.3222177028656006,-1.4085887670516968
0,7,0,11,8.762751579284668,8.704333305358887,-0.051286593079566956,2.800302505493164,-0.14665737748146057,-0.07451935112476349,5.4011993408203125,8.867815017700195,0.21347545087337494,-0.4460650682449341,0.21854397654533386,-0.8861925601959229
0,7,0,12,9.304790496826172,8.675333023071289,-0.0657438188791275,2.623755931854248,-0.1433894783258438,-0.07013770192861557,5.2925705909729,8.899548530578613,0.012198583222925663,-0.6196679472923279,-0.0022925229277461767,-1.3278728723526
0,7,0,13,9.81152057647705,8.647003173828125,-0.07932078093290329,2.4472126960754395,-0.13995274901390076,-0.0657171830534935,5.1878533363342285,8.871023178100586,-0.23013021051883698,-0.4347929358482361,-0.2613963782787323,-1.138780951499939
0,8,0,0,5.378216743469238,6.092881679534912,-0.7004176378250122,0.552520215511322,2.699251651763916,-0.10131227225065231,5.399840354919434,5.682301998138428,0.8270331621170044,0.6181410551071167,2.605142116546631,1.119796633720398
0,8,0,1,5.486664772033691,6.619894027709961,-0.7101651430130005,0.5312649011611938,2.572946310043335,-0.0036764154210686684,5.484736442565918,6.225856304168701,1.0448185205459595,0.24117790162563324,2.822805643081665,1.0914255380630493
