num_traj,data_id,xo,zo,yo,thetaxo,thetayo,thetazo,vxo,vyo,vzo,omegaxo,omegayo,omegazo,j0,j1,j2,j3,j4,j5,j6,j7,j8,zt,jv0,jv1,jv2,jv3,jv4,jv5,jv6,jv7,jv8,vzt
0,0,-0.9432175978030971,0.6087007610813396,-0.0015706485020142,-0.003913477111121174,0.028396947747620863,-0.002257907013671769,0.5967307968188145,-0.01813013789245986,0.18723327430903405,0.3947675403719406,0.9771627494887765,0.11367223441788678,-0.0021164061629128017,0.2555330963641275,0.3776369629641902,-0.0019829611164913948,0.2580490875923108,0.3759560873058172,0.4225330119377601,0.3201490711774582,0.4626708262038257,0.0,0.1885395643136874,-0.12728756417562298,1.8999770592822518,0.11904052954611333,-0.2665955168631069,1.9367730350208923,0.8059971637114345,-2.552812963536362,0.1967723975209418,0.0
0,1,-0.7624596168991525,0.6396263435821561,-0.0020403378260269796,2.6758946551007715e-07,0.15605921569844222,-0.00031771189467738684,1.0267407433502935,2.393383827849782e-05,0.05878026471234473,0.00015824254747463386,0.5026309026671699,-0.0001255170429358629,0.07805488458595779,0.39498849340739906,0.39617531883619844,0.0787170708796734,0.39468854885375065,0.3952300167071288,0.26730860149879004,0.3755362645479124,0.3538528408009427,-0.0033499336657751575,1.0025191775590767,-0.20559495834328664,0.00950439030527004,1.0014386245512428,-0.20200633542635696,0.007424753568634115,-0.7046885124020837,-0.18340706637016424,-0.27702689419830556,-0.06695513047200714
0,2,-0.5538004892155927,0.6504806493152133,-0.00208871483459631,1.9303110490192773e-08,0.332086800180626,-0.00034336317650067986,1.011180805157896,0.0018463184117571618,0.04454296578670428,0.0004778533560698332,1.3390369658391106,0.007057586775230179,0.26070004041474415,0.3783748088868049,0.39861919521784056,0.26149182359921685,0.3774642844422285,0.39816748723032735,0.06255911163956517,0.37645006160084193,0.39467450075133126,-0.030929663216834595,0.7498853637467727,0.01921215473153408,-0.05311800153208262,0.75662192070917,0.010528108784631583,-0.05911971685449855,-0.9555154520203832,-0.03835856874370362,-0.16707752411929783,-0.205716418880287
0,3,-0.4076898470466735,0.6593442291679826,-0.0018067928069355574,-0.004154581220490372,0.498094306579137,-0.002985223877566819,0.2824493827401149,0.0011365463576053754,0.07862890638849508,-0.05682425598234754,-0.05871298836712978,-0.01848904790504509,0.37671775899855475,0.38379931592584565,0.3598652571724676,0.36951502236922923,0.38222846575364083,0.38980648027796516,-1.6180678573546885e-05,0.15556521798476738,0.395714606651326,-0.08610775128147305,0.34690096114516555,-0.048598097351275925,-0.41966565110790566,0.2805269934572464,-0.07094489541721298,-0.09941898193018697,0.0011553813463442697,-0.5312777939659644,0.05763613621589155,-0.34292324272892794
0,4,-0.4442432828391603,0.6426170154567268,-0.002013187098834662,-0.0009195969938717123,0.46225635007565824,-8.749585497773362e-05,-0.6170100743643913,-0.001198350042755859,-0.22737121982921993,0.01529160598255587,-0.34699464035907673,0.008212093298238424,0.3226429715591483,0.3861031545126203,0.39983689028063063,0.3325289563894601,0.38259264298830525,0.37954495545124406,-1.508778176559591e-05,0.26738945847694984,0.40616054471904767,-0.16854446718089694,-0.654819134702616,0.00937788196573084,0.21915803559137562,-0.6223252950713902,0.017958741611403827,0.11869457936626307,0.007824877758460427,1.6952098683173662,-0.17959939797313534,-0.4782954932532095
0,5,-0.5998193777381988,0.5573471160163088,-0.0018882995345531706,-0.002065241115912334,0.4400803308756503,-0.0006473916590536042,-0.8655873958661903,0.003526062336187141,-0.5570685858215211,-0.027207423254129146,0.3269763991852746,-0.0038911556858063517,0.16293287675475907,0.3834311893666068,0.39456359687242837,0.17335958780473193,0.37978725752760856,0.3792390054437865,0.11723108236575797,0.34713711586291957,0.3687820541955445,-0.2778456201587035,-0.9293365761847444,-0.012614478193964936,-0.0006770680155484474,-0.9373549516924948,-0.001151247613938717,0.04994007704124508,0.5917668801037449,-0.337116040046618,0.5428813605703632,-0.6115686866642013
0,6,-0.7768738559017206,0.4326808025191855,-0.000815279061898623,-0.006661201062108332,0.5691222678323904,-0.0017199838556170228,-0.7935663627694387,0.0014544455309211893,-0.6723967004743006,0.04063278963490148,1.034433073036028,-0.008137927213090378,-0.0008217105412456969,0.3446752093257388,0.38002060797739473,-5.960960021287499e-05,0.3544044374612668,0.3709679142831309,0.19119246866254838,0.37094516901589375,0.36287381682741554,-0.4135658793970162,0.04930470517229784,-1.3832432598611735,0.17772850166249327,0.003401299379754948,-1.3381361485670689,0.14691671990477673,1.260677641336694,0.019483653919077228,0.15849443969879234,-0.7424958279974339
0,7,-0.8045827331402168,0.20250253289412748,-0.0016635245246683435,0.019239521261629765,1.1983377956737495,0.014095007940784662,0.45922745977559554,-0.00148978368206599,-1.6062673337677857,0.02561638462484519,5.432081196799655,0.004770794556764585,-3.2673845684312045e-05,0.2775038391459287,0.3933184059532742,-1.6894622708203843e-05,0.27177517217564207,0.393034550775856,0.40546819668331385,0.3809937967267205,0.3994210196037182,-0.5752124365936336,0.001071100309522479,1.3755581088108182,-0.1019598509640457,-0.00010489792174161322,1.3636492637353732,-0.11001744670816468,-1.1160423830410522,0.008442634028934429,-0.10175633226365188,-0.8708489751044496
0,8,-0.6724599211610187,-0.06427699719550242,-6.256438565388358e-05,3.1396814864377407,1.1342365463344222,3.1337594945035603,0.710761063466725,0.005753151054405555,-0.7277721464123271,-0.006482675411459739,1.7126936605958039,-0.007632758623996282,0.3552015934592473,0.3675070953596327,0.4043654962318046,0.3525925782819816,0.3724061136037318,0.40452824705724894,0.3876749184755997,0.3831713265551219,0.39905794679753204,-0.7622489501895773,2.2203393780273593,0.2110956298446897,0.006045920151333019,2.3029038372881487,0.08709412519090126,0.010983326454958892,0.1438001354191261,0.03565223554366856,0.0055610556820866255,-0.9964204974546288
0,9,-0.5607590045288361,-0.2512141418178322,-0.00035377118585703957,3.1415926535854117,0.8658662966263374,3.135100083340268,0.4593823126870017,-0.0029826138481644634,-1.0809346179504429,0.00705555879777139,1.08669746980893,6.848831475257223e-11,0.3856281624420583,0.3876488940842697,0.4009096050977131,0.38554764522553103,0.3877124816922666,0.400858402285564,0.38092848811898883,0.3824452924358342,0.39828619102900914,-0.9740997052170167,-0.062117020218190405,-0.0425882933361809,0.003891997531077742,-0.06712577864570105,-0.03302769538538872,0.0042809921476227135,0.015821837281902108,-0.0008710753485061361,0.00042036276670998074,-1.119023973256776
