data_id,xo,yo,thetao,vxo,vyo,omegao,xg1,xg2,vxg1,vxg2
5,6.0137638325159735,2.012109729545767,0.006077127114250929,0.8561419208695159,0.7363443397347407,0.37014273620329996,1.7809428562955723,3.7240149236734026,4.960191204207631,1.474490137140336
6,6.115478203666494,2.0847955052728095,0.0433546819226177,1.183034157746453,0.7309862429279038,0.3820932431718666,2.2598336232793614,3.8834809716354517,4.528381879925288,1.7335565872993028
7,6.255272048904417,2.1604152812055566,0.0838198857463881,1.6088303903238954,0.7852114145433645,0.42966630154568863,2.665262016434077,4.0766368034768306,3.54910625728888,2.128169100684515
8,6.441049426074251,2.2424422414253997,0.13003223456899368,2.091273630281777,0.8502408313046022,0.4925762831758527,2.9556204624074924,4.312216871588865,2.2910190684603293,2.564007846367881
9,6.6753345536654685,2.329503841865243,0.1823407828466107,2.5677875814567614,0.8813250733113048,0.5484759114841774,3.1201200448416677,4.589441767113681,1.08577321580413,2.949595843443187
10,6.953926012223762,2.4168336373889594,0.23915236371937937,2.9694419855184933,0.8569258268530701,0.5820472123795292,3.180786451705191,4.899602722761427,0.24518859240552976,3.219546008347865
11,7.2661954594013896,2.499123057810113,0.29804261459385034,3.23946433756083,0.7862539340532716,0.5922310163153764,3.1864685046622094,5.229222215867908,-0.012815129512970272,3.342154008418002
12,7.597315979472706,2.5732035694285065,0.35732102067728794,3.3520770227569896,0.6989986033806089,0.5937152128592919,3.200630426318998,5.563135878899317,0.38655744129142305,3.312726825465004
13,7.932031837023675,2.639017374379612,0.41735758865797973,3.323579699429124,0.6240039101254774,0.6111627339715969,3.2859227421959907,5.886724500208612,1.3591928307561343,3.1448825964116844
14,8.258923551362743,2.6983441453160344,0.4810720530809658,3.2097873393877636,0.5751312675968911,0.6698884147619234,3.489008723446587,6.187519961432502,2.681222642022915,2.8612056831681594
15,8.573784496612712,2.75263742640181,0.5534374257292649,3.098468659355515,0.5170255813885102,0.7830709255711666,3.82893983157273,6.45582743498803,4.038192908253747,2.5033751476528985
16,8.881631032429942,2.798465579857035,0.6397007335569138,3.0798833630976157,0.39754931625439527,0.9427463173687874,4.291546776883469,6.686039846794429,5.093423065770489,2.1051709794888565
17,9.195473409450184,2.8258061240618657,0.7426829394068899,3.2173857981355622,0.14998635803650168,1.111215072180369,4.831099788665221,6.876476810755172,5.562119876520221,1.7030860820685128
18,9.53132425279059,2.8204621003191876,0.8604820381103485,3.5064277670530006,-0.2435342069554935,1.2342857357081334,5.3789394498356025,7.027800937161297,5.274385220044101,1.3087340905281357
19,9.90016719139606,2.771497459345743,0.9864194125920611,3.852188643834566,-0.6994804296971834,1.2716541370298577,5.857043018119577,7.136469780500947,4.2084817407839825,0.8157959886705574
