num_traj,data_id,xo,yo,thetao,vxo,vyo,omegao,xg,yg,thetag,vxg,vyg,omegag
0,0,4.472644364072512,7.138086669799643,-0.07924460309831596,0.0,0.0,0.0,4.499631707316629,6.776479463694395,0.0,0.0,0.043635654081756736,0.0
0,1,4.473011450844521,7.14562849528006,-0.07668379891910716,0.017707220557732297,0.38141784871137635,0.12881208260080007,4.4993320911499435,6.842351176211767,-0.005382826854553997,-0.00555980124190136,0.37082809387987437,-0.08497521713685745
0,2,4.476697004672611,7.275409394476784,-0.03619372171695643,0.011126251870825948,0.6708782023734523,0.19028754002453155,4.497896565288659,6.974293880840188,-0.04568121611889608,-0.005886424353147489,0.6766532163965138,-0.23861203467045378
0,3,4.478026758527254,7.483704144510679,0.014819137044588171,-0.001490754932763542,0.9917226985237574,0.21102052311408984,4.496799650677857,7.183850235199826,-0.10981812708529679,-0.0020955429935756325,0.9892674829299306,-0.2839556476383304
0,4,4.475808768244511,7.770172772872325,0.06703353584497235,-0.01793804279384517,1.29924639482467,0.20231280528441298,4.497083441909199,7.470937944039254,-0.17752546835865546,0.005861522435338839,1.3014882894150142,-0.22738448948607526
0,5,4.4685647535138795,8.132922210220062,0.11527604041903203,-0.03580675430883602,1.5918221333698213,0.19193923776542615,4.499252704769557,7.8344816830649515,-0.23675612245297661,0.010299641796262287,1.5964473658336766,-0.1398401503893219
0,6,4.4570060464946515,8.569694074965787,0.1643685794720791,-0.05721953730347799,1.894681008577668,0.2043505038064513,4.502298838653009,8.27308937932014,-0.2591508137080571,0.015258273511507152,1.904189490275761,0.0377691160778288
0,7,4.442106101271694,8.8000574161423,-3.806258259383779e-05,0.00023136472258992007,-0.0008852311569196735,0.0012370498104757194,4.507575445422818,8.500044152608567,-0.20892808288927384,0.001421411377732632,-0.0004030805485757145,0.00019876006430143926
0,8,4.4421150060410985,8.800018662182813,1.1051937350487376e-05,2.4906660416659188e-06,-3.6493406207971083e-06,1.095327742985989e-05,4.5076414166365595,8.500026764478921,-0.20891773500187222,5.4664746047260486e-06,-2.2342587734959507e-07,2.1938723306207733e-05
0,9,4.442115830230269,8.800018526767392,1.3259622688053985e-05,5.4582170453089015e-06,-3.3839300816665057e-06,1.231529825965913e-05,4.507642769815648,8.500026095372606,-0.20891317045902968,2.322648379542543e-06,-1.834572339320939e-07,1.95593807725194e-06
1,0,5.527603235584564,6.435137831187064,0.056294472304679405,0.0,0.0,0.0,5.666899647108656,6.081551255587189,0.0,0.0,0.006650800340965036,0.0
1,1,5.527602953985979,6.435137220765606,0.05629588931466297,-2.3224040497190837e-06,-4.779247972608123e-06,1.1732743372812615e-05,5.666668788359671,6.1382747160853555,0.001985790787721309,-0.0032708846752139867,0.43597531549059704,-0.013610466849359473
